ticker,ICBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-16,7.9365
2015-01-20,0.0
2015-01-21,0.1176
2015-01-22,0.7638
2015-01-23,4.6647
2015-01-26,5.8496
2015-01-27,0.5263
2015-01-28,-0.3665
2015-01-29,0.7357
2015-01-30,-0.3652
2015-02-02,-0.8953
2015-02-03,0.9034
2015-02-04,-0.4188
2015-02-05,0.5258
2015-02-06,-0.6276
2015-02-09,0.6842
2015-02-10,0.0523
2015-02-11,7.3668
2015-02-12,-0.3893
2015-02-13,2.1318
2015-02-17,-2.2308
2015-02-18,0.2446
2015-02-19,-0.9273
2015-02-20,-0.4393
2015-02-23,-0.5483
2015-02-24,0.6468
2015-02-25,0.0989
2015-02-26,-0.2963
2015-02-27,0.4467
2015-03-02,-0.7411
2015-03-03,0.2987
2015-03-04,0.1985
2015-03-05,-2.3526
2015-03-06,-0.5326
2015-03-09,1.9378
2015-03-10,-1.0255
2015-03-11,3.1084
2015-03-12,-2.2549
2015-03-13,-1.1535
2015-03-16,-0.0507
2015-03-17,0.0508
2015-03-18,0.7103
2015-03-19,-1.7128
2015-03-20,3.3829000000000002
2015-03-23,-0.0992
2015-03-24,-0.1985
2015-03-25,-0.0497
2015-03-26,-0.4975
2015-03-27,1.25
2015-03-30,0.3944
2015-03-31,-3.1967
2015-04-01,2.439
2015-04-02,-0.1488
2015-04-06,-0.2484
2015-04-07,-0.8964
2015-04-08,2.1608
2015-04-09,-0.3935
2015-04-10,0.0
2015-04-13,-0.7407
2015-04-14,0.6468
2015-04-15,-0.1977
2015-04-16,-0.5448
2015-04-17,0.747
2015-04-20,0.0
2015-04-21,-0.8898
2015-04-22,-1.3965
2015-04-23,-1.1128
2015-04-24,0.7161
2015-04-27,0.8126
2015-04-28,0.5542
2015-04-29,0.0
2015-04-30,-0.3156
2015-05-01,-1.3418999999999999
2015-05-04,-0.6623
2015-05-06,1.1282
2015-05-07,0.0507
2015-05-08,-0.6589
2015-05-11,0.2959
2015-05-12,-0.7529
2015-05-13,1.1276
2015-05-14,0.0716
2015-05-15,0.283
2015-05-18,-0.2525
2015-05-19,0.7595
2015-05-20,0.0
2015-05-21,0.201
2015-05-22,0.0
2015-05-26,-0.2006
2015-05-27,-1.5577999999999999
2015-05-28,1.5314
2015-06-01,-0.5793
2015-06-02,1.0888
2015-06-04,-0.25
2015-06-05,-2.0101
2015-06-08,2.2564
2015-06-09,-1.5547
2015-06-10,-0.1019
2015-06-11,1.2239
2015-06-12,-1.2091
