ticker,SUFF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-19,-31.8182
2005-04-27,66.6667
2005-06-01,-52.0
2005-06-14,-16.6667
2005-08-02,-50.0
2005-08-04,40.0
2005-08-16,-7.1429
2005-08-17,7.6923
2005-08-18,-42.8571
2005-10-13,2.5
2005-11-09,-26.8293
2005-11-30,36.6667
2005-12-01,58.5366
2005-12-02,0.0
2005-12-05,-7.6923
2005-12-12,-20.0
2005-12-13,0.0
2005-12-14,45.8333
2005-12-16,-35.7143
2005-12-28,11.1111
2005-12-29,0.0
2005-12-30,0.0
2006-01-03,0.0
2006-01-04,-30.0
2006-01-05,71.4286
2006-01-09,-16.6667
2006-01-10,20.0
2006-01-11,0.0
2006-01-12,16.6667
2006-01-17,0.0
2006-01-18,0.0
2006-01-19,0.0
2006-01-20,0.0
2006-01-24,0.0
2006-01-26,-28.5714
2006-01-27,-30.0
2006-02-02,-42.8571
2006-02-08,300.0
2006-02-14,-12.5
2006-02-15,28.5714
2006-02-16,-5.5556
2006-02-22,5.8824
2006-02-23,0.0
2006-02-28,155.5556
2006-03-06,-45.6522
2006-03-08,-20.0
2006-03-20,45.0
2006-03-28,20.6897
2006-03-29,14.2857
2006-03-30,0.0
2006-04-13,0.0
2006-04-18,50.0
2006-04-25,-16.6667
2006-04-27,0.0
2006-05-01,0.0
2006-05-03,-20.0
2006-05-04,25.0
2006-05-05,20.0
2006-05-08,6.6667
2006-05-09,-6.25
2006-05-11,0.0
2006-05-12,0.0
2006-05-16,-16.6667
2006-05-17,16.0
2006-05-18,-31.0345
2006-05-23,-5.0
2006-06-02,-21.0526
2006-06-05,20.0
2006-06-16,0.0
2006-06-19,50.0
2006-06-20,14.8148
2006-06-21,-6.4516
2006-06-27,0.0
2006-06-28,-13.7931
2006-07-24,-20.0
2006-07-25,-15.0
2006-07-28,0.0
2006-07-31,2.9412000000000003
2006-08-01,25.7143
2006-08-03,-9.0909
2006-08-04,0.0
2006-08-09,0.0
2006-08-14,10.0
2006-08-15,-22.7273
2006-08-16,41.1765
2006-08-17,0.0
2006-09-05,-37.5
2006-09-06,0.0
2006-09-07,33.3333
2006-09-19,-5.0
2006-09-22,0.0
2006-09-27,0.0
2006-09-28,-5.2632
2006-10-02,-16.6667
2006-10-03,13.3333
2006-10-06,-52.9412
2006-10-10,-12.5
2006-10-11,71.4286
2006-10-12,58.3333
2006-10-13,-57.8947
2006-10-17,100.0
2006-10-20,-25.0
2006-10-23,16.6667
2006-10-24,0.0
