ticker,MLVF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-21,0.1821
2008-05-22,0.2727
2008-05-23,-0.272
2008-05-27,0.0
2008-05-28,0.0
2008-05-29,0.0
2008-05-30,0.4545
2008-06-02,-0.905
2008-06-03,0.4566
2008-06-04,0.0
2008-06-05,-0.2727
2008-06-06,-0.1823
2008-06-09,-0.4566
2008-06-10,0.9174
2008-06-11,0.0
2008-06-12,-0.1818
2008-06-13,0.0
2008-06-16,0.0911
2008-06-17,0.091
2008-06-18,0.0909
2008-06-19,-0.0908
2008-06-20,-2.2727
2008-06-23,2.3256
2008-06-24,-1.3636
2008-06-25,1.4747
2008-06-26,-1.9074
2008-06-27,1.8519
2008-06-30,-0.1818
2008-07-01,-1.184
2008-07-02,1.1982
2008-07-03,-0.8197
2008-07-07,-1.2489
2008-07-08,-1.339
2008-07-09,-0.6126
2008-07-10,2.8924
2008-07-11,-1.3813
2008-07-14,-1.7768000000000002
2008-07-15,-2.6641
2008-07-16,2.6393
2008-07-17,0.0
2008-07-18,-0.381
2008-07-21,1.3384
2008-07-23,0.0
2008-07-24,0.9434
2008-07-25,-0.1869
2008-08-01,-0.8427
2008-08-05,1.5109
2008-08-06,-1.3953
2008-08-07,-1.8868
2008-08-08,0.3846
2008-08-12,-2.0115
2008-08-13,-0.0978
2008-08-15,2.7397
2008-08-18,-2.2857
2008-08-20,2.1442
2008-08-21,-1.6221
2008-08-22,1.8429
2008-08-26,-0.4762
2008-08-28,0.4785
2008-09-02,0.0
2008-09-03,-0.381
2008-09-04,-0.478
2008-09-05,-0.5764
2008-09-08,1.4493
2008-09-09,-0.4762
2008-09-10,-0.9569
2008-09-12,-1.0628
2008-09-17,-1.8555000000000001
2008-09-18,1.2934999999999999
2008-09-19,1.778
2008-09-22,-0.7818
2008-09-23,-2.4319
2008-09-30,0.4004
2008-10-02,-0.3988
2008-10-06,-4.4044
2008-10-07,1.3613
2008-10-09,-6.9215
2008-10-10,0.0
2008-10-13,8.4337
2008-10-16,0.1036
2008-10-17,-0.8193
2008-10-28,-0.7204
2008-10-29,-0.3115
2008-10-30,0.0
2008-10-31,-1.0417
2008-11-03,0.0
2008-11-06,0.0
2008-11-07,0.0
2008-11-10,0.0
2008-11-11,0.0
2008-11-12,2.4211
2008-11-20,-4.9332
2008-11-21,-2.7027
2008-11-24,1.1111
2008-11-28,3.2967
2008-12-01,-3.1915
2008-12-08,-1.0989
2008-12-12,0.0
2008-12-15,0.0
2008-12-16,1.1111
