ticker,FTSI US Equity
2018-06-22,5.4296
2018-06-25,-3.5202
2018-06-26,-0.2027
2018-06-27,-1.4218
2018-06-28,2.5412
2018-06-29,-4.6216
2018-07-02,-5.8286999999999995
2018-07-03,7.2334
2018-07-05,-2.2949
2018-07-06,-0.6406
2018-07-09,2.3639
2018-07-10,-5.0385
2018-07-11,-3.1688
2018-07-12,-1.9787
2018-07-13,-1.087
2018-07-16,-3.4537
2018-07-17,-0.6504
2018-07-18,4.7463
2018-07-19,1.875
2018-07-20,-2.0705999999999998
2018-07-23,-7.2044
2018-07-24,-1.7722
2018-07-25,-1.1168
2018-07-26,0.8688
2018-07-27,2.4117
2018-07-30,1.4298
2018-07-31,-0.4975
2018-08-01,-0.4167
2018-08-02,0.4184
2018-08-03,6.25
2018-08-06,0.3922
2018-08-07,-1.4844
2018-08-08,-1.4274
2018-08-09,-0.5632
2018-08-10,1.5372
2018-08-13,-3.9044
2018-08-14,-1.5755
2018-08-15,-12.1314
2018-08-16,3.0681
2018-08-17,1.8605
2018-08-20,3.4703
2018-08-21,1.7652
2018-08-22,3.4692
2018-08-23,-1.0897000000000001
2018-08-24,-1.3559
2018-08-27,1.8900000000000001
2018-08-28,-1.6019999999999999
2018-08-29,-0.6855
2018-08-30,-3.4513
2018-08-31,-1.4298
2018-09-04,-1.0879
2018-09-05,-2.8414
2018-09-06,-5.7547
2018-09-07,-4.9049
2018-09-10,6.3158
2018-09-11,2.4752
2018-09-12,5.7971
2018-09-13,-0.8219
2018-09-14,1.8416000000000001
2018-09-17,-0.8137
2018-09-18,1.732
2018-09-19,3.0466
2018-09-20,2.6957
2018-09-21,-1.0161
2018-09-24,1.4542
2018-09-25,1.3491
2018-09-26,-1.3311
2018-09-27,-0.4216
2018-09-28,-0.1693
2018-10-01,2.7142
2018-10-02,0.4129
2018-10-03,2.6316
2018-10-04,-1.3622
2018-10-05,0.2437
2018-10-08,0.3241
2018-10-09,1.3732
2018-10-10,-3.9840999999999998
2018-10-11,-0.9959
2018-10-12,2.347
2018-10-15,2.8665000000000003
2018-10-16,3.5032
2018-10-17,-0.9231
2018-10-18,-2.4845
2018-10-19,-0.4777
2018-10-22,-3.92
2018-10-23,-3.7469
2018-10-24,-6.0554
2018-10-25,3.1308
2018-10-26,3.3929
2018-10-29,-3.6269
2018-10-30,6.8100000000000005
2018-10-31,7.4664
2018-11-01,-2.498
2018-11-02,4.5637
2018-11-05,2.8331
2018-11-06,-3.4252000000000002
2018-11-07,3.2382
2018-11-08,-3.8087999999999997
2018-11-09,-0.9317
2018-11-12,-8.1505
2018-11-13,-6.6553
2018-11-14,1.0055
2018-11-15,2.0814
2018-11-16,0.0
2018-11-19,2.2163
2018-11-20,-7.5455
2018-11-21,-1.4071
2018-11-23,-4.2816
2018-11-26,0.0994
2018-11-27,3.7736
2018-11-28,-0.9569
2018-11-29,-0.4831
2018-11-30,-4.0777
2018-12-03,-1.6194
2018-12-04,-11.6255
2018-12-06,-10.8265
2018-12-07,1.436
2018-12-10,-5.2767
2018-12-11,0.9511
2018-12-12,3.9031000000000002
2018-12-13,2.4611
2018-12-14,-0.7585
2018-12-17,4.9681999999999995
2018-12-18,-0.1214
2018-12-19,-14.2163
2018-12-20,5.0992
2018-12-21,-9.434
2018-12-24,-1.6369
2018-12-26,2.4206
2018-12-27,-0.1477
2018-12-28,2.8106999999999998
2018-12-31,2.3022
2019-01-02,8.4388
2019-01-03,0.3891
2019-01-04,-3.6176
2019-01-07,-0.5362
2019-01-08,-4.8518
2019-01-09,7.3654
2019-01-10,1.0554
2019-01-11,-4.3081
2019-01-14,-0.6821
2019-01-15,0.6868
2019-01-16,4.3656
2019-01-17,-0.2614
2019-01-18,5.5046
2019-01-22,-3.7267
2019-01-23,-3.2258
2019-01-24,3.4667
2019-01-25,4.5103
2019-01-28,-2.7127
2019-01-29,0.1267
2019-01-30,3.038
2019-01-31,0.1229
2019-02-01,4.5399
2019-02-04,2.8169
2019-02-05,1.9405999999999999
2019-02-06,-2.9115
2019-02-07,-5.5363
2019-02-08,-2.9304
2019-02-11,10.1887
2019-02-12,2.6256
2019-02-13,3.337
2019-02-14,2.5834
2019-02-15,3.8825
2019-02-19,5.3535
2019-02-20,5.465
2019-02-21,-3.5455
2019-02-22,2.4505
2019-02-25,-0.276
2019-02-26,-2.7675
2019-02-27,1.4231
2019-02-28,-3.7418
2019-03-01,0.0972
2019-03-04,-3.9806
2019-03-05,-4.1456
2019-03-06,-4.5359
2019-03-07,-2.0994
2019-03-08,-1.8058999999999998
2019-03-11,4.4828
2019-03-12,1.1001
2019-03-13,2.1763
2019-03-14,-0.5325
2019-03-15,1.1777
2019-03-18,3.2804
2019-03-19,0.3074
2019-03-20,1.6343
2019-03-21,0.3015
2019-03-22,-6.2124
2019-03-25,1.9231
2019-03-26,5.7652
2019-03-27,0.892
2019-03-28,1.2770000000000001
2019-03-29,-3.0068
2019-04-01,2.4
2019-04-02,-0.7813
2019-04-03,-1.8700999999999999
2019-04-04,5.7172
2019-04-05,4.5541
2019-04-08,1.6334
2019-04-09,-3.8393
2019-04-10,1.2071
2019-04-11,-0.9174
2019-04-12,0.9259
2019-04-15,-2.6606
2019-04-16,9.5193
2019-04-17,-0.2582
2019-04-18,-1.9845000000000002
2019-04-22,4.8415
2019-04-23,-1.0915
2019-04-24,-9.7623
2019-04-25,-0.9407
2019-04-26,2.1842
2019-04-29,-0.1859
2019-04-30,-3.6313
2019-05-01,-0.9662
2019-05-02,1.1707
2019-05-03,3.1823
2019-05-06,0.8411
2019-05-07,-4.6339
2019-05-08,-15.3547
2019-05-09,-8.2664
2019-05-10,0.1252
2019-05-13,-9.5
2019-05-14,6.0773
2019-05-15,-3.6458
2019-05-16,8.3784
2019-05-17,-7.606
2019-05-20,-0.5398
2019-05-21,1.6282
2019-05-22,-4.0053
2019-05-23,-6.6759
2019-05-24,1.3413
2019-05-28,-0.1471
2019-05-29,0.7364
2019-05-30,-5.117
2019-05-31,-5.2388
2019-06-03,-0.9756
2019-06-04,0.9852
2019-06-05,-4.2276
2019-06-06,-2.7165
2019-06-07,0.6981
2019-06-10,-1.3865
2019-06-11,-0.8787
2019-06-12,-5.6738
2019-06-13,2.8195
2019-06-14,-3.8391
2019-06-17,11.0266
2019-06-18,0.1712
2019-06-19,0.5128
2019-06-20,7.8231
2019-06-21,-1.2618
2019-06-24,-7.9872
2019-06-25,-1.5625
2019-06-26,-1.0582
2019-06-27,2.3173
2019-06-28,-2.7875
2019-07-01,-0.7168
2019-07-02,1.6245
2019-07-03,-0.3552
2019-07-05,4.0998
2019-07-08,-1.0274
2019-07-09,-3.1142
2019-07-10,-0.5357
2019-07-11,-1.2567
2019-07-12,0.1818
2019-07-15,-1.0889
2019-07-16,-5.3211
2019-07-17,-5.2326
2019-07-18,-4.908
2019-07-19,0.4301
2019-07-22,-0.6424
2019-07-23,0.2155
2019-07-24,-1.2903
2019-07-25,-8.061
2019-07-26,-0.9479
2019-07-29,-7.4163
2019-07-30,5.6848
2019-07-31,-2.934
2019-08-01,-18.8917
2019-08-02,-0.6211
2019-08-05,-5.3125
2019-08-06,-3.3003
2019-08-07,1.7065000000000001
2019-08-08,5.3690999999999995
2019-08-09,-8.598700000000001
2019-08-12,-0.6969
2019-08-13,3.8596
2019-08-14,-0.6757
2019-08-15,4.7619
2019-08-16,3.8961
2019-08-19,1.875
2019-08-20,-5.2147
2019-08-21,-2.9126
2019-08-22,-4.0
2019-08-23,-9.7222
2019-08-26,-3.0769
2019-08-27,-0.3968
2019-08-28,2.3904
2019-08-29,2.7237
2019-08-30,-4.9242
2019-09-03,-5.5777
2019-09-04,-0.8439
2019-09-05,10.2128
2019-09-06,5.4054
2019-09-09,14.2857
2019-09-10,11.2179
2019-09-11,0.5764
2019-09-12,-12.894
2019-09-13,-0.6579
2019-09-16,14.2384
2019-09-17,-10.7246
2019-09-18,-3.5714
2019-09-19,-4.3771
2019-09-20,-2.1127
2019-09-23,-0.7194
2019-09-24,-6.1594
2019-09-25,-0.3861
2019-09-26,-4.6512
2019-09-27,2.439
2019-09-30,-11.1111
2019-10-01,-3.5714
2019-10-02,-7.4074
2019-10-03,2.0
2019-10-04,-0.9804
2019-10-07,0.0
2019-10-08,-7.9208
2019-10-09,2.1505
2019-10-10,-8.4211
2019-10-11,1.1494
2019-10-14,1.7045
2019-10-15,-0.5587
2019-10-16,-6.7416
2019-10-17,-4.8193
2019-10-18,-4.4304
2019-10-21,4.6358
2019-10-22,-0.6329
2019-10-23,1.2739
2019-10-24,-2.5157
2019-10-25,5.8065
2019-10-28,-0.6098
2019-10-29,4.2945
2019-10-30,-2.9412000000000003
2019-10-31,-7.8788
2019-11-01,-3.2895
2019-11-04,0.6803
2019-11-05,-2.7027
2019-11-06,-4.1667
2019-11-07,-2.8986
2019-11-08,-2.2388
2019-11-11,-9.9237
2019-11-12,-8.4746
2019-11-13,-13.5463
2019-11-14,3.7807
2019-11-15,2.2291
2019-11-18,-2.4228
2019-11-19,-1.3553
2019-11-20,5.9254999999999995
2019-11-21,14.8515
2019-11-22,-6.0345
2019-11-25,2.7523
2019-11-26,-5.3571
2019-11-27,-8.3396
2019-11-29,7.0399
2019-12-02,-7.6923
2019-12-03,-4.7917
2019-12-04,6.9475
2019-12-05,6.3939
2019-12-06,2.8846
2019-12-09,7.4766
2019-12-10,6.9565
2019-12-11,-8.9431
2019-12-12,-1.7856999999999998
2019-12-13,-6.3636
2019-12-16,-0.9709
2019-12-17,2.9412000000000003
2019-12-18,21.9048
2019-12-19,-4.6875
2019-12-20,-3.2787
2019-12-23,1.6949
2019-12-24,0.8333
2019-12-26,-9.0909
2019-12-27,-7.2727
2019-12-30,1.9607999999999999
2019-12-31,0.0
2020-01-02,4.8077
2020-01-03,4.5872
2020-01-06,5.2632
2020-01-07,-5.8333
2020-01-08,-3.5398
2020-01-09,2.7523
2020-01-10,-7.1429
2020-01-13,-6.1731
2020-01-14,-3.5766
2020-01-15,-2.3594
2020-01-16,6.3568
2020-01-17,-5.3219
2020-01-21,-0.1946
2020-01-22,-5.1879
2020-01-23,-14.5533
2020-01-24,-6.016
2020-01-27,-1.9771999999999998
2020-01-28,-4.2229
2020-01-29,3.6818
2020-01-30,-4.9394
2020-01-31,-5.9185
2020-02-03,-4.3627
2020-02-04,-3.2291
2020-02-05,29.1137
2020-02-06,-9.654
2020-02-07,-9.0056
2020-02-10,-7.8676
2020-02-11,-6.8424
2020-02-12,-5.1938
2020-02-13,126.9011
2020-02-14,4.5045
2020-02-18,19.8276
2020-02-19,4.3165
2020-02-20,-3.4483
2020-02-21,-9.2857
2020-02-24,-7.874
2020-02-25,-11.9658
2020-02-26,3.8834999999999997
2020-02-27,-12.3832
2020-02-28,-1.3333
2020-03-02,1.6216
2020-03-03,-6.9362
2020-03-04,1.7375
2020-03-05,-7.3933
2020-03-06,-14.9721
2020-03-09,-28.7814
2020-03-10,-17.8521
2020-03-11,-35.3171
2020-03-12,-5.5053
2020-03-13,11.2131
2020-03-16,-3.1216
2020-03-17,0.0
2020-03-18,-28.037
2020-03-19,23.5203
2020-03-20,-1.2917
2020-03-23,-3.8413
2020-03-24,6.9359
2020-03-25,-9.5238
2020-03-26,8.2123
2020-03-27,-7.7568
2020-03-30,-1.8636
2020-03-31,3.2886
2020-04-01,-10.3139
2020-04-02,27.45
2020-04-03,-12.5147
2020-04-06,7.6233
2020-04-07,-5.5417
2020-04-08,-2.9554
2020-04-09,90.9091
2020-04-13,-33.0238
2020-04-14,-10.7714
2020-04-15,-9.3227
2020-04-16,-5.4042
2020-04-17,-4.784
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,2.439
2020-04-23,38.0952
2020-04-24,10.3448
2020-04-27,-6.9063
2020-04-28,0.4028
2020-04-29,20.3611
2020-04-30,13.8889
2020-05-01,-14.0244
2020-05-04,3.9716
2020-05-05,-9.4134
2020-05-06,-11.1145
2020-05-07,3.4565
2020-05-08,10.776299999999999
2020-05-11,-14.2224
2020-05-12,-16.2358
2020-05-13,-26.3374
2020-05-14,9.4972
2020-05-15,-4.8469
2020-05-18,26.5416
2020-05-19,-13.5593
2020-05-20,13.2353
2020-05-21,23.8095
2020-05-22,-2.0979
2020-05-26,14.642900000000001
2020-05-27,-3.5826000000000002
2020-05-28,16.1551
2020-05-29,-14.6036
2020-06-01,0.6515
2020-06-02,2.7508
2020-06-03,4.252
2020-06-04,11.4804
2020-06-05,28.4553
2020-06-08,39.4515
2020-06-09,-12.0272
2020-06-10,-16.767
2020-06-11,-20.8678
2020-06-12,11.2272
2020-06-15,6.6901
2020-06-16,2.6403
2020-06-17,-6.9668
2020-06-18,2.6498
2020-06-19,-4.2649
2020-06-22,-5.6272
2020-06-23,-1.8634
2020-06-24,-10.8861
2020-06-25,4.1193
2020-06-26,-0.5457
2020-06-29,-10.5624
2020-06-30,5.8282
2020-07-01,-3.0435
2020-07-02,1.7936999999999999
2020-07-06,0.0
2020-07-07,-6.1674
2020-07-08,10.4851
2020-07-09,-3.6827
2020-07-10,5.0
2020-07-13,-2.9412000000000003
2020-07-14,-3.3189
2020-07-15,6.2687
2020-07-16,-3.7921
2020-07-17,0.7299
2020-07-20,-0.4348
2020-07-21,5.3857
2020-07-22,1.6575
2020-07-23,-1.4946
2020-07-24,-3.4483
2020-07-27,-7.5714
2020-07-28,-2.473
2020-07-29,1.4263
2020-07-30,-4.8438
2020-07-31,-2.4631
