ticker,MBUU US Equity
2014-06-20,-2.6667
2014-06-23,-0.4215
2014-06-24,1.5873
2014-06-25,0.3646
2014-06-26,1.0379
2014-06-27,2.8762
2014-06-30,0.3495
2014-07-01,0.0498
2014-07-02,-2.0388
2014-07-03,1.5735999999999999
2014-07-07,-9.645199999999999
2014-07-08,-2.1018
2014-07-09,8.5876
2014-07-10,-2.2373
2014-07-11,1.5434
2014-07-14,2.2013
2014-07-15,-1.7436
2014-07-16,0.6785
2014-07-17,0.8813
2014-07-18,2.1069
2014-07-21,0.6039
2014-07-22,-0.5003
2014-07-23,-0.4022
2014-07-24,-1.5649
2014-07-25,1.7436
2014-07-28,-1.3105
2014-07-29,0.8682
2014-07-30,1.5695999999999999
2014-07-31,-4.0379
2014-08-01,3.0649
2014-08-04,-2.9234
2014-08-05,1.5575999999999999
2014-08-06,-1.8405
2014-08-07,1.4583
2014-08-08,0.8727
2014-08-11,1.5267
2014-08-12,-1.7043
2014-08-13,-0.408
2014-08-14,0.1536
2014-08-15,0.6646
2014-08-18,1.1173
2014-08-19,-0.452
2014-08-20,1.3623
2014-08-21,0.7964
2014-08-22,0.7407
2014-08-25,0.7843
2014-08-26,-1.1673
2014-08-27,2.1654
2014-08-28,-2.2157999999999998
2014-08-29,2.5122999999999998
2014-09-02,3.1235
2014-09-03,-3.1221
2014-09-04,1.0582
2014-09-05,0.4284
2014-09-08,0.237
2014-09-09,-0.8511
2014-09-10,-0.1907
2014-09-11,-6.259
2014-09-12,-1.2232
2014-09-15,-0.7224
2014-09-16,2.2869
2014-09-17,1.1687
2014-09-18,-0.1507
2014-09-19,-2.163
2014-09-22,-0.9254
2014-09-23,0.6227
2014-09-24,-1.9082
2014-09-25,-0.9464
2014-09-26,1.5393
2014-09-29,-1.9864000000000002
2014-09-30,-1.2267000000000001
2014-10-01,-0.6479
2014-10-02,0.8696
2014-10-03,1.1853
2014-10-06,1.6507
2014-10-07,-5.3955
2014-10-08,-3.0454
2014-10-09,-1.3135
2014-10-10,1.9097
2014-10-13,0.6246
2014-10-14,-1.2415
2014-10-15,1.8857
2014-10-16,-1.29
2014-10-17,-1.0795
2014-10-20,-0.6318
2014-10-21,-1.1561
2014-10-22,0.0585
2014-10-23,-0.1169
2014-10-24,-0.8777
2014-10-27,-2.0661
2014-10-28,3.4358
2014-10-29,3.6713
2014-10-30,1.7988
2014-10-31,3.037
2014-11-03,-4.2337
2014-11-04,-1.0073
2014-11-05,6.1051
2014-11-06,-1.3319
2014-11-07,-0.378
2014-11-10,-0.9214
2014-11-11,-0.6018
2014-11-12,0.7705
2014-11-13,-1.42
2014-11-14,0.2216
2014-11-17,-1.4925
2014-11-18,-1.2907
2014-11-19,1.1939
2014-11-20,2.1348
2014-11-21,1.2651
2014-11-24,0.5432
2014-11-25,1.7828
2014-11-26,-1.2739
2014-11-28,0.6452
2014-12-01,-1.8697
2014-12-02,-0.6532
2014-12-03,-0.7123
2014-12-04,3.2561
2014-12-05,-0.1603
2014-12-08,0.0535
2014-12-09,3.4243
2014-12-10,-7.5013
2014-12-11,-3.4676
2014-12-12,-1.5064
2014-12-15,-0.3529
2014-12-16,0.0
2014-12-17,3.8371
2014-12-18,3.9227
2014-12-19,0.1094
2014-12-22,2.1311
2014-12-23,0.9631
2014-12-24,0.318
2014-12-26,-0.5283
2014-12-29,2.1243
2014-12-30,-1.3001
2014-12-31,1.5279
2015-01-02,-2.1796
2015-01-05,-0.6897
2015-01-06,0.3205
2015-01-07,-0.4792
2015-01-08,1.3911
2015-01-09,-2.7968
2015-01-12,5.3203
2015-01-13,-0.0515
2015-01-14,-0.361
2015-01-15,-1.1387
2015-01-16,1.8325
2015-01-20,0.6684
2015-01-21,0.8172
2015-01-22,1.7730000000000001
2015-01-23,1.0453
2015-01-26,-0.1478
2015-01-27,0.4933
2015-01-28,-0.5891
2015-01-29,6.6667
2015-01-30,1.0185
2015-02-02,0.8249
2015-02-03,0.6818
2015-02-04,-0.6772
2015-02-05,0.1818
2015-02-06,-2.4501
2015-02-09,-2.4186
2015-02-10,0.7626
2015-02-11,-3.8789
2015-02-12,-2.1161
2015-02-13,0.7541
2015-02-17,0.7485
2015-02-18,-0.0495
2015-02-19,1.7344
2015-02-20,-4.0429
2015-02-23,-0.203
2015-02-24,1.7803
2015-02-25,0.9995
2015-02-26,0.6185
2015-02-27,-0.418
2015-03-02,0.9877
2015-03-03,-0.3912
2015-03-04,0.0982
2015-03-05,-0.2943
2015-03-06,-0.5411
2015-03-09,3.5608
2015-03-10,-0.9074
2015-03-11,1.1566
2015-03-12,3.3349
2015-03-13,5.1176
2015-03-16,-0.4386
2015-03-17,-0.9692
2015-03-18,0.1779
2015-03-19,-1.0213
2015-03-20,0.4935
2015-03-23,1.3839000000000001
2015-03-24,-0.3523
2015-03-25,0.0884
2015-03-26,0.7064
2015-03-27,0.833
2015-03-30,0.3043
2015-03-31,1.2137
2015-04-01,-2.3125999999999998
2015-04-02,0.3069
2015-04-06,0.5245
2015-04-07,-0.4348
2015-04-08,-0.655
2015-04-09,-0.6593
2015-04-10,-1.5044
2015-04-13,0.6289
2015-04-14,0.0
2015-04-15,0.4911
2015-04-16,6.1306
2015-04-17,-3.8091
2015-04-20,-0.5657
2015-04-21,-0.4814
2015-04-22,-0.4837
2015-04-23,-0.5303
2015-04-24,-0.1777
2015-04-27,-2.0027
2015-04-28,0.0454
2015-04-29,-1.7703
2015-04-30,-2.1719
2015-05-01,-0.803
2015-05-04,-0.0476
2015-05-05,2.7632
2015-05-06,-2.5962
2015-05-07,-0.3808
2015-05-08,-2.1022
2015-05-11,1.3665
2015-05-12,-1.3961999999999999
2015-05-13,0.1953
2015-05-14,0.1462
2015-05-15,0.5839
2015-05-18,-0.4838
2015-05-19,0.9723
2015-05-20,-0.7222
2015-05-21,-0.291
2015-05-22,1.751
2015-05-26,-0.5258
2015-05-27,-0.5286
2015-05-28,0.3382
2015-05-29,0.9629
2015-06-01,1.0491
2015-06-02,-0.0944
2015-06-03,1.5116
2015-06-04,-0.1861
2015-06-05,-0.373
2015-06-08,-0.0936
2015-06-09,-0.3747
2015-06-10,2.6328
2015-06-11,-0.3207
2015-06-12,0.3676
2015-06-15,-0.3663
2015-06-16,1.1029
2015-06-17,-0.6818
2015-06-18,2.0137
2015-06-19,1.6599
2015-06-22,-2.3388999999999998
2015-06-23,-1.446
2015-06-24,-1.2838
2015-06-25,0.9522
2015-06-26,-2.4154999999999998
2015-06-29,-3.7718
2015-06-30,-1.5678999999999998
2015-07-01,2.0408
2015-07-02,-1.6585
2015-07-06,1.2897
2015-07-07,-0.3918
2015-07-08,-0.6391
2015-07-09,1.336
2015-07-10,2.1484
2015-07-13,1.4818
2015-07-14,-1.5072999999999999
2015-07-15,-1.0043
2015-07-16,0.9179
2015-07-17,-3.6381
2015-07-20,-3.4774
2015-07-21,-0.6176
2015-07-22,-1.0875
2015-07-23,-0.733
2015-07-24,-0.2637
2015-07-27,-0.7932
2015-07-28,0.4264
2015-07-29,2.2824
2015-07-30,-0.6227
2015-07-31,0.8355
2015-08-03,-2.6411
2015-08-04,0.266
2015-08-05,1.061
2015-08-06,0.7349
2015-08-07,0.7295
2015-08-10,-1.5003
2015-08-11,1.4706000000000001
2015-08-12,-2.6915
2015-08-13,-0.9043
2015-08-14,2.1471
2015-08-17,0.1051
2015-08-18,-1.2598
2015-08-19,-3.4024
2015-08-20,-0.055
2015-08-21,-1.9273
2015-08-24,-6.2886
2015-08-25,-0.9587
2015-08-26,3.9927
2015-08-27,1.7452
2015-08-28,0.0
2015-08-31,-1.2579
2015-09-01,-1.795
2015-09-02,1.7099
2015-09-03,-0.8696
2015-09-04,-1.6374
2015-09-08,0.2378
2015-09-09,-5.9905
2015-09-10,2.0189
2015-09-11,-1.3605
2015-09-14,-0.2508
2015-09-15,-3.7712
2015-09-16,4.8334
2015-09-17,-0.5607
2015-09-18,0.6266
2015-09-21,-1.1208
2015-09-22,-3.2116
2015-09-23,-1.9519
2015-09-24,-1.7915999999999999
2015-09-25,-3.5811
2015-09-28,-2.2425
2015-09-29,0.1434
2015-09-30,0.0716
2015-10-01,-1.7883
2015-10-02,1.6023
2015-10-05,0.2867
2015-10-06,2.5733
2015-10-07,3.5540000000000003
2015-10-08,2.3553
2015-10-09,-2.2354
2015-10-12,-0.4035
2015-10-13,0.7427
2015-10-14,-0.067
2015-10-15,0.5366
2015-10-16,-0.4003
2015-10-19,-3.6169000000000002
2015-10-20,-2.0153
2015-10-21,-4.1844
2015-10-22,-0.3701
2015-10-23,1.9316
2015-10-26,-2.1866
2015-10-27,-2.9061
2015-10-28,5.2187
2015-10-29,4.5222
2015-10-30,-0.8374
2015-11-02,1.9704000000000002
2015-11-03,6.2802
2015-11-04,-1.5584
2015-11-05,0.2639
2015-11-06,0.4605
2015-11-09,-2.2266
2015-11-10,0.0
2015-11-11,-3.6169000000000002
2015-11-12,0.0695
2015-11-13,-1.3194
2015-11-16,2.5334
2015-11-17,-0.6863
2015-11-18,2.3497
2015-11-19,1.418
2015-11-20,1.8641999999999999
2015-11-23,-1.9607999999999999
2015-11-24,2.0667
2015-11-25,2.2861000000000002
2015-11-27,-0.2554
2015-11-30,-0.6402
2015-12-01,0.0
2015-12-02,0.5799
2015-12-03,2.4984
2015-12-04,1.6875
2015-12-07,0.3073
2015-12-08,-3.0637
2015-12-09,0.4425
2015-12-10,-3.5872
2015-12-11,-0.3264
2015-12-14,1.5716999999999999
2015-12-15,2.1277
2015-12-16,1.6414
2015-12-17,1.1179999999999999
2015-12-18,-0.3071
2015-12-21,-0.7394
2015-12-22,0.0
2015-12-23,-0.1862
2015-12-24,-0.2488
2015-12-28,-0.2494
2015-12-29,1.75
2015-12-30,-1.4742
2015-12-31,2.0574
2016-01-04,-1.5272000000000001
2016-01-05,1.2407
2016-01-06,0.4289
2016-01-07,-4.576
2016-01-08,-3.5806
2016-01-11,2.5862
2016-01-12,-2.3917
2016-01-13,-0.1987
2016-01-14,-4.7113
2016-01-15,-3.8649
2016-01-19,-2.5715
2016-01-20,-0.7435
2016-01-21,-2.5468
2016-01-22,1.4604
2016-01-25,-0.7576
2016-01-26,-1.2977
2016-01-27,-1.5468
2016-01-28,-1.0998
2016-01-29,3.8125
2016-02-01,0.153
2016-02-02,-3.3613
2016-02-03,1.0277
2016-02-04,12.7543
2016-02-05,-4.2332
2016-02-08,5.2174
2016-02-09,-2.4105
2016-02-10,2.8228999999999997
2016-02-11,-0.1373
2016-02-12,-1.3746
2016-02-16,-2.9965
2016-02-17,0.7902
2016-02-18,-0.2851
2016-02-19,1.4296
2016-02-22,3.5236
2016-02-23,-1.1572
2016-02-24,2.4105
2016-02-25,5.649
2016-02-26,-0.8275
2016-02-29,-0.8344
2016-03-01,-1.165
2016-03-02,0.9168
2016-03-03,3.4393000000000002
2016-03-04,-5.6462
2016-03-07,2.5266
2016-03-08,-2.4643
2016-03-09,1.0638
2016-03-10,-2.4342
2016-03-11,1.0789
2016-03-14,1.9346
2016-03-15,-5.8246
2016-03-16,0.278
2016-03-17,1.3167
2016-03-18,4.5144
2016-03-21,1.7016
2016-03-22,-2.8314
2016-03-23,-4.5033
2016-03-24,0.8322
2016-03-28,3.2325
2016-03-29,6.1292
2016-03-30,1.0044
2016-03-31,1.9266999999999999
2016-04-01,-1.6463
2016-04-04,-0.806
2016-04-05,0.1875
2016-04-06,-0.0624
2016-04-07,-0.3121
2016-04-08,-3.757
2016-04-11,-2.2772
2016-04-12,0.7989
2016-04-13,3.5007
2016-04-14,1.0211
2016-04-15,2.0215
2016-04-18,0.9907
2016-04-19,-0.9197
2016-04-20,4.3936
2016-04-21,2.3118
2016-04-22,3.0707
2016-04-25,-1.4615
2016-04-26,1.1409
2016-04-27,0.9024
2016-04-28,-1.5651000000000002
2016-04-29,-0.0568
2016-05-02,-0.7386
2016-05-03,0.229
2016-05-04,-19.0748
2016-05-05,2.1877
2016-05-06,0.6906
2016-05-09,-1.5089000000000001
2016-05-10,-0.8357
2016-05-11,-0.4916
2016-05-12,-3.8109
2016-05-13,0.5136
2016-05-16,-1.8248
2016-05-17,-3.5688
2016-05-18,1.8504
2016-05-19,-1.514
2016-05-20,0.6149
2016-05-23,0.0764
2016-05-24,2.4427
2016-05-25,1.8629
2016-05-26,1.2436
2016-05-27,0.0723
2016-05-31,-1.8051
2016-06-01,1.8382
2016-06-02,-0.9386
2016-06-03,-0.656
2016-06-06,0.6603
2016-06-07,1.0204
2016-06-08,3.0303
2016-06-09,-1.1905000000000001
2016-06-10,-1.2048
2016-06-13,-1.2912
2016-06-14,-0.1453
2016-06-15,1.8195000000000001
2016-06-16,-0.2859
2016-06-17,0.3584
2016-06-20,0.0
2016-06-21,-7.4286
2016-06-22,-1.0802
2016-06-23,-1.014
2016-06-24,-3.7037
2016-06-27,-5.2373
2016-06-28,1.2953000000000001
2016-06-29,1.023
2016-06-30,1.9409
2016-07-01,2.4007
2016-07-05,-0.0808
2016-07-06,0.1618
2016-07-07,1.1309
2016-07-08,4.0735
2016-07-11,-0.3837
2016-07-12,6.7797
2016-07-13,-3.7518000000000002
2016-07-14,-2.2489
2016-07-15,2.7607
2016-07-18,1.2687
2016-07-19,-1.7686
2016-07-20,0.7502
2016-07-21,-1.4147
2016-07-22,1.0574
2016-07-25,-1.3453
2016-07-26,1.5909
2016-07-27,-0.7457
2016-07-28,-1.0518
2016-07-29,3.5686999999999998
2016-08-01,-2.346
2016-08-02,-2.4024
2016-08-03,0.8462
2016-08-04,-1.1442
2016-08-05,2.8548999999999998
2016-08-08,0.075
2016-08-09,-2.099
2016-08-10,-1.3783
2016-08-11,0.7764
2016-08-12,1.4638
2016-08-15,4.8595
2016-08-16,-6.7343
2016-08-17,-0.1553
2016-08-18,-0.3888
2016-08-19,1.4052
2016-08-22,0.077
2016-08-23,-0.3846
2016-08-24,3.3977
2016-08-25,0.9709
2016-08-26,-0.5178
2016-08-29,1.1896
2016-08-30,0.5878
2016-08-31,0.0
2016-09-01,-0.5844
2016-09-02,1.1756
2016-09-06,1.0167
2016-09-07,7.6923
2016-09-08,1.3351
2016-09-09,-2.635
2016-09-12,-0.5413
2016-09-13,-4.0816
2016-09-14,0.922
2016-09-15,2.319
2016-09-16,1.5796999999999999
2016-09-19,1.3523
2016-09-20,-1.0007
2016-09-21,0.2022
2016-09-22,0.6725
2016-09-23,0.334
2016-09-26,1.1984
2016-09-27,0.3289
2016-09-28,-1.7048999999999999
2016-09-29,-2.8686
2016-09-30,2.3352
2016-10-03,-1.4765
2016-10-04,1.7029999999999998
2016-10-05,0.2009
2016-10-06,-3.1417
2016-10-07,-0.4831
2016-10-10,0.5548
2016-10-11,-0.1379
2016-10-12,-1.0359
2016-10-13,-0.977
2016-10-14,0.2114
2016-10-17,1.6878
2016-10-18,-1.1065
2016-10-19,1.3986
2016-10-20,0.6207
2016-10-21,-0.2742
2016-10-24,2.6804
2016-10-25,-0.6693
2016-10-26,-1.3477000000000001
2016-10-27,-1.9809
2016-10-28,1.5331000000000001
2016-10-31,0.6863
2016-11-01,1.4997
2016-11-02,0.8059
2016-11-03,1.9987
2016-11-04,2.0248
2016-11-07,2.6889
2016-11-08,-0.187
2016-11-09,2.0612
2016-11-10,3.3048
2016-11-11,3.3768000000000002
2016-11-14,-0.9742
2016-11-15,0.9259
2016-11-16,0.2867
2016-11-17,-1.7153
2016-11-18,1.8034
2016-11-21,0.0571
2016-11-22,1.5991
2016-11-23,4.4407
2016-11-25,-1.9376
2016-11-28,0.1098
2016-11-29,0.2193
2016-11-30,-0.4376
2016-12-01,-0.3297
2016-12-02,-1.4884
2016-12-05,0.7275
2016-12-06,1.2222
2016-12-07,3.348
2016-12-08,2.3367
2016-12-09,3.7364
2016-12-12,-1.4506999999999999
2016-12-13,0.4569
2016-12-14,-1.3138
2016-12-15,0.0
2016-12-16,-3.021
2016-12-19,-0.8448
2016-12-20,1.1715
2016-12-21,-1.3684
2016-12-22,-0.0534
2016-12-23,0.8542
2016-12-27,0.5294
2016-12-28,0.0
2016-12-29,0.3686
2016-12-30,0.1049
2017-01-03,-0.0524
2017-01-04,2.9365
2017-01-05,-0.6113
2017-01-06,-3.7929
2017-01-09,-2.2376
2017-01-10,0.8174
2017-01-11,-0.5405
2017-01-12,-4.2391
2017-01-13,0.9648
2017-01-17,-1.2366
2017-01-18,0.0
2017-01-19,-0.4553
2017-01-20,-0.6289
2017-01-23,-1.2083
2017-01-24,4.4846
2017-01-25,0.9476
2017-01-26,-2.9266
2017-01-27,2.2184
2017-01-30,-0.946
2017-01-31,4.2697
2017-02-01,7.7047
2017-02-02,0.05
2017-02-03,-0.15
2017-02-06,4.8072
2017-02-07,0.0956
2017-02-08,2.7685
2017-02-09,4.3196
2017-02-10,-4.675
2017-02-13,-0.7473
2017-02-14,0.2353
2017-02-15,0.6103
2017-02-16,-1.0733
2017-02-17,0.8019
2017-02-21,-1.7782
2017-02-22,1.0005
2017-02-23,-1.7452999999999999
2017-02-24,0.048
2017-02-27,0.3359
2017-02-28,-1.6738
2017-03-01,3.0642
2017-03-02,0.991
2017-03-03,-0.4673
2017-03-06,-0.4225
2017-03-07,-1.8859
2017-03-08,2.8832
2017-03-09,-1.8683
2017-03-10,-0.3332
2017-03-13,0.9551
2017-03-14,-0.4257
2017-03-15,2.7553
2017-03-16,0.8784
2017-03-17,-1.4207
2017-03-20,-1.3482
2017-03-21,-0.9425
2017-03-22,-1.2845
2017-03-23,1.1566
2017-03-24,2.8109
2017-03-27,-1.4828999999999999
2017-03-28,3.6689
2017-03-29,1.3612
2017-03-30,-0.6714
2017-03-31,1.1717
2017-04-03,-2.9844
2017-04-04,-0.4132
2017-04-05,0.0922
2017-04-06,3.3625
2017-04-07,-3.7433
2017-04-10,3.4722
2017-04-11,2.3266
2017-04-12,-2.1863
2017-04-13,-2.7716
2017-04-17,0.7356
2017-04-18,-0.5021
2017-04-19,0.5046
2017-04-20,2.0082
2017-04-21,0.0
2017-04-24,1.1186
2017-04-25,1.8142
2017-04-26,2.086
2017-04-27,-0.2554
2017-04-28,-1.6644999999999999
2017-05-01,-0.9983
2017-05-02,-0.6138
2017-05-03,-1.0146
2017-05-04,1.7825
2017-05-05,3.0648
2017-05-08,0.8071
2017-05-09,1.8121
2017-05-10,0.5381
2017-05-11,0.5352
2017-05-12,-4.6274
2017-05-15,-2.2757
2017-05-16,0.4394
2017-05-17,-0.7874
2017-05-18,1.2346
2017-05-19,0.4791
2017-05-22,1.9072
2017-05-23,-0.9358
2017-05-24,-0.3006
2017-05-25,1.0336
2017-05-26,0.2558
2017-05-30,1.9983
2017-05-31,1.0838
2017-06-01,2.3093
2017-06-02,-1.0077
2017-06-05,-2.4023
2017-06-06,1.1264
2017-06-07,0.0825
2017-06-08,1.7725
2017-06-09,0.567
2017-06-12,0.443
2017-06-13,0.2005
2017-06-14,-0.1601
2017-06-15,-0.3607
2017-06-16,-0.2414
2017-06-19,0.3629
2017-06-20,-1.1249
2017-06-21,0.0813
2017-06-22,-0.7714
2017-06-23,2.2913
2017-06-26,1.04
2017-06-27,0.8314
2017-06-28,1.0993
2017-06-29,0.3883
2017-06-30,0.0774
2017-07-03,3.5949
2017-07-05,-0.597
2017-07-06,-0.4129
2017-07-07,2.2993
2017-07-10,2.2476
2017-07-11,-0.3964
2017-07-12,2.5686999999999998
2017-07-13,-1.0582
2017-07-14,2.3886
2017-07-17,-0.766
2017-07-18,0.0351
2017-07-19,0.2455
2017-07-20,-0.3849
2017-07-21,0.2459
2017-07-24,0.3854
2017-07-25,0.2443
2017-07-26,-0.2437
2017-07-27,-0.8726
2017-07-28,0.5282
2017-07-31,0.2102
2017-08-01,-1.3981
2017-08-02,-3.2967
2017-08-03,-1.3195999999999999
2017-08-04,0.4829
2017-08-07,0.7763
2017-08-08,-0.3668
2017-08-09,-5.5596
2017-08-10,-0.5458
2017-08-11,-0.4704
2017-08-14,1.6936
2017-08-15,0.7359
2017-08-16,4.6136
2017-08-17,-4.7409
2017-08-18,-2.4691
2017-08-21,4.4699
2017-08-22,-0.3408
2017-08-23,1.0258
2017-08-24,0.865
2017-08-25,2.2744
2017-08-28,-4.9581
2017-08-29,1.8796
2017-08-30,0.1506
2017-08-31,1.391
2017-09-01,1.4830999999999999
2017-09-05,-3.4344
2017-09-06,1.3620999999999999
2017-09-07,-0.8212
2017-09-08,-1.8818000000000001
2017-09-11,6.3291
2017-09-12,-2.7056
2017-09-13,1.1865
2017-09-14,0.4764
2017-09-15,1.8599999999999999
2017-09-18,2.4705
2017-09-19,-1.0133
2017-09-20,0.706
2017-09-21,3.6978999999999997
2017-09-22,0.6253
2017-09-25,-0.3695
2017-09-26,1.9218
2017-09-27,2.1833
2017-09-28,2.2661
2017-09-29,0.1583
2017-10-02,2.7497
2017-10-03,1.3227
2017-10-04,0.0607
2017-10-05,-3.1553
2017-10-06,1.2218
2017-10-09,0.4024
2017-10-10,-0.709
2017-10-11,-0.1242
2017-10-12,-1.088
2017-10-13,-0.44
2017-10-16,-1.4205
2017-10-17,-0.2562
2017-10-18,1.6051
2017-10-19,-0.158
2017-10-20,1.1392
2017-10-23,-0.7822
2017-10-24,2.9013
2017-10-25,-1.7774999999999999
2017-10-26,-1.1544
2017-10-27,0.0316
2017-10-30,-2.3982
2017-10-31,0.8729
2017-11-01,-1.3141
2017-11-02,0.0
2017-11-03,2.6307
2017-11-06,-2.3101
2017-11-07,-7.3534
2017-11-08,2.0979
2017-11-09,-4.6233
2017-11-10,-0.1795
2017-11-13,0.9353
2017-11-14,1.283
2017-11-15,0.0
2017-11-16,-0.1056
2017-11-17,1.1976
2017-11-20,-0.9746
2017-11-21,2.2496
2017-11-22,-0.6531
2017-11-24,-0.8304
2017-11-27,2.1284
2017-11-28,3.4165
2017-11-29,2.2134
2017-11-30,1.0343
2017-12-01,-1.6635
2017-12-04,-3.7736
2017-12-05,3.7862999999999998
2017-12-06,0.8143
2017-12-07,-0.2262
2017-12-08,2.3964
2017-12-11,-1.2966
2017-12-12,-4.71
2017-12-13,-0.807
2017-12-14,-2.7119
2017-12-15,-0.2091
2017-12-18,2.5838
2017-12-19,1.5657
2017-12-20,0.7038
2017-12-21,1.6639
2017-12-22,-1.8658000000000001
2017-12-26,0.6671
2017-12-27,0.1988
2017-12-28,0.4299
2017-12-29,-2.1073
2018-01-02,-0.1009
2018-01-03,-3.367
2018-01-04,-0.6272
2018-01-05,1.4025
2018-01-08,1.3485
2018-01-09,-3.1047
2018-01-10,0.4577
2018-01-11,2.103
2018-01-12,2.1627
2018-01-16,-2.2849
2018-01-17,2.4759
2018-01-18,0.1678
2018-01-19,2.4791
2018-01-22,0.1961
2018-01-23,6.8842
2018-01-24,3.022
2018-01-25,2.7259
2018-01-26,-4.1534
2018-01-29,0.7523
2018-01-30,-1.0155
2018-01-31,0.3621
2018-02-01,-2.255
2018-02-02,-3.199
2018-02-05,-2.1608
2018-02-06,-0.065
2018-02-07,0.8125
2018-02-08,-3.2882
2018-02-09,11.3333
2018-02-12,0.2096
2018-02-13,2.45
2018-02-14,1.254
2018-02-15,-2.1025
2018-02-16,1.5593
2018-02-20,-1.7961
2018-02-21,-0.413
2018-02-22,-0.622
2018-02-23,0.1192
2018-02-26,-1.6968999999999999
2018-02-27,-2.7862
2018-02-28,-0.1558
2018-03-01,1.9657
2018-03-02,1.1322
2018-03-05,5.295
2018-03-06,3.3908
2018-03-07,1.3618999999999999
2018-03-08,-5.0178
2018-03-09,0.8372
2018-03-12,2.3189
2018-03-13,-3.4135
2018-03-14,-2.2596
2018-03-15,-1.1855
2018-03-16,0.24
2018-03-19,1.167
2018-03-20,1.538
2018-03-21,1.5147
2018-03-22,-1.4921
2018-03-23,-1.7769
2018-03-26,-0.5931
2018-03-27,-1.4916
2018-03-28,-0.0909
2018-03-29,0.6669
2018-04-02,-2.2584
2018-04-03,0.8626
2018-04-04,0.8247
2018-04-05,1.8479
2018-04-06,-0.1487
2018-04-09,2.2043
2018-04-10,-0.5246
2018-04-11,0.8204
2018-04-12,1.9180000000000001
2018-04-13,-0.057
2018-04-16,1.0556
2018-04-17,1.2705
2018-04-18,-4.2654
2018-04-19,-2.65
2018-04-20,0.6581
2018-04-23,2.4071
2018-04-24,-1.3929
2018-04-25,-1.8246
2018-04-26,1.5887
2018-04-27,0.9442
2018-04-30,-1.4908000000000001
2018-05-01,-0.5638
2018-05-02,20.4417
2018-05-03,-1.7096
2018-05-04,2.0923
2018-05-07,2.8642
2018-05-08,-1.0082
2018-05-09,-0.291
2018-05-10,1.1916
2018-05-11,0.745
2018-05-14,-0.7395
2018-05-15,2.3071
2018-05-16,2.537
2018-05-17,-1.3058
2018-05-18,0.9053
2018-05-21,-0.6671
2018-05-22,-1.8527
2018-05-23,0.2596
2018-05-24,-0.5884
2018-05-25,1.2784
2018-05-29,0.561
2018-05-30,1.0228
2018-05-31,-1.3346
2018-06-01,1.5159
2018-06-04,0.9419
2018-06-05,0.751
2018-06-06,1.6716
2018-06-07,-1.533
2018-06-08,0.9928
2018-06-11,-2.0331
2018-06-12,1.1859
2018-06-13,0.7212
2018-06-14,1.2083
2018-06-15,-0.4422
2018-06-18,0.8439
2018-06-19,-1.2551999999999999
