ticker,ARLO US Equity
2018-12-24,-2.3404
2018-12-26,8.3878
2018-12-27,7.9397
2018-12-28,-0.6518
2018-12-31,-6.4667
2019-01-02,1.4028
2019-01-03,-9.8814
2019-01-04,-1.3158
2019-01-07,-2.2222
2019-01-08,-6.1364
2019-01-09,-6.1743
2019-01-10,0.7742
2019-01-11,1.1524
2019-01-14,-7.9747
2019-01-15,2.8886
2019-01-16,2.9412000000000003
2019-01-17,2.3377
2019-01-18,-4.3147
2019-01-22,-0.2653
2019-01-23,-2.7926
2019-01-24,-3.6936
2019-01-25,-3.4091
2019-01-28,1.1764999999999999
2019-01-29,3.0523
2019-01-30,-2.6798
2019-01-31,4.2029
2019-02-01,3.338
2019-02-04,-3.4993
2019-02-05,5.5788
2019-02-06,-49.0092
2019-02-07,-2.3316
2019-02-08,-2.9177999999999997
2019-02-11,0.5464
2019-02-12,0.0
2019-02-13,-2.1739
2019-02-14,4.4444
2019-02-15,-2.1277
2019-02-19,0.5435
2019-02-20,6.7568
2019-02-21,2.7848
2019-02-22,-1.7241
2019-02-25,0.0
2019-02-26,5.2632
2019-02-27,-1.9048
2019-02-28,5.0971
2019-03-01,3.0023
2019-03-04,2.2422
2019-03-05,4.6053
2019-03-06,-3.3543
2019-03-07,-5.423
2019-03-08,0.0
2019-03-11,2.7523
2019-03-12,-1.3393
2019-03-13,-2.4887
2019-03-14,-0.6961
2019-03-15,1.8692
2019-03-18,-0.6881
2019-03-19,-4.157
2019-03-20,-1.4458
2019-03-21,3.1785
2019-03-22,-3.0806
2019-03-25,0.2445
2019-03-26,0.7317
2019-03-27,0.0
2019-03-28,0.4843
2019-03-29,-0.4819
2019-04-01,2.9055999999999997
2019-04-02,-2.8235
2019-04-03,0.0
2019-04-04,0.2421
2019-04-05,2.8986
2019-04-08,-2.3474
2019-04-09,-1.9231
2019-04-10,1.4706000000000001
2019-04-11,-3.1401
2019-04-12,-1.995
2019-04-15,1.2723
2019-04-16,-1.7588
2019-04-17,0.2558
2019-04-18,-0.7653
2019-04-22,0.2571
2019-04-23,4.359
2019-04-24,-2.9484
2019-04-25,-4.0506
2019-04-26,1.5831
2019-04-29,2.0779
2019-04-30,1.0178
2019-05-01,4.534
2019-05-02,-2.8916
2019-05-03,1.2407
2019-05-06,-0.2451
2019-05-07,-4.1769
2019-05-08,0.7692
2019-05-09,1.5267
2019-05-10,2.5063
2019-05-13,-4.6455
2019-05-14,3.3333
2019-05-15,5.7072
2019-05-16,-1.1737
2019-05-17,-2.1378
2019-05-20,-3.3981
2019-05-21,1.005
2019-05-22,0.4975
2019-05-23,-3.9604
2019-05-24,-0.2577
2019-05-28,-2.8424
2019-05-29,-1.3298
2019-05-30,-2.1563
2019-05-31,-5.5096
2019-06-03,-0.2915
2019-06-04,6.1404
2019-06-05,-1.6529
2019-06-06,0.0
2019-06-07,2.2409
2019-06-10,-0.8219
2019-06-11,0.2762
2019-06-12,0.0
2019-06-13,3.3058
2019-06-14,-1.0667
2019-06-17,4.8518
2019-06-18,0.0
2019-06-19,2.5707
2019-06-20,1.0025
2019-06-21,2.9777
2019-06-24,-5.3012
2019-06-25,2.0356
2019-06-26,-2.4938000000000002
2019-06-27,1.023
2019-06-28,1.5190000000000001
2019-07-01,3.4913
2019-07-02,4.3373
2019-07-03,3.4642
2019-07-05,-3.125
2019-07-08,-1.6129
2019-07-09,2.8103
2019-07-10,-2.0501
2019-07-11,-0.4651
2019-07-12,1.6355
2019-07-15,-2.9885
2019-07-16,-0.4739
2019-07-17,-2.1429
2019-07-18,0.4866
2019-07-19,-2.1792
2019-07-22,1.4851
2019-07-23,-4.6341
2019-07-24,2.5575
2019-07-25,-1.7456
2019-07-26,9.8985
2019-07-29,0.9238
2019-07-30,0.9153
2019-07-31,-2.4943
2019-08-01,1.6279
2019-08-02,-3.8902
2019-08-05,-6.9048
2019-08-06,-4.6036
2019-08-07,-17.6944
2019-08-08,4.2345
2019-08-09,-4.0625
2019-08-12,-2.2801
2019-08-13,2.3333
2019-08-14,-4.5603
2019-08-15,-4.4369
2019-08-16,6.4286
2019-08-19,-1.0067
2019-08-20,-1.0169
2019-08-21,0.3425
2019-08-22,-1.3652
2019-08-23,-5.8824
2019-08-26,1.4706000000000001
2019-08-27,2.8986
2019-08-28,1.4085
2019-08-29,4.1667
2019-08-30,4.6667
2019-09-03,2.8662
2019-09-04,-2.1672
2019-09-05,2.8481
2019-09-06,3.0769
2019-09-09,1.4925
2019-09-10,3.5294
2019-09-11,4.5455
2019-09-12,1.6303999999999998
2019-09-13,-3.7433
2019-09-16,3.0556
2019-09-17,-1.8868
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,-0.2747
2019-09-23,0.2755
2019-09-24,-8.2418
2019-09-25,4.7904
2019-09-26,-1.7143000000000002
2019-09-27,1.1628
2019-09-30,-2.0115
2019-10-01,-4.1056
2019-10-02,-0.3058
2019-10-03,-2.7607
2019-10-04,2.5237
2019-10-07,3.6923
2019-10-08,-1.4837
2019-10-09,-5.1205
2019-10-10,-2.8571
2019-10-11,4.5752
2019-10-14,3.125
2019-10-15,2.7273
2019-10-16,2.9499
2019-10-17,0.5731
2019-10-18,-1.4245
2019-10-21,-1.7341
2019-10-22,0.2941
2019-10-23,0.2933
2019-10-24,2.924
2019-10-25,-0.5682
2019-10-28,1.4285999999999999
2019-10-29,0.5634
2019-10-30,-2.521
2019-10-31,-2.0115
2019-11-01,0.2933
2019-11-04,-0.8772
2019-11-05,1.4748999999999999
2019-11-06,-1.4535
2019-11-07,2.0649
2019-11-08,-17.9191
2019-11-11,-5.6338
2019-11-12,9.3284
2019-11-13,1.7065000000000001
2019-11-14,0.0
2019-11-15,-1.3423
2019-11-18,-5.102
2019-11-19,-1.0753
2019-11-20,-0.3623
2019-11-21,-2.1818
2019-11-22,5.2045
2019-11-25,1.7668
2019-11-26,1.3889
2019-11-27,9.2466
2019-11-29,8.4639
2019-12-02,-4.3353
2019-12-03,2.4169
2019-12-04,-4.1298
2019-12-05,-4.0
2019-12-06,5.1282
2019-12-09,-0.6098
2019-12-10,-3.3742
2019-12-11,-0.9524
2019-12-12,24.0385
2019-12-13,8.7855
2019-12-16,-3.8005
2019-12-17,5.1852
2019-12-18,9.1549
2019-12-19,-1.7204000000000002
2019-12-20,-1.7505
2019-12-23,-2.8952999999999998
2019-12-24,0.2294
2019-12-26,0.4577
2019-12-27,-3.1891
2019-12-30,0.2353
2019-12-31,-1.1737
2020-01-02,18.0523
2020-01-03,-3.8228999999999997
2020-01-06,2.5105
2020-01-07,-1.8367
2020-01-08,-1.0395
2020-01-09,-7.1429
2020-01-10,-3.6199
2020-01-13,2.8169
2020-01-14,3.8813
2020-01-15,-0.4396
2020-01-16,-0.4415
2020-01-17,1.3304
2020-01-21,-4.1575
2020-01-22,0.0
2020-01-23,0.6849
2020-01-24,3.6281
2020-01-27,-3.2823
2020-01-28,-0.4525
2020-01-29,-0.2273
2020-01-30,0.6834
2020-01-31,-3.3937
2020-02-03,3.2787
2020-02-04,-4.5351
2020-02-05,-0.4751
2020-02-06,-4.2959
2020-02-07,-6.9825
2020-02-10,-4.0214
2020-02-11,-2.2346
2020-02-12,0.0
2020-02-13,-3.1429
2020-02-14,8.8496
2020-02-18,-1.084
2020-02-19,3.0137
2020-02-20,-5.3191
2020-02-21,-4.2135
2020-02-24,-2.9326
2020-02-25,20.8459
2020-02-26,-9.5
2020-02-27,-9.116
2020-02-28,-0.304
2020-03-02,0.9146
2020-03-03,-3.6254
2020-03-04,0.3135
2020-03-05,-9.0625
2020-03-06,10.3093
2020-03-09,-11.5265
2020-03-10,-3.169
2020-03-11,-9.0909
2020-03-12,-21.6
2020-03-13,2.0408
2020-03-16,-25.0
2020-03-17,11.3333
2020-03-18,-5.9879999999999995
2020-03-19,21.0191
2020-03-20,-12.1053
2020-03-23,10.1796
2020-03-24,-0.5435
2020-03-25,-3.8251
2020-03-26,15.3409
2020-03-27,-2.9557
2020-03-30,8.1218
2020-03-31,14.0845
2020-04-01,-14.4033
2020-04-02,-4.3269
2020-04-03,-2.0101
2020-04-06,4.6154
2020-04-07,1.4706000000000001
2020-04-08,5.7971
2020-04-09,8.6758
2020-04-13,-1.2605
2020-04-14,2.5532
2020-04-15,-7.8838
2020-04-16,-4.5045
2020-04-17,3.3019
2020-04-20,8.2192
2020-04-21,-2.5316
2020-04-22,0.8658
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,13.7339
2020-04-28,-1.5093999999999999
2020-04-29,12.2605
2020-04-30,-6.4846
2020-05-01,-2.9196999999999997
2020-05-04,-6.391
2020-05-05,-1.6064
2020-05-06,1.6327
2020-05-07,0.0
2020-05-08,4.0161
2020-05-11,6.1776
2020-05-12,-16.0
2020-05-13,-10.8225
2020-05-14,1.4563
2020-05-15,6.6986
2020-05-18,0.0
2020-05-19,4.0359
2020-05-20,5.6034
2020-05-21,-4.0816
2020-05-22,2.5532
2020-05-26,0.0
2020-05-27,3.3195
2020-05-28,-6.4257
2020-05-29,-5.1502
2020-06-01,7.2398
2020-06-02,9.2827
2020-06-03,-7.7219999999999995
2020-06-04,9.205
2020-06-05,8.046
2020-06-08,-3.9007
2020-06-09,-2.583
2020-06-10,-5.303
2020-06-11,-10.4
2020-06-12,0.8929
2020-06-15,7.9646
2020-06-16,2.8689
2020-06-17,1.992
2020-06-18,3.125
2020-06-19,-1.1364
2020-06-22,-1.9157
2020-06-23,1.1719
2020-06-24,-5.0193
2020-06-25,4.878
2020-06-26,-4.6512
2020-06-29,7.3171
2020-06-30,-2.2727
2020-07-01,1.1628
2020-07-02,0.3831
2020-07-06,2.6718
2020-07-07,-5.5762
2020-07-08,1.1811
2020-07-09,0.7782
2020-07-10,13.5135
2020-07-13,-2.0408
2020-07-14,0.6944
2020-07-15,1.0345
2020-07-16,-4.0956
2020-07-17,1.0676
2020-07-20,-2.1127
2020-07-21,26.9784
2020-07-22,-2.8329
2020-07-23,6.414
2020-07-24,-5.7534
2020-07-27,-1.1628
2020-07-28,-3.2353
2020-07-29,24.3161
2020-07-30,6.1125
2020-07-31,-2.765
