ticker,ZDPY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-26,4.8
2006-05-30,-6.8702
2006-05-31,3.2787
2006-06-01,3.9683
2006-06-02,0.0
2006-06-05,-3.8167999999999997
2006-06-06,0.3968
2006-06-07,0.3953
2006-06-09,3.1496
2006-06-12,0.0
2006-06-13,2.2901
2006-06-14,2.9851
2006-06-15,0.7246
2006-06-16,8.6331
2006-06-19,2.649
2006-06-20,-1.2903
2006-06-21,2.6144
2006-06-22,0.6369
2006-06-23,0.1266
2006-06-26,1.1378
2006-06-27,1.875
2006-06-28,0.0
2006-06-29,6.135
2006-06-30,0.0
2006-07-03,2.8902
2006-07-05,2.2472
2006-07-06,0.0
2006-07-07,2.7473
2006-07-10,2.6738
2006-07-11,0.0
2006-07-12,-14.0625
2006-07-13,0.0
2006-07-17,-3.0303
2006-07-18,13.75
2006-07-19,-1.0989
2006-07-20,-5.5556
2006-07-24,-5.8824
2006-07-25,-3.125
2006-07-27,-1.9355
2006-07-28,-0.6579
2006-07-31,0.0
2006-08-01,-0.6623
2006-08-02,-6.6667
2006-08-03,7.1429
2006-08-04,-2.0
2006-08-09,-4.7619
2006-08-11,0.0
2006-08-14,0.7143
2006-08-15,-3.5461
2006-08-16,-0.7353
2006-08-18,12.592600000000001
2006-08-21,-4.6053
2006-08-22,0.6897
2006-08-23,2.0548
2006-08-24,1.3423
2006-08-25,5.9603
2006-08-28,4.375
2006-08-29,7.7844
2006-08-30,2.7778
2006-08-31,0.0
2006-09-01,2.7027
2006-09-05,0.0
2006-09-06,-5.2632
2006-09-07,6.6667
2006-09-08,-1.0417
2006-09-11,0.5263
2006-09-12,0.0
2006-09-13,-4.1885
2006-09-14,-12.5683
2006-09-19,-6.25
2006-09-20,2.0
2006-09-22,-5.2288
2006-09-26,-3.4483
2006-09-27,9.2857
2006-09-28,-5.2288
2006-09-29,3.4483
2006-10-02,2.0
2006-10-04,0.0
2006-10-05,0.0
2006-10-10,7.1895
2006-10-11,0.0
2006-10-12,6.7073
2006-10-13,-4.5714
2006-10-16,4.7904
2006-10-17,2.8571
2006-10-18,0.0
2006-10-19,0.5556
2006-10-20,2.2099
2006-10-23,1.0811
2006-10-24,1.6042999999999998
2006-10-25,0.0
2006-10-26,-4.2105
2006-10-27,0.0
2006-10-30,2.1978
2006-10-31,1.0753
2006-11-01,0.5319
2006-11-02,1.0582
2006-11-03,-0.5236
2006-11-06,1.8420999999999998
2006-11-07,-1.8088
2006-11-08,-1.0526
