ticker,WABC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-8.0537
2000-01-04,-1.7032
2000-01-05,3.2178
2000-01-06,0.2398
2000-01-07,1.4354
2000-01-10,-6.3679
2000-01-11,-0.5038
2000-01-12,-0.5063
2000-01-13,3.8167999999999997
2000-01-14,3.9215999999999998
2000-01-18,-0.3538
2000-01-19,-1.7751000000000001
2000-01-20,-3.6145
2000-01-21,-0.75
2000-01-24,-5.2897
2000-01-25,5.5851
2000-01-26,0.2519
2000-01-27,1.7588
2000-01-28,-4.4444
2000-01-31,4.3928
2000-02-01,-1.9802
2000-02-02,-0.6616
2000-02-03,2.4328
2000-02-04,-1.25
2000-02-07,-3.2911
2000-02-08,2.6178
2000-02-09,1.7856999999999998
2000-02-10,-1.5038
2000-02-11,-3.8167999999999997
2000-02-14,1.3228
2000-02-15,0.2611
2000-02-16,0.2604
2000-02-17,0.0
2000-02-18,-3.3766
2000-02-22,1.0753
2000-02-23,-0.5319
2000-02-24,-2.6738
2000-02-25,0.0
2000-02-28,0.8242
2000-02-29,-1.0899
2000-03-01,1.5152
2000-03-02,-3.3921
2000-03-03,-0.2809
2000-03-06,-1.4085
2000-03-07,-4.0
2000-03-08,0.8929
2000-03-09,4.7198
2000-03-10,0.2817
2000-03-13,-2.2472
2000-03-14,0.2874
2000-03-15,4.5845
2000-03-16,11.7808
2000-03-17,-2.2059
2000-03-20,-3.2580999999999998
2000-03-21,3.6269
2000-03-22,0.0
2000-03-23,1.0
2000-03-24,-3.2178
2000-03-27,-1.023
2000-03-28,5.168
2000-03-29,0.4914
2000-03-30,2.2005
2000-03-31,6.2201
2000-04-03,0.2252
2000-04-04,-3.1461
2000-04-05,0.0
2000-04-06,-0.6961
2000-04-07,-2.5701
2000-04-10,-0.9592
2000-04-11,1.6949
2000-04-12,2.8571
2000-04-13,0.0
2000-04-14,-4.3981
2000-04-17,-2.1792
2000-04-18,1.7327
2000-04-19,0.2433
2000-04-20,1.2136
2000-04-24,-0.4796
2000-04-25,0.7229
2000-04-26,0.2392
2000-04-27,-2.864
2000-04-28,-1.4742
2000-05-01,1.7456
2000-05-02,-0.9804
2000-05-03,-2.0099
2000-05-04,-0.5089
2000-05-05,-0.2558
2000-05-08,2.3077
2000-05-09,1.0025
2000-05-10,-1.2407
2000-05-11,1.5074999999999998
2000-05-12,0.9901
2000-05-15,1.9607999999999999
2000-05-16,0.9615
2000-05-17,-1.1905000000000001
2000-05-18,0.7229
2000-05-19,-1.9139
