ticker,LFAP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-01-08,2.4
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,-25.0
2016-01-19,0.0
2016-01-20,-33.3333
2016-01-21,25.0
2016-01-22,20.0
2016-01-25,30.2083
2016-01-27,-16.8
2016-01-29,-7.6923
2016-02-01,6.25
2016-02-04,-5.8824
2016-02-08,-16.6667
2016-02-09,20.0
2016-02-10,-31.25
2016-02-12,-15.1515
2016-02-16,17.8571
2016-02-17,1.5152
2016-02-18,-19.403
2016-02-19,48.1481
2016-02-22,0.0
2016-02-23,-32.5
2016-02-24,0.0
2016-02-25,0.0
2016-03-01,-7.4074
2016-03-02,-2.0
2016-03-04,40.8163
2016-03-09,8.6957
2016-03-11,9.3333
2016-03-14,-6.0976
2016-03-17,3.8961
2016-03-18,-23.75
2016-03-21,-6.5574
2016-03-23,-29.8246
2016-03-28,5.0
2016-03-29,7.1429
2016-03-30,0.0
2016-03-31,2.2222
2016-04-04,-17.3913
2016-04-05,10.526299999999999
2016-04-07,0.0
2016-04-11,-4.7619
2016-04-12,0.0
2016-04-14,80.0
2016-04-15,-13.8889
2016-04-18,-32.2581
2016-04-20,2.3810000000000002
2016-04-21,0.0
2016-04-26,0.0
2016-04-27,4.6512
2016-04-28,-4.4444
2016-05-04,0.0
2016-05-05,16.2791
2016-05-10,-20.0
2016-05-19,0.0
2016-05-23,5.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,300.0
2016-05-27,113.0952
2016-05-31,132.4022
2016-06-01,-23.0769
2016-06-02,-25.0
2016-06-03,-22.9167
2016-06-06,-0.5405
2016-06-07,-11.413
2016-06-08,-6.7485
2016-06-09,15.7895
2016-06-10,-22.7273
2016-06-13,11.7647
2016-06-14,-3.6184
2016-06-15,-2.3891
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,-10.4895
2016-06-22,-18.75
2016-06-23,-3.8462
2016-06-27,-33.5
2016-06-28,20.3008
2016-06-29,-20.0
2016-06-30,43.75
2016-07-01,30.4348
2016-07-07,-33.3333
2016-07-08,50.0
2016-07-11,-6.6667
2016-07-18,-28.5714
2016-07-19,40.0
2016-07-21,-23.2143
2016-07-26,0.5814
2016-07-27,-7.5145
2016-08-01,29.375
2016-08-02,-22.7053
2016-08-03,0.0
2016-08-04,11.25
2016-08-05,0.0
2016-08-08,28.651699999999998
2016-08-09,-2.1834
2016-08-10,-27.6786
2016-08-11,0.0
2016-08-12,43.2099
2016-08-15,-24.1379
