ticker,ZSAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-27,0.0909
2015-01-28,0.3633
2015-01-29,1.3575
2015-01-30,-0.9821
2015-02-02,0.0
2015-02-03,-0.3607
2015-02-04,0.0
2015-02-05,-0.362
2015-02-06,-0.0908
2015-02-09,0.1818
2015-02-10,0.1815
2015-02-11,-0.2717
2015-02-12,0.0
2015-02-13,-0.0908
2015-02-17,0.9091
2015-02-18,-0.7207
2015-02-19,-0.1815
2015-02-20,0.8182
2015-02-23,-0.3607
2015-02-24,1.086
2015-02-25,-0.3133
2015-02-26,-0.8532
2015-02-27,-5.9783
2015-03-02,-3.0829
2015-03-03,-1.6899
2015-03-04,-0.1011
2015-03-05,4.4534
2015-03-06,5.6202
2015-03-09,1.7431
2015-03-10,-3.3363
2015-03-11,3.1716
2015-03-12,0.9946
2015-03-13,-0.9848
2015-03-16,0.0904
2015-03-17,0.271
2015-03-18,-2.4324
2015-03-19,7.7562
2015-03-20,-14.5673
2015-03-23,0.2006
2015-03-24,2.7027
2015-03-25,-4.7758
2015-03-26,-6.6530000000000005
2015-03-27,-1.2061
2015-03-30,5.7714
2015-03-31,6.086
2015-04-01,-0.4946
2015-04-02,2.6839
2015-04-06,0.7744
2015-04-07,-1.4409
2015-04-08,-1.2671000000000001
2015-04-09,-1.8756
2015-04-10,7.5453
2015-04-13,-5.5192
2015-04-14,-3.4189
2015-04-15,-1.1757
2015-04-16,1.6598000000000002
2015-04-17,-4.5918
2015-04-20,-1.0695000000000001
2015-04-21,-2.1622
2015-04-22,-1.9889999999999999
2015-04-23,0.3382
2015-04-24,-1.1236
2015-04-27,3.75
2015-04-28,2.1906
2015-04-29,-0.3215
2015-04-30,-0.3226
2015-05-01,1.0787
2015-05-04,-2.9882999999999997
2015-05-05,0.44
2015-05-06,-1.4224999999999999
2015-05-07,2.6097
2015-05-08,5.7648
2015-05-11,-3.147
2015-05-12,0.4228
2015-05-13,-0.9474
2015-05-14,3.932
2015-05-15,6.4417
2015-05-18,-4.611
2015-05-19,-2.0141
2015-05-20,-3.9054
2015-05-21,2.6738
2015-05-22,-3.2292
2015-05-26,0.8611
2015-05-27,2.0277
2015-05-28,-9.1004
2015-05-29,0.0863
2015-06-01,-8.1345
2015-06-02,-0.7509
2015-06-03,0.6305
2015-06-04,-0.8772
2015-06-05,-1.7699
2015-06-08,-4.8906
2015-06-09,4.1949
2015-06-10,0.0
2015-06-11,-3.1169000000000002
2015-06-12,-1.4745
2015-06-15,2.0408
