ticker,ZUO US Equity
2018-08-31,-18.9062
2018-09-04,1.0152
2018-09-05,-7.2505
2018-09-06,-3.096
2018-09-07,1.9569
2018-09-10,-3.3686
2018-09-11,3.4049
2018-09-12,1.96
2018-09-13,-1.6532
2018-09-14,-3.7138
2018-09-17,-2.1112
2018-09-18,-3.3181
2018-09-19,-1.716
2018-09-20,0.3492
2018-09-21,1.6094
2018-09-24,-1.8408
2018-09-25,-2.9219
2018-09-26,0.7637
2018-09-27,2.0508
2018-09-28,0.9611
2018-10-01,-7.0965
2018-10-02,-1.6768
2018-10-03,-0.0474
2018-10-04,1.0427
2018-10-05,-0.7505
2018-10-08,-5.7656
2018-10-09,-1.4544000000000001
2018-10-10,-5.8015
2018-10-11,-3.6737
2018-10-12,1.5143
2018-10-15,9.337
2018-10-16,5.6594
2018-10-17,-0.3826
2018-10-18,0.3361
2018-10-19,-4.3062000000000005
2018-10-22,-3.0
2018-10-23,0.4639
2018-10-24,-8.1067
2018-10-25,7.8727
2018-10-26,-1.501
2018-10-29,-2.9953
2018-10-30,4.8212
2018-10-31,5.5297
2018-11-01,0.8815
2018-11-02,0.8738
2018-11-05,-0.3369
2018-11-06,0.4346
2018-11-07,3.3173
2018-11-08,1.6752
2018-11-09,-4.0275
2018-11-12,-3.052
2018-11-13,0.6394
2018-11-14,-0.0489
2018-11-15,4.0098
2018-11-16,-2.5388
2018-11-19,-14.3271
2018-11-20,-2.027
2018-11-21,1.4943
2018-11-23,1.5289000000000001
2018-11-26,5.0195
2018-11-27,-0.4249
2018-11-28,6.6667
2018-11-29,2.8
2018-11-30,-7.4416
2018-12-03,1.1561
2018-12-04,-5.974
2018-12-06,2.3757
2018-12-07,-2.1047
2018-12-10,-0.4961
2018-12-11,2.3269
2018-12-12,1.3535
2018-12-13,-3.312
2018-12-14,0.7735
2018-12-17,-11.4583
2018-12-18,4.0248
2018-12-19,4.2857
2018-12-20,-2.7397
2018-12-21,-5.6338
2018-12-24,1.7412999999999998
2018-12-26,8.8631
2018-12-27,0.5053
2018-12-28,-1.3966
2018-12-31,2.7762000000000002
2019-01-02,0.3308
2019-01-03,-2.8571
2019-01-04,4.9208
2019-01-07,5.0674
2019-01-08,1.2827
2019-01-09,0.7092
2019-01-10,0.2515
2019-01-11,0.2007
2019-01-14,-1.0015
2019-01-15,3.5913
2019-01-16,-1.3672
2019-01-17,2.7723
2019-01-18,1.8304
2019-01-22,0.9461
2019-01-23,-4.2643
2019-01-24,-0.1958
2019-01-25,4.7572
2019-01-28,-1.0768
2019-01-29,-1.2305
2019-01-30,2.252
2019-01-31,1.4058
2019-02-01,-2.2181
2019-02-04,1.087
2019-02-05,0.0
2019-02-06,-4.0206
2019-02-07,1.4126
2019-02-08,2.3055
2019-02-11,-4.8357
2019-02-12,2.0227
2019-02-13,2.4178
2019-02-14,6.2795
2019-02-15,-0.0444
2019-02-19,3.2
2019-02-20,-0.1723
2019-02-21,0.5608
2019-02-22,2.8314
2019-02-25,1.1264
2019-02-26,-2.4752
2019-02-27,3.8494
2019-02-28,-3.2179
2019-03-01,-1.4731
2019-03-04,-2.5629999999999997
2019-03-05,-1.3591
2019-03-06,-0.4444
2019-03-07,2.5893
2019-03-08,0.2611
2019-03-11,2.2135
2019-03-12,-0.1274
2019-03-13,0.4677
2019-03-14,-0.5501
2019-03-15,-0.383
2019-03-18,-1.4950999999999999
2019-03-19,1.6045
2019-03-20,1.3231
2019-03-21,2.4853
2019-03-22,-14.0567
2019-03-25,-2.4868
2019-03-26,-4.463
2019-03-27,-1.4374
2019-03-28,1.6146
2019-03-29,2.6653000000000002
2019-04-01,-1.7473999999999998
2019-04-02,2.8963
2019-04-03,1.6296
2019-04-04,-2.138
2019-04-05,0.0497
2019-04-08,0.397
2019-04-09,-2.7187
2019-04-10,0.5589
2019-04-11,-0.4548
2019-04-12,-1.8274
2019-04-15,0.2068
2019-04-16,0.5676
2019-04-17,0.3079
2019-04-18,-1.688
2019-04-22,0.5203
2019-04-23,3.4679
2019-04-24,0.3002
2019-04-25,6.0349
2019-04-26,0.4233
2019-04-29,3.5597
2019-04-30,-0.0452
2019-05-01,-3.2579000000000002
2019-05-02,-0.0935
2019-05-03,4.1199
2019-05-06,2.8327
2019-05-07,-3.3669000000000002
2019-05-08,0.724
2019-05-09,0.8535
2019-05-10,-0.4454
2019-05-13,-5.4586
2019-05-14,3.2182
2019-05-15,1.9716
2019-05-16,1.4388
2019-05-17,-1.0195
2019-05-20,-1.2091
2019-05-21,2.4025
2019-05-22,-0.8853
2019-05-23,-7.1014
2019-05-24,2.6442
2019-05-28,0.0937
2019-05-29,-4.773
2019-05-30,-2.2113
2019-05-31,-29.6985
2019-06-03,-5.218
2019-06-04,7.8431
2019-06-05,-0.8392
2019-06-06,2.7504
2019-06-07,-0.0686
2019-06-10,1.3736
2019-06-11,-3.9973
2019-06-12,5.6457
2019-06-13,-0.2004
2019-06-14,-1.4056
2019-06-17,5.2274
2019-06-18,1.0323
2019-06-19,1.5964
2019-06-20,-1.2570999999999999
2019-06-21,1.2731
2019-06-24,-4.9654
2019-06-25,-1.5211999999999999
2019-06-26,-1.0074
2019-06-27,1.9674
2019-06-28,1.9295
2019-07-01,0.9138
2019-07-02,2.5225999999999997
2019-07-03,1.1987
2019-07-05,0.4364
2019-07-08,-0.3724
2019-07-09,1.9315
2019-07-10,0.5501
2019-07-11,-0.6079
2019-07-12,0.2446
2019-07-15,-0.4271
2019-07-16,-3.4314
2019-07-17,-1.7766
2019-07-18,0.0646
2019-07-19,-1.162
2019-07-22,0.6532
2019-07-23,-2.0766
2019-07-24,1.9881
2019-07-25,-0.5848
2019-07-26,1.634
2019-07-29,-2.3151
2019-07-30,2.0408
2019-07-31,-3.1612999999999998
2019-08-01,-1.1326
2019-08-02,-0.0674
2019-08-05,-5.8665
2019-08-06,0.4298
2019-08-07,1.3552
2019-08-08,1.6186
2019-08-09,-2.7008
2019-08-12,-1.4947
2019-08-13,0.4335
2019-08-14,-1.1511
2019-08-15,-3.0568
2019-08-16,1.6517
2019-08-19,0.9601
2019-08-20,1.0241
2019-08-21,1.6655
2019-08-22,1.7806
2019-08-23,-0.6998
2019-08-26,0.8457
2019-08-27,-2.1663
2019-08-28,-0.5
2019-08-29,6.8198
2019-08-30,1.1425
2019-09-03,-4.3854
2019-09-04,1.9458
2019-09-05,1.7723
2019-09-06,2.5452
2019-09-09,0.9798
2019-09-10,2.7814
2019-09-11,-1.0699
2019-09-12,-2.4173
2019-09-13,-0.9778
2019-09-16,0.79
2019-09-17,2.5474
2019-09-18,-1.3376000000000001
2019-09-19,1.7431
2019-09-20,-0.0635
2019-09-23,-0.9524
2019-09-24,-2.7564
2019-09-25,0.4614
2019-09-26,4.9213000000000005
2019-09-27,-5.566
2019-09-30,-0.3311
2019-10-01,-2.6578
2019-10-02,-0.6826
2019-10-03,3.7113
2019-10-04,-0.3976
2019-10-07,-1.3972
2019-10-08,-2.2267
2019-10-09,0.2761
2019-10-10,-0.0688
2019-10-11,0.9642
2019-10-14,-3.2742
2019-10-15,0.0
2019-10-16,0.2821
2019-10-17,-0.6329
2019-10-18,-3.6093
2019-10-21,3.5977
2019-10-22,-1.9135
2019-10-23,1.0838
2019-10-24,2.0014
2019-10-25,0.8409
2019-10-28,0.6949
2019-10-29,-1.4493
2019-10-30,0.4902
2019-10-31,-0.6969
2019-11-01,1.9649
2019-11-04,-0.3441
2019-11-05,0.8978
2019-11-06,-1.1636
2019-11-07,-0.6233
2019-11-08,1.8815
2019-11-11,0.342
2019-11-12,0.6817
2019-11-13,0.1354
2019-11-14,-0.879
2019-11-15,3.6835
2019-11-18,-1.9737
2019-11-19,1.745
2019-11-20,2.2427
2019-11-21,0.3871
2019-11-22,-0.7069
2019-11-25,1.7476
2019-11-26,0.5725
2019-11-27,0.1898
2019-11-29,0.6313
2019-12-02,-5.6462
2019-12-03,2.1277
2019-12-04,1.0417
2019-12-05,-2.7062
2019-12-06,-1.3245
2019-12-09,3.7584
2019-12-10,-6.2743
2019-12-11,-1.9324
2019-12-12,-0.3519
2019-12-13,0.1412
2019-12-16,0.141
2019-12-17,0.6338
2019-12-18,2.3093
2019-12-19,-1.8468
2019-12-20,0.2091
2019-12-23,0.9736
2019-12-24,-1.2397
2019-12-26,0.2092
2019-12-27,-1.1134
2019-12-30,-0.4926
2019-12-31,1.3437000000000001
2020-01-02,3.0007
2020-01-03,0.0678
2020-01-06,-0.677
2020-01-07,0.1363
2020-01-08,-0.2042
2020-01-09,1.5007000000000001
2020-01-10,1.0081
2020-01-13,2.7944
2020-01-14,-0.712
2020-01-15,1.043
2020-01-16,1.0323
2020-01-17,-1.9796
2020-01-21,-1.1075
2020-01-22,1.3834
2020-01-23,2.5341
2020-01-24,-2.0913
2020-01-27,-2.8479
2020-01-28,0.3331
2020-01-29,-1.3944
2020-01-30,1.0101
2020-01-31,-1.6667
2020-02-03,3.8644
2020-02-04,4.047
2020-02-05,-1.5684
2020-02-06,0.956
2020-02-07,-0.8207
2020-02-10,0.8275
2020-02-11,-1.7677
2020-02-12,1.671
2020-02-13,0.3161
2020-02-14,0.6301
2020-02-18,1.1271
2020-02-19,-0.4954
2020-02-20,0.0622
2020-02-21,-2.7984999999999998
2020-02-24,-4.0947
2020-02-25,-6.2708
2020-02-26,-2.0641
2020-02-27,-4.4331
2020-02-28,0.6844
2020-03-02,-1.9637
2020-03-03,-5.0847
2020-03-04,1.6234
2020-03-05,-3.754
2020-03-06,-4.6472999999999995
2020-03-09,-10.2698
2020-03-10,6.9835
2020-03-11,-9.7008
2020-03-12,-13.755
2020-03-13,-10.4773
2020-03-16,-6.502
2020-03-17,9.7357
2020-03-18,10.5196
2020-03-19,-3.6696999999999997
2020-03-20,-3.5714
2020-03-23,-1.1111
2020-03-24,6.1174
2020-03-25,-0.5882
2020-03-26,6.7456
2020-03-27,-10.3104
2020-03-30,4.2027
2020-03-31,-4.5077
2020-04-01,-2.8571
2020-04-02,5.4987
2020-04-03,-0.2424
2020-04-06,6.6829
2020-04-07,-3.7584999999999997
2020-04-08,3.432
2020-04-09,4.3478
2020-04-13,3.8377
2020-04-14,1.5838999999999999
2020-04-15,1.3514
2020-04-16,6.4615
2020-04-17,-5.106
2020-04-20,0.0
2020-04-21,-5.9898
2020-04-22,2.0518
2020-04-23,1.2698
2020-04-24,0.9404
2020-04-27,7.3499
2020-04-28,0.5786
2020-04-29,4.4104
2020-04-30,-2.9385
2020-05-01,-3.2167
2020-05-04,-0.1955
2020-05-05,-1.763
2020-05-06,4.2871
2020-05-07,5.0669
2020-05-08,2.4568
2020-05-11,2.3979
2020-05-12,-0.3469
2020-05-13,-5.8312
2020-05-14,-4.8059
2020-05-15,2.7184
2020-05-18,2.552
2020-05-19,0.1843
2020-05-20,4.6918
2020-05-21,-0.2636
2020-05-22,6.2555
2020-05-26,-1.5755
2020-05-27,-1.7692
2020-05-28,-3.6021
2020-05-29,6.8505
2020-06-01,2.0816
2020-06-02,-1.876
2020-06-03,4.655
2020-06-04,0.7149
2020-06-05,0.5521
2020-06-08,-3.9215999999999998
2020-06-09,1.3878
2020-06-10,3.0596
2020-06-11,-7.8906
2020-06-12,5.3435
2020-06-15,8.6957
2020-06-16,-1.3333
2020-06-17,0.7508
2020-06-18,0.7452
2020-06-19,-3.7721999999999998
2020-06-22,3.8432
2020-06-23,-1.2583
2020-06-24,-4.1229
2020-06-25,2.6583
2020-06-26,-1.2186
2020-06-29,-3.3153
2020-06-30,1.6745999999999999
2020-07-01,1.2549000000000001
2020-07-02,-0.5422
2020-07-06,-0.8567
2020-07-07,-0.7855
2020-07-08,0.3959
2020-07-09,1.2618
2020-07-10,-3.1931
2020-07-13,-6.1947
2020-07-14,-0.0858
2020-07-15,3.3476
2020-07-16,-1.9102999999999999
2020-07-17,0.0
2020-07-20,2.8789
2020-07-21,-1.893
2020-07-22,-0.3356
2020-07-23,-0.0842
2020-07-24,-2.9486
2020-07-27,1.9097
2020-07-28,-3.0664
2020-07-29,1.5817
2020-07-30,-1.6436
2020-07-31,2.3747
