ticker,LIVN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.1764999999999999
2000-01-04,-4.3651
2000-01-05,1.2448
2000-01-06,21.3115
2000-01-07,3.7161999999999997
2000-01-10,0.0
2000-01-11,-0.3257
2000-01-12,-0.3268
2000-01-13,9.1803
2000-01-14,-2.4024
2000-01-18,-3.0769
2000-01-19,3.8095
2000-01-20,9.1743
2000-01-21,1.4006
2000-01-24,4.4199
2000-01-25,-5.291
2000-01-26,7.8212
2000-01-27,4.6632
2000-01-28,-5.9406
2000-01-31,-3.1579
2000-02-01,0.2717
2000-02-02,2.981
2000-02-03,0.0
2000-02-04,-0.1316
2000-02-07,6.1924
2000-02-08,5.7072
2000-02-09,4.2254
2000-02-10,-0.4505
2000-02-11,-0.4525
2000-02-14,-1.8182
2000-02-15,-1.6204
2000-02-16,1.1764999999999999
2000-02-17,-1.8605
2000-02-18,-10.1896
2000-02-22,-1.0554
2000-02-23,4.0
2000-02-24,-3.3333
2000-02-25,0.2653
2000-02-28,3.7037
2000-02-29,4.0816
2000-03-01,5.8824
2000-03-02,-1.3889
2000-03-03,-3.2864
2000-03-06,-3.1553
2000-03-07,2.2556
2000-03-08,-1.7157
2000-03-09,1.7456
2000-03-10,-11.7647
2000-03-13,-12.7778
2000-03-14,-5.7325
2000-03-15,0.3378
2000-03-16,7.7440999999999995
2000-03-17,-0.9375
2000-03-20,-3.4699999999999998
2000-03-21,-6.2092
2000-03-22,-4.5296
2000-03-23,0.7299
2000-03-24,4.7101
2000-03-27,7.9585
2000-03-28,0.641
2000-03-29,-0.6369
2000-03-30,-7.3718
2000-03-31,3.4602
2000-04-03,1.0033
2000-04-04,-10.9272
2000-04-05,27.1375
2000-04-06,0.5848
2000-04-07,10.7558
2000-04-10,0.7874
2000-04-11,-1.5625
2000-04-12,-5.0265
2000-04-13,10.585
2000-04-14,-4.0302
2000-04-17,-9.1864
2000-04-18,4.0462
2000-04-19,-0.8333
2000-04-20,-7.0028
2000-04-24,6.6265
2000-04-25,8.4746
2000-04-26,-16.1458
2000-04-27,-2.795
2000-04-28,4.1534
2000-05-01,-1.227
2000-05-02,-1.5528
2000-05-03,-0.3155
2000-05-04,-0.3165
2000-05-05,0.9524
2000-05-08,-1.8868
2000-05-09,-0.9615
2000-05-10,-5.8252
2000-05-11,-3.7801
2000-05-12,2.8571
2000-05-15,0.3472
2000-05-16,1.0381
2000-05-17,5.8219
2000-05-18,0.9709
2000-05-19,-4.1667
2000-05-22,-0.3344
