ticker,WMCB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-01-29,0.0
2004-06-10,20.0
2004-07-16,25.0
2004-07-20,-20.0
2004-10-26,25.0
2004-11-12,0.0
2005-01-06,0.0
2005-03-29,0.0
2005-11-03,0.0
2006-01-24,0.0
2006-03-06,0.0
2006-03-15,0.0
2006-03-28,0.0
2006-04-12,0.0
2006-05-17,-10.0
2006-05-22,11.1111
2006-05-25,0.0
2006-08-29,0.0
2006-08-31,0.0
2006-10-13,6.6667
2007-01-17,0.0
2007-01-23,0.0
2007-01-24,1.5625
2007-02-07,-1.5385
2007-03-13,-6.25
2007-04-10,0.0
2007-04-27,-6.6667
2007-05-15,-1.7856999999999998
2007-05-21,-1.0909
2007-05-24,-4.4118
2007-06-06,-11.1538
2007-06-08,-0.4329
2007-06-13,-3.4783
2007-07-16,3.6036
2007-07-18,0.0
2007-08-16,-2.1739
2007-08-17,2.2222
2007-10-05,1.3043
2007-10-18,0.4292
2007-10-19,0.0
2007-11-05,-0.8547
2007-11-14,-0.8621
2007-11-15,0.4348
2007-11-16,-3.8961
2007-11-19,-3.1532
2007-11-21,-0.9302
2007-11-28,0.0
2007-12-03,-0.939
2007-12-05,6.6350999999999996
2007-12-07,-5.3333
2007-12-10,-3.2864
2007-12-11,-11.165
2008-01-03,9.2896
2008-01-07,-4.0
2008-01-18,4.1667
2008-01-23,-4.0
2008-01-29,-1.0417
2008-01-31,-4.2105
2008-02-04,9.8901
2008-02-08,-5.0
2008-02-20,0.0
2008-02-22,-3.1579
2008-03-19,3.2609
2008-03-24,0.0
2008-03-27,0.0
2008-04-04,3.1579
2008-04-11,-3.0612
2008-04-17,-15.2632
2008-05-02,18.0124
2008-05-16,-13.6842
2008-06-02,1.2195
2008-06-05,14.4578
2008-06-06,0.0
2008-06-17,-15.2632
2008-07-14,0.6211
2008-07-16,-7.4074
2008-08-01,20.0
2008-08-12,-11.1111
2008-08-19,10.0
2008-08-26,-13.6364
2008-09-05,8.5526
2008-09-10,0.0
2008-09-11,-7.2727
2008-09-17,-15.0327
2008-09-24,1.5385
2008-10-02,-6.8182
2008-10-03,13.0081
2008-10-08,-11.5108
2008-10-16,0.0
2008-10-24,-27.6423
2008-10-30,32.5843
2008-10-31,-15.2542
2008-11-07,0.0
2008-11-11,-4.0
2008-11-20,9.375
2008-12-03,0.0
2008-12-09,0.0
2008-12-12,0.0
2009-01-08,-23.8095
2009-02-05,2.5
2009-02-09,-1.2195
2009-02-17,17.284
