ticker,IMBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.4155
2000-01-04,-4.1225
2000-01-05,-2.2113
2000-01-06,-6.2814
2000-01-07,6.1662
2000-01-10,7.8283000000000005
2000-01-11,-3.0445
2000-01-12,-6.401
2000-01-13,3.871
2000-01-14,-0.7453
2000-01-18,-6.8836
2000-01-19,0.8065
2000-01-20,-1.4667
2000-01-21,-8.7957
2000-01-24,-12.4629
2000-01-25,-2.3729
2000-01-26,5.5556
2000-01-27,0.9868
2000-01-28,1.3029
2000-01-31,-8.5209
2000-02-01,-1.5817
2000-02-02,-2.5
2000-02-03,8.9744
2000-02-04,10.6723
2000-02-07,-9.757
2000-02-08,6.8574
2000-02-09,0.4724
2000-02-10,5.6426
2000-02-11,-3.2641
2000-02-14,1.0735999999999999
2000-02-15,2.4279
2000-02-16,2.963
2000-02-17,1.295
2000-02-18,-2.2727
2000-02-22,-4.9419
2000-02-23,3.6696999999999997
2000-02-24,7.6696
2000-02-25,3.0137
2000-02-28,2.2606
2000-02-29,4.0312
2000-03-01,-1.1562999999999999
2000-03-02,-1.0433
2000-03-03,2.492
2000-03-06,-4.4888
2000-03-07,-2.4804
2000-03-08,1.071
2000-03-09,2.2517
2000-03-10,-3.886
2000-03-13,-0.8086
2000-03-14,-2.9891
2000-03-15,-2.8011
2000-03-16,4.755
2000-03-17,-1.7882
2000-03-20,-3.0812
2000-03-21,1.0116
2000-03-22,1.5737
2000-03-23,9.5775
2000-03-24,-0.5141
2000-03-27,-0.3876
2000-03-28,-2.7237
2000-03-29,-4.4
2000-03-30,-7.9498
2000-03-31,0.303
2000-04-03,-10.2719
2000-04-04,-9.7643
2000-04-05,-8.9552
2000-04-06,3.2787
2000-04-07,16.6667
2000-04-10,-18.1973
2000-04-11,1.4553
2000-04-12,-18.4426
2000-04-13,-3.0151
2000-04-14,-18.6528
2000-04-17,7.6433
2000-04-18,5.9172
2000-04-19,1.6760000000000002
2000-04-20,-5.4945
2000-04-24,-7.5581
2000-04-25,-0.9434
2000-04-26,-6.9841
2000-04-27,-0.6826
2000-04-28,9.622
2000-05-01,20.3762
2000-05-02,4.6875
2000-05-03,-5.4726
2000-05-04,2.1053
2000-05-05,4.3814
2000-05-08,4.6914
2000-05-09,-1.6509
2000-05-10,-5.9952
2000-05-11,7.1429
2000-05-12,2.6189999999999998
2000-05-15,6.2645
2000-05-16,-2.8384
2000-05-17,6.2921
2000-05-18,-4.2283
2000-05-19,-3.7528
