ticker,MTBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-23,-14.4
2014-07-24,-3.0374
2014-07-25,-1.4458
2014-07-28,-4.89
2014-07-29,-2.8278
2014-07-30,2.3810000000000002
2014-07-31,-2.3256
2014-08-01,-0.7937
2014-08-04,-1.6
2014-08-05,-5.1491
2014-08-06,0.0
2014-08-07,-1.7143000000000002
2014-08-08,-3.7791
2014-08-11,0.0
2014-08-12,0.0
2014-08-13,1.2085
2014-08-14,1.4925
2014-08-15,1.4706000000000001
2014-08-18,-3.7681
2014-08-19,-3.3133
2014-08-20,-4.3614
2014-08-21,0.6515
2014-08-22,0.0
2014-08-25,11.6505
2014-08-26,0.5797
2014-08-27,-9.7983
2014-08-28,1.9169
2014-08-29,5.9561
2014-09-02,0.2959
2014-09-03,15.6342
2014-09-04,-3.8265000000000002
2014-09-05,0.5305
2014-09-08,4.7493
2014-09-09,-1.5112999999999999
2014-09-10,-0.7673
2014-09-11,-1.2887
2014-09-12,-1.7885
2014-09-15,1.8211
2014-09-16,-2.3499
2014-09-17,-3.4759
2014-09-18,0.831
2014-09-19,-4.1209
2014-09-22,-2.5788
2014-09-23,6.4706
2014-09-24,-0.2762
2014-09-25,3.3241
2014-09-26,-0.2681
2014-09-29,-0.8065
2014-09-30,-3.523
2014-10-01,0.8427
2014-10-02,-2.2284
2014-10-03,-1.4245
2014-10-06,-5.2023
2014-10-07,0.3049
2014-10-08,1.8237
2014-10-09,-1.4925
2014-10-10,-2.1212
2014-10-13,-0.1974
2014-10-14,2.6794000000000002
2014-10-15,0.9063
2014-10-16,-0.2994
2014-10-17,-1.9219
2014-10-20,0.7348
2014-10-21,-1.2158
2014-10-22,1.8462
2014-10-23,1.5106000000000002
2014-10-24,-4.1629
2014-10-27,2.4805
2014-10-28,-3.9394
2014-10-29,3.1546
2014-10-30,-2.1407
2014-10-31,7.4688
2014-11-03,-1.7156
2014-11-04,0.5917
2014-11-05,-2.6471
2014-11-06,4.2296
2014-11-07,-2.8986
2014-11-10,-1.194
2014-11-11,3.3233
2014-11-12,-4.9708
2014-11-13,2.7692
2014-11-14,0.2994
2014-11-17,0.597
2014-11-18,-1.7804
2014-11-19,-1.8127
2014-11-20,-1.2308
2014-11-21,0.3115
2014-11-24,-3.7267
2014-11-25,-3.2258
2014-11-26,1.3333
2014-11-28,0.6579
2014-12-01,-4.902
2014-12-02,1.3746
2014-12-03,-1.3559
2014-12-04,-2.9725
2014-12-05,-3.3115
2014-12-08,-2.9304
