ticker,VEEV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-16,85.8
2013-10-17,11.9483
2013-10-18,6.7067
2013-10-21,4.1676
2013-10-22,-7.1151
2013-10-23,-6.5192
2013-10-24,7.4719999999999995
2013-10-25,-0.3476
2013-10-28,-5.8837
2013-10-29,-4.3242
2013-10-30,-3.9256
2013-10-31,4.5968
2013-11-01,-0.8481
2013-11-04,0.9072
2013-11-05,-1.9008
2013-11-06,1.1783
2013-11-07,-1.3716
2013-11-08,6.3763
2013-11-11,-8.2634
2013-11-12,-0.242
2013-11-13,4.3396
2013-11-14,0.3617
2013-11-15,-0.6692
2013-11-18,-0.1555
2013-11-19,-3.945
2013-11-20,-0.2162
2013-11-21,1.6789
2013-11-22,1.5979
2013-11-25,3.5125
2013-11-26,6.6852
2013-11-27,-0.5222
2013-11-29,-3.3882
2013-12-02,1.8029
2013-12-03,-2.4503
2013-12-04,-0.1741
2013-12-05,2.0927
2013-12-06,-2.2694
2013-12-09,-4.9189
2013-12-10,0.604
2013-12-11,-1.1224
2013-12-12,-0.9504
2013-12-13,-1.5725
2013-12-16,-7.4736
2013-12-17,-0.3219
2013-12-18,-1.4386
2013-12-19,-1.8767
2013-12-20,2.2769
2013-12-23,-2.9386
2013-12-24,0.3976
2013-12-26,-1.5838999999999999
2013-12-27,-1.3928
2013-12-30,0.0628
2013-12-31,0.6901
2014-01-02,0.7165
2014-01-03,8.7844
2014-01-06,-0.8814
2014-01-07,-1.4917
2014-01-08,-0.495
2014-01-09,-4.5069
2014-01-10,-0.3065
2014-01-13,1.6600000000000001
2014-01-14,2.026
2014-01-15,-5.0978
2014-01-16,-0.2498
2014-01-17,-1.3776
2014-01-21,0.8254
2014-01-22,-1.4798
2014-01-23,1.0547
2014-01-24,0.8539
2014-01-27,-2.5086
2014-01-28,-0.2252
2014-01-29,-0.0645
2014-01-30,4.0323
2014-01-31,-1.4264000000000001
2014-02-03,-7.3293
2014-02-04,1.9687999999999999
2014-02-05,-0.9321
2014-02-06,2.6546
2014-02-07,0.8511
2014-02-10,0.1298
2014-02-11,0.5511
2014-02-12,0.9026
2014-02-13,4.2173
2014-02-14,4.9356
2014-02-18,4.7327
2014-02-19,0.1395
2014-02-20,-0.0836
2014-02-21,-2.286
2014-02-24,0.3424
2014-02-25,-0.4834
2014-02-26,0.4857
2014-02-27,1.9335
2014-02-28,-1.5342
2014-03-03,1.9546999999999999
2014-03-04,5.0292
2014-03-05,-8.0423
2014-03-06,-2.0426
