ticker,NEWG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-09-16,400.0
2016-09-23,0.0
2016-09-27,0.0
2016-09-29,-19.2
2016-10-11,-0.9901
2016-12-13,49.0
2016-12-14,0.0
2016-12-20,-32.8859
2016-12-28,-20.0
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,17.5
2017-01-11,-12.234
2017-01-12,0.6061
2017-01-13,14.4578
2017-01-17,26.3158
2017-01-18,20.8333
2017-01-19,6.2069
2017-01-20,7.1429
2017-01-23,-1.8182
2017-01-24,-12.963
2017-01-25,1.4184
2017-01-26,0.6993
2017-01-27,13.1944
2017-01-30,3.0675
2017-01-31,10.119
2017-02-01,0.0
2017-02-02,2.1622
2017-02-03,-2.6455
2017-02-06,-19.0217
2017-02-07,-1.3423
2017-02-08,1.3605
2017-02-09,-4.698
2017-02-10,5.6338
2017-02-13,3.3333
2017-02-14,0.0
2017-02-15,6.4516
2017-02-16,1.8182
2017-02-17,0.0
2017-02-21,1.7856999999999998
2017-02-22,-3.5088
2017-02-23,-1.8182
2017-02-24,-1.2346
2017-02-27,-6.25
2017-02-28,2.0
2017-03-01,0.1307
2017-03-02,-5.3525
2017-03-03,2.7586
2017-03-06,0.6711
2017-03-07,3.3333
2017-03-08,0.6452
2017-03-09,-2.5641
2017-03-10,2.6316
2017-03-13,-0.641
2017-03-14,2.6330999999999998
2017-03-15,-2.5655
2017-03-16,0.0
2017-03-17,-0.6452
2017-03-20,-0.3003
2017-03-21,2.2551
2017-03-22,1.9108
2017-03-23,-1.875
2017-03-24,1.2739
2017-03-27,-1.8868
2017-04-11,-95.5128
2017-04-12,-28.5714
2017-04-13,-40.0
2017-04-17,10.0
2017-04-18,-9.0909
2017-04-19,0.0
2017-04-20,66.6667
2017-04-25,-60.0
2017-04-27,-50.0
2017-04-28,0.0
2017-05-05,20.0
2017-05-11,-16.6667
2017-05-16,0.0
2017-05-19,0.0
2017-06-01,0.0
2017-06-06,0.0
2017-06-07,0.0
2017-06-09,-50.0
2017-06-13,0.0
2017-06-16,0.0
2017-06-26,-80.0
2017-07-07,0.0
2017-07-14,10.0
2017-07-18,-9.0909
2017-07-20,20.0
2017-07-21,-16.6667
2017-07-24,-99.0
2017-07-27,9900.0
2017-07-28,20.0
2017-07-31,0.0
2017-08-03,8.3333
2017-08-04,284.6154
2017-08-07,-74.0
2017-08-10,130.7692
2017-08-11,0.0
2017-08-14,0.0
2017-08-18,0.0
2017-08-25,-56.6667
2017-08-28,-99.9231
2017-09-01,99900.0
2017-09-07,210.0
2017-09-19,0.0
2017-09-27,-3.2258
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-17,-33.3333
2017-10-18,0.0
2017-10-20,0.0
2017-10-25,0.0
2017-10-27,50.0
2017-10-30,0.0
2017-11-02,-33.3333
2017-11-03,50.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-10,0.0
2017-11-14,0.0
2017-11-16,0.0
2017-11-20,-66.6667
2017-11-21,200.0
2017-11-24,0.0
2017-11-27,0.0
2017-11-29,0.0
2017-12-01,0.0
2017-12-06,-66.6667
2017-12-08,200.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,-33.3333
2017-12-22,50.0
2017-12-29,-99.6667
2018-02-07,900.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-20,0.0
2018-02-22,0.0
2018-03-19,0.0
2018-04-19,9900.0
2018-04-20,-99.0
2018-05-09,0.0
2018-06-29,0.0
2018-07-02,0.0
2018-10-09,0.0
2018-11-08,0.0
2018-11-14,-90.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-21,0.0
2018-12-07,-90.0
2018-12-24,0.0
2018-12-27,0.0
2019-01-18,9900.0
2019-01-24,-90.0
2019-02-21,0.0
2019-03-07,-90.0
2019-03-11,9900.0
2019-03-15,0.0
2019-04-11,0.0
2019-04-16,-99.0
2019-04-17,0.0
2019-04-22,0.0
2019-05-02,0.0
2019-05-14,0.0
2019-05-15,900.0
2019-06-13,-90.0
2019-06-21,0.0
2019-09-04,0.0
2019-09-18,0.0
2019-09-25,0.0
2019-11-05,9900.0
2019-11-20,-99.0
2019-11-25,0.0
2019-12-19,0.0
2019-12-26,0.0
2019-12-30,0.0
2019-12-31,0.0
2020-04-06,900.0
2020-05-05,900.0
2020-05-19,100.0
2020-05-28,-99.5
2020-06-23,79900.0002
2020-06-26,0.0
2020-07-13,25.0
2020-07-20,100.0
2020-07-22,0.0
2020-07-29,0.0
2020-07-30,0.0
