ticker,UBAB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-04-19,0.0
2005-09-27,-5.8524
2005-11-02,6.4189
2005-11-17,-5.3968
2005-11-18,2.6846
2005-12-02,1.3072
2007-01-24,9.4478
2007-01-25,4.8632
2007-01-26,0.0
2007-01-30,0.0
2007-02-01,0.0
2007-02-02,0.0
2007-02-07,0.0
2007-02-08,0.0
2007-02-13,-4.6957
2007-02-14,3.4063
2007-02-22,0.0
2007-02-28,-1.4706000000000001
2007-03-09,0.0
2007-03-30,4.4776
2007-04-30,-5.7143
2007-05-08,4.5455
2007-05-24,-2.8986
2007-06-12,0.597
2007-08-10,0.2994
2007-08-13,-2.9851
2007-08-17,0.0
2007-10-09,5.1005
2007-11-27,-8.8235
2007-11-30,-9.354800000000001
2008-01-29,0.1789
2008-03-06,7.1429
2008-03-18,0.0
2008-03-19,-3.3333
2008-03-25,-0.6897
2008-03-28,-2.2688
2008-04-01,0.0
2008-04-10,2.5
2008-05-02,-2.439
2008-05-12,0.0
2008-06-20,3.5714
2008-07-09,-2.9463
2008-09-29,0.5386
2008-11-04,10.7143
2009-07-23,-60.7131
2009-09-11,-16.6667
2010-07-28,0.9976
2011-03-29,2.0125
2011-09-09,-9.1
2011-09-12,0.0
2011-09-15,-11.1111
2011-10-13,-47.5
2011-12-09,-21.4286
2011-12-15,15.1515
2011-12-21,-7.8947
2012-01-10,100.0174
2012-01-11,0.0
2012-01-20,-21.4286
2012-03-23,0.0
2012-04-10,1.8182
2012-04-20,25.0
2012-05-10,-10.0
2012-07-12,4.7619
2012-08-07,22.2667
2012-08-30,-18.75
2012-09-10,23.0769
2012-10-11,-18.75
2012-11-19,23.0769
2012-11-28,0.0
2012-11-29,0.0
2012-12-03,-2.5
2012-12-06,-3.8462
2012-12-11,-6.6667
2012-12-17,1.4285999999999999
2012-12-18,-1.4085
2012-12-20,5.7143
2012-12-24,-12.1622
2012-12-27,0.0
2012-12-31,0.0
2013-01-02,23.0769
2013-01-03,-10.0
2013-01-09,1.9444
2013-01-10,-4.0872
2013-01-11,-4.5455
2013-01-14,7.1429
2013-01-22,0.0
2013-01-23,0.0
2013-02-25,16.6667
2013-03-01,1.1905000000000001
2013-03-04,1.4118
2013-03-06,10.2088
2013-03-13,15.7895
2013-03-14,0.0
2013-03-28,3.6696999999999997
2013-04-02,-5.3097
2013-04-08,26.1682
2013-04-11,7.4074
2013-04-12,-3.4483
2013-05-03,-10.0
2013-05-15,-11.1111
2013-05-16,-5.3571
