ticker,CNHA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-24,-30.0
2007-10-09,-35.7143
2007-10-10,33.3333
2007-10-12,-16.6667
2007-10-15,10.0
2007-10-16,0.0
2007-10-23,3.6364
2007-11-07,-25.4386
2007-11-08,20.0
2007-11-16,-1.9607999999999999
2007-12-20,-15.0
2007-12-21,-5.8824
2007-12-26,0.0
2008-01-15,-12.5
2008-01-16,-28.5714
2008-02-15,40.0
2008-02-19,0.0
2008-04-28,-21.4286
2008-05-16,-63.2727
2008-06-16,73.2673
2008-09-17,57.1429
2008-09-19,0.0
2008-09-23,18.1818
2008-10-08,-32.3077
2008-10-09,4.5455
2008-10-10,0.0
2008-10-13,-2.1739
2008-10-15,0.0
2008-10-17,-2.2222
2008-10-29,2.2727
2008-11-05,22.2222
2008-12-12,-54.5455
2008-12-15,0.0
2008-12-17,-4.0
2009-01-05,3.3333
2009-01-06,-47.5806
2009-01-07,92.3077
2009-01-13,-48.0
2009-02-05,46.1538
2009-02-13,0.0
2009-02-26,31.5789
2009-03-13,0.0
2009-03-23,-59.2
2009-05-13,98.0392
2009-06-01,-49.505
2009-06-04,0.0
2009-06-29,-41.1765
2009-08-12,30.0
2009-08-13,0.0
2009-09-22,-61.5385
2009-09-29,233.3333
2009-12-17,-80.0
2010-03-10,390.0
2010-12-06,2.0408
2010-12-07,0.0
2011-01-28,0.0
2011-02-28,40.0
2011-03-04,-7.1429
2011-03-15,-7.6923
2011-04-15,-8.3333
2011-04-26,-18.1818
2011-04-27,-22.2222
2012-06-14,-85.7143
2012-09-12,0.0
2012-09-27,-60.0
2012-11-21,-75.0
2012-12-27,-17.5
2013-02-04,142.4242
2013-02-11,50.0
2013-02-13,160.0
2013-02-14,-48.7179
2013-02-19,50.0
2013-02-20,16.6667
2013-02-21,128.5714
2013-02-22,-62.5
2013-02-25,33.3333
2013-02-28,25.0
2013-03-01,-8.0
2013-03-06,30.4348
2013-03-19,0.0
2013-04-01,50.0
2013-04-08,-11.1111
2013-04-09,18.75
2013-04-25,31.5789
2013-04-29,-8.0
2013-04-30,30.4348
2013-05-07,60.0
2013-05-08,-8.3333
2013-05-09,4.5455
2013-05-15,-13.0435
2013-05-16,20.0
2013-05-31,45.8333
2013-06-04,-14.2857
2013-06-18,-33.3333
2013-06-19,0.0
2013-07-03,50.0
2013-07-09,-16.6667
2013-07-11,0.0
2013-07-17,0.0
2013-08-13,0.0
2013-08-15,-28.0
2013-09-16,8.3333
2013-10-22,-53.8462
2013-10-25,0.0
2013-10-29,11.1111
2013-10-31,0.0
2013-11-14,-10.0
2013-12-19,11.1111
2014-02-07,5.0
2014-08-13,0.0
2014-11-12,-90.4762
2014-12-15,800.0
2014-12-19,0.0
2014-12-30,0.0
2015-01-16,-11.1111
2015-02-04,6.25
2015-02-12,-5.8824
2015-04-30,6.25
2015-06-08,41.1765
2015-09-11,25.0
2015-12-18,-33.3333
2016-02-10,42.0
2016-03-16,-43.662
2017-12-04,0.0
2017-12-06,-25.0
2017-12-11,0.0
2017-12-15,-25.0
2018-01-26,33.3333
2018-02-13,50.0
2018-02-28,-22.2222
2018-03-14,0.0
2018-11-07,0.0
2019-10-09,-28.5714
2019-10-10,-28.0
2019-10-24,10.8333
2019-10-30,-9.7744
2020-01-06,-85.8333
2020-06-03,194.1176
2020-06-04,-13.3333
2020-06-15,130.7692
2020-06-17,-30.0
2020-07-17,-28.5714
