ticker,AQUA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-11-02,16.0
2017-11-03,-2.682
2017-11-06,0.3937
2017-11-07,-0.6863
2017-11-08,0.1974
2017-11-09,0.4433
2017-11-10,1.4223
2017-11-13,-1.3056
2017-11-14,-0.392
2017-11-15,0.8362
2017-11-16,1.1707
2017-11-17,0.2893
2017-11-20,0.8173
2017-11-21,2.5274
2017-11-22,1.3023
2017-11-24,1.056
2017-11-27,-2.6352
2017-11-28,1.0266
2017-11-29,-0.97
2017-11-30,0.9328
2017-12-01,1.8022
2017-12-04,2.1335
2017-12-05,0.1333
2017-12-06,2.2193
2017-12-07,-1.2158
2017-12-08,1.9341
2017-12-11,1.3368
2017-12-12,0.4681
2017-12-13,-1.3977
2017-12-14,0.1718
2017-12-15,0.4288
2017-12-18,1.8787
2017-12-19,-3.6463
2017-12-20,0.5655
2017-12-21,0.692
2017-12-22,-0.5584
2017-12-26,0.0
2017-12-27,0.2592
2017-12-28,2.1542
2017-12-29,0.0
2018-01-02,0.4639
2018-01-03,-0.2099
2018-01-04,-0.1683
2018-01-05,1.3485
2018-01-08,3.0353
2018-01-09,-1.1299
2018-01-10,0.6939
2018-01-11,-0.6486
2018-01-12,0.3672
2018-01-16,-1.5041
2018-01-17,-0.0413
2018-01-18,0.4955
2018-01-19,1.9721
2018-01-22,-0.1612
2018-01-23,-0.8475
2018-01-24,-0.2849
2018-01-25,0.6122
2018-01-26,-1.6227
2018-01-29,-0.9072
2018-01-30,-4.5776
2018-01-31,-0.3053
2018-02-01,-1.3123
2018-02-02,-1.5514000000000001
2018-02-05,-2.7015000000000002
2018-02-06,-0.8329
2018-02-07,-0.3266
2018-02-08,-2.9026
2018-02-09,0.3857
2018-02-12,0.7685
2018-02-13,-0.0477
2018-02-14,2.2413
2018-02-15,4.3377
2018-02-16,1.654
2018-02-20,-2.3747
2018-02-21,-0.5405
2018-02-22,0.2264
2018-02-23,2.2594
2018-02-26,0.4861
2018-02-27,0.9675
2018-02-28,-0.2613
2018-03-01,0.6114
2018-03-02,0.8247
2018-03-05,1.2484
2018-03-06,1.6156000000000001
2018-03-07,-0.3347
2018-03-08,-0.084
2018-03-09,2.7311
2018-03-12,3.0266
2018-03-13,-7.106
2018-03-14,-2.5214
2018-03-15,-4.4717
2018-03-16,0.9637
2018-03-19,3.4545
2018-03-20,0.4394
2018-03-21,-0.2187
2018-03-22,-3.5949
2018-03-23,-3.1378
2018-03-26,0.3756
2018-03-27,-0.2339
