ticker,SUUB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-17,-9.0909
2006-05-18,-5.0
2006-05-19,10.526299999999999
2006-05-22,-7.1429
2006-05-23,-10.2564
2006-05-24,-14.2857
2006-05-25,0.0
2006-05-26,0.0
2006-05-31,26.6667
2006-06-01,-19.7368
2006-06-02,11.4754
2006-06-05,11.7647
2006-06-06,-2.6316
2006-06-07,2.7027
2006-06-12,-10.526299999999999
2006-06-13,-8.8235
2006-06-14,29.0323
2006-06-15,10.0
2006-06-16,-9.0909
2006-06-19,0.0
2006-06-26,0.0
2006-06-27,-12.5
2006-06-28,34.2857
2006-06-29,29.7872
2006-06-30,4.918
2006-07-03,-3.125
2006-07-05,-17.7419
2006-07-06,11.7647
2006-07-07,1.7544
2006-07-10,-12.069
2006-07-11,-3.9215999999999998
2006-07-12,8.1633
2006-07-13,-3.7736
2006-07-14,0.0
2006-07-17,-7.8431
2006-07-18,12.766
2006-07-19,1.8868
2006-07-20,-7.4074
2006-07-21,0.0
2006-07-24,0.0
2006-07-25,-10.0
2006-07-26,11.1111
2006-07-27,0.0
2006-07-28,0.0
2006-07-31,-4.0
2006-08-01,0.0
2006-08-02,-10.4167
2006-08-03,3.4884
2006-08-04,0.0
2006-08-07,3.3708
2006-08-08,-2.1739
2006-08-09,-2.2222
2006-08-10,-4.5455
2006-08-11,-4.7619
2006-08-14,-12.5
2006-08-15,5.7143
2006-08-16,8.1081
2006-08-17,0.0
2006-08-18,0.0
2006-08-21,0.0
2006-08-23,0.0
2006-08-24,0.0
2006-08-25,-5.0
2006-08-28,18.4211
2006-08-29,4.4444
2006-08-30,-2.1277
2006-08-31,2.1739
2006-09-01,-2.1277
2006-09-05,-13.0435
2006-09-06,17.5
2006-09-07,0.0
2006-09-08,-14.8936
2006-09-11,0.0
2006-09-12,2.5
2006-09-13,-12.1951
2006-09-14,19.4444
2006-09-15,6.9767
2006-09-18,-8.6957
2006-09-19,0.0
2006-09-20,-4.7619
2006-09-21,0.0
2006-09-22,5.0
2006-09-25,-16.6667
2006-09-26,5.7143
2006-09-27,-5.4054
2006-09-28,-7.1429
2006-09-29,0.0
2006-10-02,7.6923
2006-10-03,0.0
2006-10-04,-2.8571
2006-10-05,0.0
2006-10-06,0.0
2006-10-09,2.9412000000000003
2006-10-10,14.2857
2006-10-11,0.0
2006-10-12,5.0
2006-10-13,-4.7619
2006-10-16,2.5
2006-10-17,0.0
2006-10-18,0.0
2006-10-19,0.0
2006-10-20,-2.439
