ticker,FLAF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-03-15,240.0
2011-03-24,0.0
2011-04-21,-11.7647
2011-04-26,21.1111
2011-07-25,0.7339
2011-10-17,0.0
2011-11-07,-8.9253
2011-11-08,0.0
2011-11-09,2.0
2011-11-10,2.9412000000000003
2011-11-11,-0.9524
2011-11-14,2.8846
2011-11-15,1.8692
2011-11-16,1.1009
2011-11-17,3.4483
2011-11-18,2.9825
2011-11-21,0.6814
2011-11-22,0.3384
2011-11-23,0.3373
2011-11-25,0.0
2011-11-28,0.8403
2011-11-29,5.0
2011-11-30,-1.5873
2011-12-01,0.0
2011-12-02,-3.2258
2011-12-05,6.6667
2011-12-07,0.0
2011-12-12,-1.5625
2011-12-13,-1.746
2011-12-14,-11.147
2011-12-16,-4.5455
2011-12-19,-4.7619
2011-12-20,0.0
2011-12-21,3.0
2011-12-27,-12.6214
2011-12-29,6.8889
2011-12-30,4.9896
2012-01-03,0.0
2012-01-05,-39.604
2012-01-09,3.2787
2012-01-10,60.0
2012-01-11,-0.7937
2012-01-24,-16.8
2012-01-25,19.9519
2012-01-27,-16.8337
2012-01-31,0.241
2012-02-01,44.2308
2012-02-02,-30.6667
2012-02-03,0.9615
2012-02-13,30.9524
2012-02-14,-22.7273
2012-02-17,0.0
2012-03-01,9.4118
2012-03-07,11.828
2012-03-08,-10.5769
2012-03-09,-3.4409
2012-03-13,-6.4588
2012-03-21,-10.4762
2012-03-27,0.0
2012-04-10,-86.4362
2012-04-13,-1.9607999999999999
2012-04-16,2.0
2012-04-17,584.3137
2012-04-18,-14.0401
2012-04-25,-49.6667
2012-04-26,2.649
2012-05-07,-63.2258
2012-05-09,-10.526299999999999
2012-05-10,205.8824
2012-05-15,156.4103
2012-06-05,-87.5
2012-06-15,0.0
2012-06-18,0.0
2012-07-16,0.0
2012-08-09,102.0
2012-08-21,25.7426
2012-08-22,0.0
2012-09-18,7.0866
2012-10-15,0.0
2012-11-01,-61.7647
2012-11-08,0.0
2012-11-15,5.7692
2012-11-30,9.0909
2012-12-04,8.3333
2012-12-06,0.0
2012-12-10,0.0
2012-12-26,0.0
2012-12-27,0.0
2013-01-14,0.0
2013-01-28,15.3846
2013-02-05,5.3333
2013-02-28,0.0
2013-03-15,0.0
2013-05-01,0.0
2013-05-21,0.0
2013-06-05,0.0
2013-06-11,-17.7215
2013-07-17,15.3846
2013-07-25,1.3333
2013-08-01,-1.3158
2013-08-07,-13.3333
2013-08-08,0.0
2013-08-13,0.0
2013-08-20,0.0
2013-10-07,7.6923
2013-10-09,-71.4286
2013-10-17,-89.5
2013-11-04,1804.7619
2013-11-08,100.0
2013-11-14,-68.75
2013-12-19,-12.0
2013-12-23,0.0
2013-12-27,22.7273
2014-02-06,-18.5185
2014-02-18,-95.4545
2014-02-24,120.0
2014-03-06,13.6364
2014-05-08,20.0
2014-05-14,0.0
2014-06-09,0.0
2014-07-02,66.6667
2014-07-07,0.0
2014-09-08,0.0
2014-09-18,0.0
2014-10-03,0.0
2014-10-27,0.0
2014-11-17,0.0
2014-12-01,0.0
2014-12-17,0.0
2014-12-24,0.0
2014-12-31,-50.0
2015-01-08,60.0
2015-01-14,1900.0
2015-01-16,-30.0
2015-03-09,-92.8571
2015-03-23,-70.0
2015-04-07,0.0
2015-11-27,25.0
2015-12-11,100.0
2015-12-22,2566.6667
2015-12-28,-96.25
2015-12-29,1900.0
2015-12-30,0.0
2016-02-01,-90.0
2016-02-04,900.0
2016-04-18,-33.3333
2016-05-13,0.0
2016-10-13,-74.75
2016-10-17,494.0594
2016-10-19,-83.1667
2016-10-20,890.099
2016-12-23,-89.9
2017-01-23,0.0
2017-02-07,0.0
2017-04-19,0.0
2017-05-03,48.5149
2017-07-07,-17.4867
2017-08-01,-18.397
2017-10-20,-0.9901
2017-10-26,0.0
2017-10-27,0.0
2017-11-02,-25.0
2017-11-29,-33.3333
2017-12-14,23.0
2017-12-15,62.6016
2017-12-22,0.0
2017-12-27,-50.0
2018-01-12,0.0
2018-01-31,180.0
2018-02-08,-64.2857
2018-07-09,200.0
2018-08-20,0.0
2018-08-24,-80.0
2018-08-28,733.3333
2018-09-04,-60.0
2018-09-19,150.0
2018-09-28,-60.0
2018-10-26,-50.0
2018-12-24,0.0
2019-01-11,0.0
2019-02-26,480.0
2019-02-27,-37.931
2019-03-05,0.0
2019-03-27,-8.3333
2019-04-23,-9.0909
2019-06-20,-33.2667
2019-06-28,49.8501
2019-07-09,-20.0
2019-07-16,14.5833
2019-07-26,45.4545
2019-07-30,-49.95
2019-08-07,49.8501
2019-09-05,-20.0
2019-09-18,0.0
2019-11-04,0.8333
2019-11-22,0.0
2019-12-02,-17.3554
2020-01-31,-49.9
2020-02-28,-0.1996
2020-06-15,210.0
2020-07-01,-64.5161
2020-07-13,260.0
2020-07-22,26.2626
2020-07-24,0.0
