ticker,UMAX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-02-21,0.0
2013-02-22,0.0
2013-03-28,0.6667
2013-04-01,1.9868000000000001
2013-04-02,0.6494
2013-04-03,0.6452
2013-04-04,0.641
2013-04-05,1.9108
2013-04-08,0.0
2013-04-09,1.875
2013-04-10,0.0
2013-04-11,1.227
2013-04-12,0.6061
2013-04-15,0.0
2013-04-16,0.0
2013-04-17,0.0
2013-04-18,1.2048
2013-04-19,0.5952
2013-04-22,0.0
2013-04-23,2.9586
2013-04-24,0.0
2013-04-25,2.2989
2013-04-26,0.0
2013-04-29,0.0
2013-04-30,1.1236
2013-05-01,-0.5556
2013-05-02,1.1173
2013-05-03,0.5525
2013-05-06,0.5495
2013-05-07,0.0
2013-05-08,1.0929
2013-05-09,0.0
2013-05-10,0.5405
2013-05-13,0.0
2013-05-14,0.0
2013-05-15,0.5376
2013-05-16,1.0695000000000001
2013-05-17,0.0
2013-05-20,0.0
2013-05-21,1.0582
2013-05-22,0.5236
2013-05-23,0.0
2013-05-24,0.0
2013-05-28,0.5208
2013-05-29,0.0
2013-05-30,0.5181
2013-05-31,0.0
2013-06-03,1.0309
2013-06-04,0.5102
2013-06-05,0.0
2013-06-06,0.5076
2013-06-07,0.0
2013-06-10,0.5051
2013-06-11,0.0
2013-06-12,1.005
2013-06-13,0.4975
2013-06-14,0.0
2013-06-17,0.0
2013-06-18,0.495
2013-06-19,0.0
2013-06-20,0.4926
2013-06-21,0.9804
2013-06-24,0.4854
2013-06-25,-0.9662
2013-06-26,1.9512
2013-06-27,0.0
2013-06-28,0.0
2013-07-01,0.4785
2013-07-02,0.4762
2013-07-03,0.0
2013-07-05,-0.4739
2013-07-08,0.4762
2013-07-09,-0.4739
2013-07-10,0.0
2013-07-11,0.0
2013-07-12,0.9524
2013-07-15,35.3774
2013-07-16,-21.6028
2013-07-17,0.8889
2013-07-18,-2.6432
2013-07-19,4.0724
2013-07-22,0.0
2013-07-23,0.8696
2013-07-24,0.0
2013-07-25,-0.431
2013-07-26,0.0
2013-07-29,0.0
2013-07-30,2.5974
2013-07-31,0.8439
2013-08-01,1.2551999999999999
2013-08-02,0.8264
2013-08-05,0.8197
2013-08-06,0.4065
2013-08-07,-23.0769
2013-08-08,34.2105
2013-08-09,3.5294
2013-08-12,1.1364
2013-08-13,0.3745
2013-08-14,0.0
2013-08-15,0.3731
2013-08-16,0.3717
2013-08-19,0.3704
2013-08-20,0.0
2013-08-21,0.738
2013-08-22,0.7326
