ticker,AGOL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-03,4.5455
2016-08-29,-99.1304
2019-03-28,5950.0
2019-03-29,42.1488
2019-04-01,6.9767
2019-04-02,8.6957
2019-04-03,-20.0
2019-04-04,12.5
2019-04-05,-6.6667
2019-04-08,-4.7619
2019-04-09,5.0
2019-04-10,19.0476
2019-04-11,2.0
2019-04-12,3.9215999999999998
2019-04-15,3.7736
2019-04-17,3.6364
2019-04-18,0.0
2019-04-23,-12.2807
2019-04-24,2.0
2019-04-25,1.9607999999999999
2019-04-26,3.8462
2019-04-29,-7.4074
2019-04-30,0.0
2019-05-01,2.0
2019-05-02,1.9607999999999999
2019-05-03,-1.9231
2019-05-06,1.9607999999999999
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,9.6154
2019-05-10,0.0
2019-05-14,28.0702
2019-05-15,-2.7397
2019-05-16,5.6338
2019-05-17,-12.0
2019-05-20,3.0303
2019-05-21,0.0
2019-05-22,-2.9412000000000003
2019-05-23,1.5152
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,4.4776
2019-05-30,-2.8571
2019-05-31,-2.9412000000000003
2019-06-03,1.5152
2019-06-04,-8.9552
2019-06-05,22.9508
2019-06-06,-13.3333
2019-06-07,-1.5385
2019-06-10,-1.5625
2019-06-11,0.0
2019-06-12,-12.6984
2019-06-13,9.0909
2019-06-14,3.3333
2019-06-17,-4.8387
2019-06-18,13.5593
2019-06-19,-15.3731
2019-06-20,11.1111
2019-06-21,-3.1746
2019-06-24,1.6393
2019-06-25,-3.2258
2019-06-26,0.0
2019-06-27,10.0
2019-07-01,1.5152
2019-07-02,0.0
2019-07-03,4.3284
2019-07-05,-5.5794
2019-07-08,7.5758
2019-07-09,-2.1127
2019-07-10,0.0
2019-07-11,-6.4748
2019-07-16,0.0
2019-07-17,1.5385
2019-07-31,1.5152
2019-08-05,-2.9851
2019-08-07,-1.5385
2019-08-08,7.8125
2019-08-09,1.4493
2019-08-12,0.0
2019-08-15,-10.0
2019-08-22,-1.5873
2019-09-09,12.9032
2019-09-16,-8.5714
2019-09-17,7.8125
2019-09-19,0.0
2019-09-23,0.0
2019-09-24,8.6957
2019-09-25,2.6667
2019-09-26,-10.3896
2019-09-27,8.6957
2019-09-30,0.0
2019-10-01,0.0
2019-10-02,-1.3333
2019-10-07,1.3514
2019-10-08,-2.6667
2019-10-09,-1.3699
2019-10-11,2.7778
2019-10-15,0.0
2019-10-18,-2.7027
2019-10-24,-4.1667
2019-10-29,-4.3478
2019-10-31,-4.5455
2019-11-01,6.3492
2019-11-04,-2.9851
2019-11-05,3.0769
2019-11-06,-10.4478
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,-3.3333
2019-11-12,-5.1724
2019-11-14,18.1818
2019-11-21,7.6923
2019-11-22,0.0
2019-11-25,-7.1429
2019-12-23,-6.1538
2019-12-30,4.918
2020-01-15,-9.375
2020-01-21,3.4483
2020-01-23,8.35
2020-02-10,-9.2447
2020-02-13,1.6949
2020-02-20,-5.0
2020-02-24,-1.7544
2020-02-25,0.0
2020-02-26,7.1429
2020-02-27,-6.5583
2020-02-28,-0.1159
2020-03-02,-53.5714
2020-03-03,-13.9231
2020-03-04,6.1215
2020-03-06,-36.8421
2020-03-09,-14.9333
2020-03-10,1.8809
2020-03-17,0.0
2020-03-18,53.8462
2020-03-23,-10.0
2020-03-27,44.4444
2020-03-30,15.3846
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,26.6667
2020-04-03,0.0
2020-04-06,0.0
2020-04-07,-13.1579
2020-04-08,-9.0909
2020-04-09,-8.3333
2020-04-13,-9.0909
2020-04-14,-20.0
2020-04-16,50.0
2020-04-17,40.0
2020-04-20,0.0
2020-04-23,11.9048
2020-04-24,0.0
2020-04-27,-12.766
2020-04-28,-7.3171
2020-05-13,-38.1579
2020-05-15,2.1277
2020-05-19,25.0
2020-05-20,-13.3333
2020-05-21,0.0
2020-05-22,-19.2308
2020-05-26,-28.5714
2020-05-27,73.3333
2020-05-28,0.0
2020-05-29,-30.7692
2020-06-01,5.5556
2020-06-02,-10.526299999999999
2020-06-04,-11.7647
2020-06-05,0.0
2020-06-09,13.3333
2020-06-16,-11.7647
2020-06-17,-13.3333
2020-06-18,-7.6923
2020-06-22,41.6667
2020-06-24,0.0
2020-06-25,-11.7647
2020-06-26,0.0
2020-06-29,-13.3333
2020-06-30,15.3846
2020-07-02,8.2667
2020-07-06,-4.5628
2020-07-07,-6.4456
2020-07-10,13.7931
2020-07-15,-15.1515
2020-07-20,14.2857
2020-07-21,-6.25
2020-07-23,33.2667
2020-07-28,-34.9675
2020-07-30,0.0
2020-07-31,0.0
