ticker,EXDI US Equity
2018-06-27,-23.5294
2018-06-28,-1.5
2018-06-29,87.4268
2018-07-05,-25.0
2018-07-06,-61.1111
2018-07-09,157.1429
2018-07-12,31.1111
2018-07-13,1.6949
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,-33.3333
2018-07-20,0.0
2018-07-23,-25.0
2018-07-24,11.6667
2018-07-25,-5.9701
2018-07-26,-3.9683
2018-07-27,-4.9587
2018-08-02,-39.1304
2018-08-03,-14.2857
2018-08-07,0.0
2018-08-08,-33.3333
2018-08-09,50.0
2018-08-10,33.3333
2018-08-14,25.0
2018-08-23,-58.0
2018-08-24,42.8571
2018-08-27,0.0
2018-08-29,133.3333
2018-08-30,42.8571
2018-08-31,-11.0
2018-09-06,178.6517
2018-09-07,-11.2903
2018-09-10,-16.8182
2018-09-17,-45.3552
2018-09-20,-30.0
2018-09-21,-12.1429
2018-09-25,-2.439
2018-09-26,-16.6667
2018-09-27,-20.0
2018-10-03,-10.0
2018-10-04,-2.7778
2018-10-08,-5.7143
2018-10-11,-36.3636
2018-10-12,90.4762
2018-10-17,-5.0
2018-10-22,5.2632
2018-10-23,0.0
2018-10-26,25.0
2018-10-29,-20.0
2018-10-30,12.5
2018-10-31,-20.0
2018-11-02,0.0
2018-11-05,-16.6667
2018-11-06,0.0
2018-11-07,-16.6667
2018-11-08,20.0
2018-11-09,13.3333
2018-11-12,38.2353
2018-11-13,6.383
2018-11-14,10.0
2018-11-15,-18.1818
2018-11-16,42.2222
2018-11-19,4.6875
2018-11-20,-30.597
2018-11-21,0.0
2018-11-26,7.5269
2018-11-27,-6.0
2018-11-29,-6.383
2018-11-30,0.0
2018-12-06,-43.1818
2018-12-07,6.38
2018-12-10,-13.5176
2018-12-11,-50.0
2018-12-12,8.6957
2018-12-13,3.2
2018-12-14,-37.2093
2018-12-17,6.1728
2018-12-18,5.814
2018-12-19,-2.1978
2018-12-20,-26.9663
2018-12-21,53.8462
2018-12-24,-20.0
2018-12-26,25.0
2018-12-27,-40.0
2018-12-28,33.3333
2018-12-31,136.25
2019-01-02,-36.5079
2019-01-03,25.0
2019-01-04,-16.6667
2019-01-07,44.0
2019-01-08,21.6667
2019-01-09,-26.9406
2019-01-10,24.6875
2019-01-11,75.4386
2019-01-14,-28.5714
2019-01-15,380.0
2019-01-16,-49.9167
2019-01-17,23.1281
2019-01-18,35.1351
2019-01-22,0.0
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,-10.0
2019-01-28,11.1111
2019-01-29,-30.0
2019-01-30,-1.0
2019-01-31,2.5974
2019-02-01,12.5176
2019-02-04,12.5
2019-02-05,-5.6667
2019-02-06,-41.1072
2019-02-07,20.0
2019-02-08,31.6667
2019-02-11,1.2658
2019-02-12,-1.25
2019-02-13,-20.2532
2019-02-14,26.9841
2019-02-15,0.125
2019-02-19,-0.1248
2019-02-20,18.75
2019-02-21,-5.2632
2019-02-22,73.8889
2019-02-25,-4.1534
2019-02-26,-33.3333
2019-02-27,14.95
2019-02-28,-13.0057
2019-03-01,30.0
2019-03-04,7.6923
2019-03-05,-7.1429
2019-03-06,-7.6923
2019-03-07,4.2083
2019-03-08,5.5578
2019-03-12,0.3788
2019-03-13,27.3585
2019-03-14,29.6296
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,-11.4286
2019-03-22,-3.2258
2019-03-25,13.3333
2019-03-26,-11.7647
2019-03-27,0.0
2019-03-28,-10.0
2019-03-29,37.037
2019-04-01,-10.8108
2019-04-02,-6.0606
2019-04-03,7.7419
2019-04-04,-1.1976
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,-5.4545
2019-04-10,-19.8718
2019-04-11,23.2
2019-04-12,-2.5974
2019-04-15,-33.3333
2019-04-16,10.0
2019-04-17,-13.6364
2019-04-18,-5.2632
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,10.0
2019-04-25,-19.1919
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,0.625
2019-05-01,16.7702
2019-05-02,-9.5745
2019-05-03,0.0
2019-05-06,-5.8824
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,6.25
2019-05-13,-17.647100000000002
2019-05-14,-1.4285999999999999
2019-05-15,15.942
2019-05-16,25.0
2019-05-17,-24.0
2019-05-20,6.5789
2019-05-21,0.0
2019-05-22,1.2346
2019-05-23,-6.0854
2019-05-24,-0.013
2019-05-28,0.0
2019-05-29,16.8831
2019-05-30,-4.4444
2019-05-31,16.2791
2019-06-03,-3.5
2019-06-04,-3.1088
2019-06-05,1.6042999999999998
2019-06-06,10.526299999999999
2019-06-07,6.6667
2019-06-10,0.0
2019-06-11,5.3571
2019-06-12,0.8475
2019-06-13,0.0
2019-06-14,-11.7647
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,-3.8095
2019-06-21,0.0
2019-06-24,0.9901
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,-6.8627
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,5.2632
2019-07-03,0.0
2019-07-05,1.0
2019-07-08,8.9109
2019-07-09,4.5455
2019-07-10,1.7391
2019-07-11,-0.8547
2019-07-12,7.7586
2019-07-15,0.0
2019-07-16,11.2
2019-07-17,2.1583
2019-07-18,-6.338
2019-07-19,5.2632
2019-07-22,-7.8571
2019-07-23,0.7752
2019-07-24,3.8462
2019-07-25,-17.7778
2019-07-26,-0.9009
2019-07-29,2.7273
2019-07-30,9.7345
2019-07-31,-7.2581
2019-08-01,7.8261
2019-08-02,0.0
2019-08-05,-4.0323
2019-08-06,7.563
2019-08-07,-7.0313
2019-08-08,3.3613
2019-08-09,1.626
2019-08-12,14.4
2019-08-13,-5.5944
2019-08-14,2.2222
2019-08-15,-8.6957
2019-08-16,7.9365
2019-08-19,-6.6176
2019-08-20,-4.7244
2019-08-21,-4.1322
2019-08-22,9.4828
2019-08-23,-5.5118
2019-08-26,-8.3333
2019-08-27,0.0
2019-08-28,2.7273
2019-08-29,0.885
2019-08-30,-7.8947
2019-09-03,4.7619
2019-09-04,0.0
2019-09-05,0.9091
2019-09-06,-0.9009
2019-09-09,9.0909
2019-09-10,-8.3333
2019-09-11,0.9091
2019-09-12,-5.4054
2019-09-13,-4.7619
2019-09-16,0.0
2019-09-17,-10.0
2019-09-18,0.0
2019-09-19,11.1111
2019-09-20,-8.0
2019-09-23,-37.5
2019-09-24,22.1739
2019-09-25,-11.7438
2019-09-26,19.3387
2019-09-27,-12.1638
2019-09-30,-1.5232999999999999
2019-10-01,12.4219
2019-10-02,-9.6734
2019-10-03,-1.5232999999999999
2019-10-04,1.5625
2019-10-07,7.6923
2019-10-08,-7.1429
2019-10-09,15.3846
2019-10-10,-14.6667
2019-10-11,-8.5938
2019-10-14,11.1111
2019-10-15,21.5385
2019-10-16,-1.2658
2019-10-17,-8.9744
2019-10-18,-1.4085
2019-10-21,-1.4285999999999999
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,-1.4493
2019-10-25,-5.8824
2019-10-28,23.3594
2019-10-29,7.6631
2019-10-30,-5.8824
2019-10-31,-12.5
2019-11-01,0.0
2019-11-04,5.7143
2019-11-05,6.7568
2019-11-06,-8.8608
2019-11-07,-9.7222
2019-11-08,4.6
2019-11-11,2.9416
2019-11-12,-1.0001
2019-11-13,-9.0778
2019-11-14,-4.7619
2019-11-15,-1.6667
2019-11-18,-4.2542
2019-11-19,-4.4079
2019-11-20,9.2593
2019-11-21,16.1017
2019-11-22,-12.4088
2019-11-25,0.0
2019-11-26,19.9833
2019-11-27,-9.7097
2019-11-29,0.0
2019-12-02,-7.6923
2019-12-03,-1.6667
2019-12-04,-2.0339
2019-12-05,1.7301
2019-12-06,-6.7687
2019-12-09,-4.9617
2019-12-10,-14.3474
2019-12-11,12.0448
2019-12-12,0.0
2019-12-13,-2.0
2019-12-16,-18.3673
2019-12-17,10.0
2019-12-18,9.0682
2019-12-19,-4.1467
2019-12-20,-2.2174
2019-12-23,-11.3384
2019-12-24,0.3009
2019-12-26,2.5
2019-12-27,-12.1951
2019-12-30,0.0
2019-12-31,11.1111
2020-01-02,-2.9962999999999997
2020-01-03,-9.9648
2020-01-06,-14.1262
2020-01-07,10.0
2020-01-08,-6.0606
2020-01-09,6.4516
2020-01-10,15.1515
2020-01-13,-5.2632
2020-01-14,6.2569
2020-01-15,7.1825
2020-01-16,2.439
2020-01-17,-9.5238
2020-01-21,2.6052999999999997
2020-01-22,-6.3863
2020-01-23,35.5616
2020-01-24,-9.1754
2020-01-27,-13.2399
2020-01-28,2.5648
2020-01-29,-9.9775
2020-01-30,5.5278
2020-01-31,-5.2382
2020-02-03,5.5556
2020-02-04,-5.9211
2020-02-05,0.0
2020-02-06,1.3986
2020-02-07,3.4483
2020-02-10,3.9733
2020-02-11,-7.6686
2020-02-12,-8.9583
2020-02-13,-8.4973
2020-02-14,0.0
2020-02-18,11.0037
2020-02-19,-9.8828
2020-02-20,-3.3333
2020-02-21,1.87
2020-02-24,1.5493000000000001
2020-02-25,-16.6667
2020-02-26,-4.0
2020-02-27,-12.5417
2020-02-28,31.4912
2020-03-02,-3.0797
2020-03-03,21.4766
2020-03-04,-10.7555
2020-03-05,-0.431
2020-03-06,-20.3463
2020-03-09,0.0
2020-03-10,8.6957
2020-03-11,-6.0
2020-03-12,-4.2553
2020-03-13,-24.4889
2020-03-16,-3.4726
2020-03-17,-14.9695
2020-03-18,-6.7766
2020-03-19,-7.6923
2020-03-20,-16.6667
2020-03-23,0.0
2020-03-24,2.5
2020-03-25,7.3171
2020-03-26,4.5455
2020-03-27,-4.3478
2020-03-30,-6.8182
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.4878
2020-04-03,6.7961
2020-04-06,-4.5455
2020-04-07,4.7619
2020-04-08,-22.7273
2020-04-09,17.647100000000002
2020-04-13,-10.0
2020-04-14,27.7778
2020-04-15,-21.7391
2020-04-16,11.1111
2020-04-17,-10.0
2020-04-20,2.7778
2020-04-21,8.1081
2020-04-22,-7.5
2020-04-23,7.5676
2020-04-24,8.0402
2020-04-27,2.3256
2020-04-28,27.2727
2020-04-29,35.7143
2020-04-30,31.0526
2020-05-01,-1.2048
2020-05-04,-2.6423
2020-05-05,1.7745
2020-05-06,-1.5385
2020-05-07,-9.1667
2020-05-08,-18.2339
2020-05-11,7.3212
2020-05-12,-0.7919
2020-05-13,-0.2029
2020-05-14,5.3326
2020-05-15,-19.7995
2020-05-18,6.25
2020-05-19,5.8824
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,-1.7361
2020-05-26,-15.1943
2020-05-27,0.0
2020-05-28,-0.1333
2020-05-29,-6.5421
2020-06-01,-14.2857
2020-06-02,-4.1667
2020-06-03,-4.2609
2020-06-04,8.6285
2020-06-05,-2.592
2020-06-08,3.4335
2020-06-09,-7.8838
2020-06-10,-0.2703
2020-06-11,-9.6658
2020-06-12,6.25
2020-06-15,22.352899999999998
2020-06-16,1.5385
2020-06-17,0.0
2020-06-18,-12.9545
2020-06-19,-4.2646
2020-06-22,0.0
2020-06-23,-9.0909
2020-06-24,7.5
2020-06-25,2.4186
2020-06-26,-3.7239
2020-06-29,-0.9434
2020-06-30,-4.7619
2020-07-01,-3.5
2020-07-02,3.6269
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,-9.0
2020-07-09,15.7143
2020-07-10,-6.4577
2020-07-13,-4.467
2020-07-14,-2.1254
2020-07-15,-13.1379
2020-07-16,16.25
2020-07-17,0.0
2020-07-20,18.3871
2020-07-21,-0.0908
2020-07-22,-13.6364
2020-07-23,-5.2632
2020-07-24,11.1111
2020-07-27,-25.0
2020-07-28,11.46
2020-07-29,-16.1433
2020-07-30,21.2553
2020-07-31,-5.8824
