ticker,CLWT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,14.7059
2000-01-04,0.0
2000-01-05,0.0
2000-01-06,0.0
2000-01-11,-5.1282
2000-01-12,-8.1081
2000-01-13,0.0
2000-01-14,0.0
2000-01-18,47.0588
2000-01-19,4.0
2000-01-20,-15.3846
2000-01-21,45.4545
2000-01-24,3.125
2000-01-25,28.7879
2000-01-26,-15.2941
2000-01-27,4.1667
2000-01-28,12.0
2000-01-31,-14.2857
2000-02-01,11.1111
2000-02-02,0.0
2000-02-03,-2.5
2000-02-04,-12.8205
2000-02-07,-5.8824
2000-02-08,15.625
2000-02-09,-29.7297
2000-02-10,23.0769
2000-02-11,6.25
2000-02-14,-14.7059
2000-02-15,3.4483
2000-02-16,-3.3333
2000-02-17,-31.0345
2000-02-18,40.0
2000-02-22,25.0
2000-02-23,-2.8571
2000-02-24,-2.9412000000000003
2000-02-25,-3.0303
2000-02-28,12.5
2000-02-29,0.0
2000-03-01,-11.1111
2000-03-02,3.125
2000-03-03,24.2424
2000-03-06,-14.6341
2000-03-07,8.5714
2000-03-08,0.0
2000-03-09,247.3684
2000-03-10,-11.3636
2000-03-13,-5.9829
2000-03-14,-11.818200000000001
2000-03-15,7.2165
2000-03-16,-1.9231
2000-03-17,-11.7647
2000-03-20,-6.6667
2000-03-21,-35.7143
2000-03-22,-3.7037
2000-03-23,14.4231
2000-03-24,21.0084
2000-03-27,0.0
2000-03-28,16.6667
2000-03-29,-4.7619
2000-03-30,-3.75
2000-03-31,-2.5974
2000-04-03,0.0
2000-04-04,-25.3333
2000-04-05,0.0
2000-04-06,-12.5
2000-04-07,-2.0408
2000-04-10,0.0
2000-04-11,0.0
2000-04-12,-4.1667
2000-04-13,-4.3478
2000-04-14,-13.6364
2000-04-17,-21.0526
2000-04-18,18.3333
2000-04-19,-4.2254
2000-04-20,-5.8824
2000-04-24,6.25
2000-04-25,17.647100000000002
2000-04-26,-10.0
2000-04-27,-5.5556
2000-04-28,0.0
2000-05-01,5.8824
2000-05-02,13.8889
2000-05-03,-2.439
2000-05-04,0.0
2000-05-05,2.5
2000-05-08,12.1951
2000-05-09,6.5217
2000-05-10,-14.2857
2000-05-11,9.5238
2000-05-12,-8.6957
2000-05-15,8.3333
2000-05-16,-3.2967
2000-05-17,0.0
2000-05-18,12.5
2000-05-19,-11.1111
2000-05-22,-6.8182
2000-05-23,-15.8537
2000-05-24,4.3478
2000-05-25,0.0
2000-05-26,-4.1667
2000-05-30,-7.2464
