ticker,SKYL US Equity
2005-09-09,51.1628
2005-09-12,18.4615
2005-09-13,-1.2987
2005-09-14,-14.473700000000001
2005-09-15,-30.7692
2005-09-16,0.0
2005-09-19,0.0
2005-09-20,2.2222
2005-09-21,19.5652
2005-09-22,14.5455
2005-09-28,0.0
2005-09-29,1.5873
2005-09-30,14.0625
2005-10-04,-10.9589
2005-10-05,-9.2308
2005-10-06,-20.339
2005-10-07,27.6596
2005-10-10,-16.6667
2005-10-11,-4.0
2005-10-12,6.25
2005-10-14,11.7647
2005-10-18,-12.2807
2005-10-19,4.0
2005-10-20,-19.2308
2005-10-24,16.6667
2005-10-25,-12.2449
2005-10-26,0.0
2005-10-27,11.6279
2005-10-28,-0.2083
2005-10-31,165.1357
2005-11-01,-37.0079
2005-11-02,-30.0
2005-11-03,16.0714
2005-11-04,0.0
2005-11-07,-7.6923
2005-11-08,-13.3333
2005-11-09,-3.8462
2005-11-10,-4.0
2005-11-11,2.0833
2005-11-14,0.0
2005-11-15,-8.1633
2005-11-16,6.6667
2005-11-18,-13.5417
2005-11-21,-10.8434
2005-11-22,-5.4054
2005-11-23,22.8571
2005-11-25,4.6512
2005-11-28,11.1111
2005-11-29,2.0
2005-11-30,19.6078
2005-12-01,-26.2295
2005-12-02,2.2222
2005-12-05,-13.0435
2005-12-06,0.0
2005-12-07,-2.5
2005-12-08,-1.2821
2005-12-09,3.8961
2005-12-12,0.0
2005-12-13,-2.5
2005-12-14,0.0
2005-12-15,-7.6923
2005-12-19,11.1111
2005-12-20,-7.5
2005-12-21,2.7027
2005-12-22,-2.6316
2005-12-23,0.0
2005-12-27,1.3514
2005-12-28,-4.0
2005-12-29,18.0556
2005-12-30,-24.7059
2006-01-03,9.375
2006-01-04,5.7143
2006-01-05,2.7027
2006-01-06,-2.6316
2006-01-09,10.8108
2006-01-10,2.439
2006-01-11,7.1429
2006-01-12,-2.2222
2006-01-13,-4.5455
2006-01-17,-4.7619
2006-01-19,-5.0
2006-01-20,0.0
2006-01-23,18.4211
2006-01-24,-6.6667
2006-01-26,-4.7619
2006-01-27,0.0
2006-01-30,0.0
2006-01-31,-5.0
2006-02-02,-7.8947
2006-02-03,5.7143
2006-02-07,2.7027
2006-02-08,-7.8947
2006-02-09,8.5714
2006-02-10,-5.2632
2006-02-13,5.5556
2006-02-14,2.6316
2006-02-15,-2.5641
2006-02-21,10.526299999999999
2006-02-22,0.0
2006-02-23,9.5238
2006-02-24,6.5217
2006-02-27,-2.0408
2006-02-28,-2.0833
2006-03-01,0.0
2006-03-02,-4.2553
2006-03-03,2.2222
2006-03-06,4.3478
2006-03-07,4.1667
2006-03-08,4.0
2006-03-09,0.0
2006-03-13,-1.9231
2006-03-14,3.9215999999999998
2006-03-15,-1.8868
2006-03-16,0.0
2006-03-21,-3.8462
2006-03-22,0.0
2006-03-28,2.0
2006-03-30,0.0
2006-04-10,3.9215999999999998
2006-04-18,-7.5472
2006-04-20,-6.1224
2006-04-21,10.8696
2006-04-25,-1.9607999999999999
2006-04-26,0.0
2006-04-27,-4.0
2006-05-01,-6.25
2006-05-02,0.0
2006-05-03,-2.2222
2006-05-08,0.0
2006-05-09,15.9091
2006-05-11,-11.7647
2006-05-12,-11.1111
2006-05-15,12.5
2006-05-26,-17.7778
2006-05-31,2.7027
2006-06-01,-3.9474
2006-06-02,2.7397
2006-06-05,0.0
2006-06-06,14.6667
2006-06-07,-12.7907
2006-06-08,-1.3333
2006-06-12,-1.3514
2006-06-13,6.8493
2006-06-14,-3.8462
2006-06-15,0.0
2006-06-16,0.0
2006-06-20,6.6667
2006-06-28,5.0
2006-06-30,-4.7619
2006-07-05,0.0
2006-07-06,-7.5
2006-07-07,0.0
2006-07-10,-1.8919000000000001
2006-07-13,0.551
2006-07-18,4.1096
2006-07-19,23.6842
2006-07-21,-10.6383
2006-07-24,2.3810000000000002
2006-07-25,0.0
2006-07-26,0.0
2006-07-27,4.6512
2006-07-31,-4.4444
2006-08-01,0.0
2006-08-02,0.0
2006-08-03,0.0
2006-08-04,4.6512
2006-08-07,0.0
2006-08-08,0.0
2006-08-09,0.0
2006-08-10,0.0
2006-08-15,-4.4444
2006-08-16,0.0
2006-08-17,0.0
2006-08-18,0.0
2006-08-23,0.0
2006-08-25,4.6512
2006-08-28,-4.4444
2006-08-29,0.0
2006-08-31,0.0
2006-09-06,0.0
2006-09-07,0.0
2006-09-08,0.0
2006-09-11,0.0
2006-09-12,0.0
2006-09-13,0.0
2006-09-14,0.0
2006-09-21,0.0
2006-09-28,0.0
2006-10-06,6.9767
2006-10-11,0.0
2006-10-16,-2.1739
2006-10-18,-2.2222
2006-10-19,0.0
2006-10-23,0.0
2006-10-25,2.2727
2006-10-26,-2.2222
2006-10-27,0.0
2006-10-30,0.0
2006-10-31,0.0
2006-11-01,0.0
2006-11-02,0.0
2006-11-03,0.0
2006-11-06,0.0
2006-11-07,0.0
2006-11-13,0.0
2006-11-16,-9.0909
2006-11-20,-5.0
2006-11-21,-2.6316
2006-11-22,2.7027
2006-11-27,10.526299999999999
2006-11-28,0.0
2006-11-30,2.3810000000000002
2006-12-01,-6.9767
2006-12-04,5.0
2006-12-05,-4.7619
2006-12-07,5.0
2006-12-12,-4.7619
2006-12-14,5.0
2006-12-19,-4.7619
2006-12-29,7.5
2007-01-03,-11.6279
2007-01-08,0.0
2007-01-09,0.0
2007-01-16,0.0
2007-01-18,5.0
2007-01-24,0.0
2007-01-29,0.0
2007-01-30,-4.7619
2007-01-31,0.0
2007-02-01,-5.2632
2007-02-05,5.5556
2007-02-06,2.6316
2007-02-07,0.0
2007-02-08,7.6923
2007-02-09,7.1429
2007-02-12,-11.1111
2007-02-13,-2.5
2007-02-14,2.5641
2007-02-15,-9.75
2007-02-16,13.2964
2007-02-20,0.0
2007-02-21,0.2445
2007-02-22,-2.439
2007-02-23,5.0
2007-02-26,2.3810000000000002
2007-03-01,-6.9767
2007-03-02,2.5
2007-03-05,-2.439
2007-03-06,5.0
2007-03-13,-7.1429
2007-03-15,7.6923
2007-03-22,-11.9048
2007-03-23,8.1081
2007-03-30,-5.0
2007-04-10,5.2632
2007-04-16,-5.0
2007-04-18,5.0
2007-04-19,-12.2807
2007-04-20,14.2857
2007-04-23,-10.0
2007-04-24,11.1111
2007-04-25,0.0
2007-04-26,0.0
2007-04-27,-17.5
2007-04-30,21.2121
2007-05-02,-2.5
2007-05-03,0.0
2007-05-25,-5.1282
2007-05-29,0.0
2007-06-01,-5.4054
2007-06-04,-2.8571
2007-06-06,-5.8824
2007-06-07,3.125
2007-06-14,0.0
2007-06-21,0.0
2007-06-25,3.0303
2007-06-27,2.9412000000000003
2007-07-02,-5.7143
2007-07-05,0.0
2007-07-06,3.0303
2007-07-17,-20.5882
2007-07-23,18.5185
2007-07-25,-12.5
2007-07-26,0.0
2007-07-27,0.0
2007-07-30,0.0
2007-07-31,0.0
2007-08-01,10.7143
2007-08-02,0.0
2007-08-06,0.0
2007-08-07,0.0
2007-08-08,0.0
2007-08-09,0.0
2007-08-14,-16.129
2007-08-15,3.8462
2007-08-16,14.8148
2007-08-20,-3.2258
2007-08-21,-6.6667
2007-08-28,0.0
2007-08-29,0.0
2007-09-06,5.3571
2007-09-19,-1.6949
2007-09-20,-6.8966
2007-09-25,3.7037
2007-09-27,0.0
2007-10-02,3.5714
2007-10-09,-3.4483
2007-10-10,0.0
2007-10-16,0.0
2007-10-17,0.0
2007-10-18,0.0
2007-10-19,0.0
2007-10-22,0.0
2007-10-23,7.1429
2007-10-24,0.0
2007-10-25,-3.3333
2007-10-29,-3.4483
2007-10-31,0.0
2007-11-19,3.5714
2007-11-23,-3.4483
2007-11-28,0.0
2007-11-29,3.5714
2007-12-04,3.4483
2007-12-05,-3.3333
2007-12-06,-3.4483
2007-12-10,0.0
2007-12-11,0.0
2007-12-24,0.0
2007-12-27,0.0
2008-01-02,0.0
2008-01-03,-3.5714
2008-01-07,3.7037
2008-01-16,0.0
2008-01-23,0.0
2008-01-24,0.0
2008-01-25,0.0
2008-01-28,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-07,7.1429
2008-02-08,0.0
2008-02-12,-6.6667
2008-02-13,0.0
2008-02-14,0.0
2008-02-20,0.0
2008-02-25,0.0
2008-02-28,0.0
2008-02-29,3.5714
2008-03-03,-3.4483
2008-03-05,0.0
2008-03-10,0.0
2008-03-17,3.5714
2008-04-02,-3.4483
2008-04-16,-17.8571
2008-04-17,0.0
2008-04-22,17.3913
2008-04-23,-11.1111
2008-04-24,16.6667
2008-04-30,-3.5714
2008-05-05,-7.4074
2008-06-11,0.0
2008-06-16,0.0
2008-06-17,0.0
2008-07-21,-4.0
2008-07-28,-16.6667
2008-07-29,0.0
2008-07-30,-10.0
2008-07-31,11.1111
2008-08-05,-15.0
2008-08-07,-11.7647
2008-08-08,0.0
2008-08-11,-13.3333
2008-08-12,-7.6923
2008-08-13,16.6667
2008-08-18,0.0
2008-08-20,7.1429
2008-09-11,0.0
2008-09-15,-33.3333
2008-09-17,-10.0
2008-10-09,33.3333
2008-10-10,-25.0
2008-10-15,0.0
2008-10-22,-33.3333
2008-11-12,16.6667
2008-11-28,-28.5714
2008-12-01,-20.0
2008-12-10,0.0
2008-12-24,75.0
2009-01-21,-42.8571
2009-02-06,0.0
2009-03-16,50.0
2009-04-07,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-14,0.0
2009-05-20,0.0
2009-06-05,0.0
2009-06-09,0.0
2009-06-18,0.0
2009-06-25,0.0
2009-07-06,0.0
2009-07-09,0.0
2009-07-24,-63.3333
2009-07-28,172.7273
2009-07-29,0.0
2009-08-06,0.0
2009-08-26,33.3333
2009-08-28,87.5
2009-09-01,0.0
2009-09-02,0.0
2009-09-04,0.0
2009-09-30,0.0
2009-10-12,0.0
2009-10-23,-60.0
2009-10-26,0.0
2009-10-27,0.0
2009-11-09,83.3333
2009-11-18,-45.4545
2009-12-16,0.0
2009-12-30,0.0
2010-01-07,0.0
2010-01-12,0.0
2010-01-29,-33.3333
2010-02-11,0.0
2010-03-05,0.0
2010-03-10,0.0
2010-03-12,0.0
2010-03-15,-45.0
2010-03-22,-9.0909
2010-03-23,-50.0
2010-03-25,60.0
2010-04-13,-37.5
2010-04-15,-50.0
2010-04-16,20.0
2010-04-30,233.3333
2010-05-05,-70.0
2010-06-04,233.3333
2010-06-07,0.0
2010-07-16,50.0
2010-08-03,0.0
2010-08-12,0.0
2010-09-27,-33.3333
2010-09-28,0.0
2010-10-14,0.0
2010-12-01,0.0
2010-12-02,0.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-14,25.0
2010-12-20,0.0
2010-12-27,0.0
2010-12-30,20.0
2011-01-06,0.0
2011-01-12,-33.3333
2011-02-28,-70.0
2011-03-04,0.0
2011-04-13,150.0
2011-06-08,93.3333
2011-06-09,0.0
2011-06-13,106.8966
2011-06-14,-16.6667
2011-06-15,-20.0
2011-06-16,0.0
2011-06-17,-24.6875
2011-06-22,32.7801
2011-06-24,-17.5
2011-06-27,-9.0909
2011-07-01,0.0
2011-07-06,10.0
2011-07-11,21.2121
2011-07-12,0.0
2011-07-15,12.5
2011-07-19,33.3333
2011-07-20,25.0
2011-07-21,6.6667
2011-07-26,-25.0
2011-07-29,0.0
2011-08-01,16.6667
2011-08-02,0.0
2011-08-04,-10.0
2011-08-05,-4.7619
2011-08-15,-16.6667
2011-08-22,0.0
2011-09-08,-20.0
2011-09-19,0.0
2011-09-30,-25.0
2011-12-08,0.0
2011-12-12,-16.6667
2012-01-03,-20.0
2012-01-05,0.0
2012-01-31,50.0
2012-02-29,0.0
2012-04-12,0.0
2012-04-19,0.0
2012-05-07,0.0
2012-05-14,0.0
2012-05-15,-33.3333
2012-05-17,25.0
2012-06-06,0.0
2012-06-29,0.0
2012-08-30,-28.0
2012-09-10,-16.6667
2012-09-20,0.0
2012-09-21,0.0
2012-10-10,0.0
2012-10-17,-40.0
2012-10-22,0.0
2012-10-23,0.0
2012-11-08,0.0
2012-11-12,11.1111
2013-01-23,0.0
2013-01-25,0.0
2013-06-06,-21.0
2013-06-17,-24.0506
2013-07-15,0.0
2013-08-26,-16.6667
2013-09-03,0.0
2013-09-09,0.0
2013-09-25,58.0
2013-12-20,-36.7089
2014-01-13,0.0
2014-02-26,-40.0
2014-02-27,-16.6667
2014-03-06,-20.0
2014-03-12,0.0
2014-03-20,-25.0
2014-03-26,0.0
2014-03-31,-33.3333
2014-04-16,0.0
2014-04-21,0.0
2014-05-14,0.0
2014-10-13,480.0
2014-10-27,-74.1379
2014-12-19,0.0
2015-05-05,0.0
2015-08-05,0.0
2016-01-15,0.0
2016-03-04,0.0
2016-03-23,33.3333
2016-03-29,50.0
2016-03-31,0.0
2016-04-04,-16.6667
2016-04-20,-16.0
2016-05-31,0.0
2016-06-15,0.0
2016-06-27,0.0
2016-06-30,-14.2857
2016-07-27,16.6667
2016-09-08,66.6667
2016-09-14,-28.5714
2016-11-16,0.0
2016-12-06,40.0
2016-12-07,-0.0357
2016-12-08,-14.2551
2016-12-14,98.2917
2016-12-16,0.0
2016-12-23,16.7997
2016-12-28,7.9428
2017-01-10,-20.0
2017-01-12,0.0
2017-01-23,-8.3333
2017-02-01,-9.0909
2017-03-06,0.0
2017-04-19,0.0
2017-05-11,-50.0
2017-05-31,-20.0
2017-06-22,-5.0
2017-06-28,0.0
2017-07-03,0.0
2017-07-05,-31.5789
2017-07-11,15.3846
2017-07-19,0.0
2017-10-10,-13.3333
2017-10-23,-7.6923
2017-11-01,-16.6667
2017-11-29,50.0
2018-06-01,-33.3333
2018-06-04,0.0
2018-06-06,-77.5
2019-10-18,16.6667
2019-11-27,90.4762
2020-01-15,-4.0
2020-01-22,41.6667
2020-02-07,-19.852899999999998
2020-02-11,-26.6055
2020-02-12,43.75
2020-05-05,56.5217
2020-05-19,-47.2222
