ticker,WPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-2.2222
2000-01-04,-0.3788
2000-01-05,-1.1407
2000-01-06,0.0
2000-01-07,0.0
2000-01-10,0.0
2000-01-11,-1.1538
2000-01-12,-1.1673
2000-01-13,0.7874
2000-01-14,3.125
2000-01-18,1.5152
2000-01-19,-0.3731
2000-01-20,1.8727
2000-01-21,1.8382
2000-01-24,-3.9711
2000-01-25,1.5038
2000-01-26,-0.7407
2000-01-27,2.2388
2000-01-28,-3.6496
2000-01-31,0.0
2000-02-01,0.7576
2000-02-02,0.0
2000-02-03,-0.3759
2000-02-04,0.3774
2000-02-07,-0.3759
2000-02-08,1.1320999999999999
2000-02-09,-0.7463
2000-02-10,1.5038
2000-02-11,0.3704
2000-02-14,-2.214
2000-02-15,2.2641999999999998
2000-02-16,0.369
2000-02-17,-1.8382
2000-02-18,0.0
2000-02-22,1.1236
2000-02-23,2.5926
2000-02-24,0.361
2000-02-25,0.7194
2000-02-28,0.3571
2000-02-29,0.7117
2000-03-01,-1.7668
2000-03-02,-2.1583
2000-03-03,1.4706000000000001
2000-03-06,-2.1739
2000-03-07,-0.7407
2000-03-08,1.4925
2000-03-09,-0.3676
2000-03-10,0.738
2000-03-13,1.0989
2000-03-14,-1.8115999999999999
2000-03-15,-1.476
2000-03-16,0.0
2000-03-17,1.4981
2000-03-20,0.738
2000-03-21,-0.3663
2000-03-22,1.4706000000000001
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-0.3623
2000-03-28,2.5455
2000-03-29,0.2695
2000-03-30,-1.4493
2000-03-31,-2.2059
2000-04-03,1.8797000000000001
2000-04-04,0.0
2000-04-05,-0.369
2000-04-06,-0.3704
2000-04-07,0.3717
2000-04-10,-0.3704
2000-04-11,-0.3717
2000-04-12,0.3731
2000-04-13,-0.7435
2000-04-14,0.3745
2000-04-17,0.3731
2000-04-18,2.6022
2000-04-19,0.0
2000-04-20,-0.3623
2000-04-24,1.0909
2000-04-25,1.7986
2000-04-26,0.3534
2000-04-27,0.0
2000-04-28,0.7042
2000-05-01,1.7483
2000-05-02,0.6873
2000-05-03,-1.0239
2000-05-04,0.0
2000-05-05,0.3448
2000-05-08,-2.4055
2000-05-09,1.4085
2000-05-10,-1.0417
2000-05-11,-1.0526
2000-05-12,0.7092
2000-05-15,-1.7606000000000002
2000-05-16,-0.7168
2000-05-17,-1.8051
2000-05-18,0.7353
2000-05-19,-0.365
2000-05-22,-0.3663
2000-05-23,0.0
