ticker,EMOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-10-13,8650.0
2003-10-29,-99.9857
2005-06-03,39900.0
2006-01-12,-92.5
2006-03-31,33.3333
2006-04-03,-60.0
2006-04-05,62.5
2006-04-20,53.8462
2006-07-24,-35.0
2006-07-28,-36.9231
2006-08-11,-2.439
2006-08-14,0.0
2006-08-18,-36.5
2006-08-31,-14.9606
2006-09-12,-67.5926
2006-09-20,5.7143
2007-01-16,-18.9189
2007-11-01,-66.6667
2007-11-15,0.0
2008-01-28,0.0
2008-03-18,-20.0
2008-03-25,-50.0
2009-01-08,100.0
2009-01-14,587.5
2009-06-17,-96.3636
2009-08-26,-90.0
2010-04-19,1400.0
2010-05-04,0.0
2010-05-05,33.3333
2010-05-06,25.0
2010-11-05,-80.0
2010-12-06,700.0
2010-12-10,87.5
2011-03-31,-25.0
2011-04-04,-11.1111
2011-04-11,-45.0
2011-04-29,0.0
2011-05-20,-81.8182
2011-05-25,525.0
2011-05-27,20.0
2011-05-31,0.0
2011-06-01,0.0
2011-07-06,-32.6667
2011-07-27,-2.9703
2011-09-23,2.0408
2011-10-21,-98.0
2011-10-31,2400.0
2011-12-20,-50.0
2012-01-11,-40.0
2012-01-17,66.6667
2012-01-19,-4.0
2012-01-20,420.8333
2012-01-26,-0.8
2012-04-10,-79.8387
2012-04-13,320.0
2012-06-28,-76.1905
2012-06-29,324.0
2012-07-03,-52.7358
2012-07-05,119.5609
2012-07-16,0.0
2012-12-18,-9.0909
2012-12-20,-1.0
2012-12-21,1.0101
2013-01-04,0.0
2013-04-26,-10.0
2014-01-28,-94.4444
2014-03-11,1400.0
2014-03-13,6.6667
2014-04-01,-93.75
2014-10-15,-70.0
2014-10-31,100.0
2014-11-25,233.3333
2014-12-09,100.0
2014-12-17,-92.5
2015-04-30,10.0
2015-07-08,20.0758
2015-07-27,11.987400000000001
2015-10-21,35.2113
2016-03-17,-33.3333
2016-08-18,0.0
2016-11-10,650.0
2016-11-21,-82.6667
2016-12-13,0.0
2017-03-30,-42.3077
2017-09-29,833.3333
2017-10-31,0.0
2017-11-13,0.0
2017-12-22,-91.4286
2017-12-29,472.5
2018-01-02,-85.2984
2018-01-10,781.1881
2018-01-23,31.4607
2018-01-24,19.6581
2018-01-25,0.0
2018-02-05,-89.2857
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,1166.0
2018-02-20,0.0
2018-02-22,-91.7852
2018-03-14,14.7436
2018-03-15,235.1955
2018-03-16,-50.0
