ticker,EVTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-05,1.0
2012-10-11,0.9901
2012-10-18,-0.9804
2012-10-19,2.9703
2012-10-22,0.9615
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,9.5238
2012-10-26,0.0
2012-10-31,0.0
2012-11-01,0.0
2012-11-02,0.0
2012-11-05,0.8696
2012-11-06,0.8621
2012-11-07,0.8547
2012-11-08,0.8475
2012-11-09,0.8403
2012-11-12,0.0
2012-11-13,-0.8333
2012-11-15,0.0
2012-11-16,0.0
2012-11-21,0.0
2012-11-26,0.8403
2012-11-27,0.0
2012-11-28,3.3333
2012-11-29,0.0
2012-11-30,0.8065
2012-12-03,-0.8
2012-12-04,0.8065
2012-12-05,1.6
2012-12-06,2.3622
2012-12-07,3.8462
2012-12-10,2.2222
2012-12-11,1.4493
2012-12-12,3.5714
2012-12-13,3.4483
2012-12-14,-4.6667
2012-12-17,11.1888
2012-12-18,1.2579
2012-12-19,0.6211
2012-12-20,1.2346
2012-12-21,2.439
2012-12-24,1.1905000000000001
2012-12-26,0.5882
2012-12-27,1.1696
2012-12-28,1.1561
2012-12-31,1.1429
2013-01-02,1.1299
2013-01-03,1.1173
2013-01-04,1.105
2013-01-07,1.0929
2013-01-08,1.0811
2013-01-09,1.0695000000000001
2013-01-10,0.5291
2013-01-11,0.0
2013-01-14,1.0526
2013-01-15,1.0417
2013-01-16,0.5155
2013-01-17,1.0256
2013-01-18,0.5076
2013-01-22,1.0101
2013-01-23,0.0
2013-01-24,0.0
2013-01-25,2.5
2013-01-28,0.0
2013-01-29,2.439
2013-01-30,0.0
2013-01-31,0.9524
2013-02-01,1.4151
2013-02-04,0.0
2013-02-05,0.0
2013-02-06,0.0
2013-02-07,2.3256
2013-02-08,-4.5455
2013-02-11,4.7619
2013-02-12,-2.2727
2013-02-13,2.3256
2013-02-14,-0.4545
2013-02-15,0.0
2013-02-19,0.4566
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,0.0
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,7.2727
2013-02-28,0.0
2013-03-01,0.0
2013-03-04,0.0
2013-03-05,0.8475
2013-03-06,0.0
2013-03-07,3.3613
2013-03-08,-0.4065
2013-03-11,0.0
2013-03-12,0.0
2013-03-13,-5.3061
2013-03-14,-9.4828
2013-03-15,0.0
2013-03-18,11.9048
2013-03-19,6.383
2013-03-20,7.6
2013-03-21,-7.0632
2013-03-22,2.0
2013-03-25,5.4902
2013-03-26,0.0
