ticker,HIGR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-05-09,66.6667
2011-07-12,20.0
2011-07-22,70.0
2011-08-08,-60.7843
2011-08-31,25.0
2011-09-08,200.0
2011-09-12,-32.0
2011-09-15,0.0
2011-09-16,7.8431
2011-09-23,136.3636
2011-10-03,0.0
2011-10-13,0.0
2012-02-29,-22.3077
2012-03-02,-49.505
2012-08-01,-90.1961
2014-09-16,56.0
2014-09-17,412.8205
2014-09-23,-50.0
2014-10-16,400.0
2018-04-09,-84.99
2018-04-12,-33.3777
2018-12-18,890.0
2019-02-13,1.0101
2019-03-12,0.0
2019-03-28,0.0
2019-04-12,0.0
2019-05-20,-5.0
2019-07-26,0.0
2019-08-07,-50.5263
2019-08-08,38.2766
2019-08-09,-11.2325
2019-08-12,-2.2188
2019-08-14,7.605
2019-08-19,-5.2718
2019-08-21,-11.3043
2019-09-26,14.2745
2019-10-02,0.6349
2019-10-03,61.9778
2019-10-04,110.5263
2019-10-07,117.5
2019-10-08,-13.7931
2019-10-09,6.6667
2019-10-11,-45.0
2019-10-14,65.9091
2019-10-15,-17.8055
2019-10-16,-0.0033
2019-10-17,-33.3333
2019-10-18,95.0
2019-10-29,-74.359
2019-10-30,250.0
2019-10-31,71.4286
2019-11-05,-49.5
2019-11-07,-5.9406
2019-11-08,13.6842
2019-11-11,15.7407
2019-11-13,-20.0
2019-11-15,-32.3333
2019-11-18,84.7291
2019-11-25,33.3333
2019-12-18,-59.0
2019-12-24,0.0
2019-12-26,-2.439
2019-12-31,150.0
2020-01-13,0.0
2020-01-14,14.0
2020-01-22,-47.3684
2020-01-29,-33.3333
2020-02-05,122.0
2020-02-12,-17.5676
2020-02-14,58.1967
2020-02-20,-13.6442
2020-02-21,0.0
2020-03-03,-45.0
2020-03-11,-36.3636
2020-03-13,-42.2857
2020-03-27,-0.9901
2020-04-09,-25.0
2020-04-13,33.3333
2020-04-15,5.0
2020-04-16,13.2857
2020-04-20,-8.3228
2020-04-22,-3.7047
2020-04-23,-1.9141
2020-04-28,-17.4757
2020-05-11,17.647100000000002
2020-05-12,100.0
2020-05-15,-35.0
2020-05-18,-23.0769
2020-05-19,-25.0
2020-05-22,100.0
2020-05-28,0.0
2020-06-11,-16.6667
2020-07-17,-79.04
