ticker,RIDE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-06,0.7187
2019-06-18,-1.0194
2019-06-19,0.103
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,0.0
2019-07-16,0.5144
2019-08-02,0.5118
2019-08-07,-0.4073
2019-08-08,0.0
2019-08-19,0.1022
2019-08-20,1.1236
2019-08-23,0.0
2019-10-07,0.202
2019-10-14,0.0
2019-10-15,0.0
2019-10-23,-0.2016
2019-10-24,0.0
2019-10-29,0.202
2019-11-11,-0.2016
2019-11-13,0.202
2019-11-22,-0.1008
2019-12-04,0.2018
2019-12-05,-0.3021
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-12,0.404
2019-12-13,0.0
2019-12-16,0.0
2019-12-17,-0.2012
2019-12-18,0.0927
2019-12-19,0.2095
2019-12-20,-0.402
2019-12-24,0.1009
2019-12-31,0.3024
2020-01-02,0.201
2020-01-06,0.3009
2020-01-07,-0.3
2020-01-08,0.7021
2020-01-09,0.0
2020-01-10,-0.1992
2020-01-13,0.3992
2020-01-14,-0.3976
2020-01-16,0.1996
2020-01-17,0.0
2020-01-21,0.0996
2020-01-23,0.2985
2020-01-24,-0.3968
2020-01-27,0.0
2020-01-28,0.0
2020-01-31,0.3984
2020-02-03,0.0
2020-02-04,0.1984
2020-02-05,-0.198
2020-02-06,0.1984
2020-02-07,0.0842
2020-02-10,0.1138
2020-02-19,-0.0988
2020-02-20,0.0495
2020-02-21,-0.1483
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.1485
2020-03-02,-0.346
2020-03-06,-0.2976
2020-03-09,-0.3383
2020-03-11,-0.1597
2020-03-12,-1.5
2020-03-13,1.5228000000000002
2020-03-16,-3.0
2020-03-17,-0.5155
2020-03-18,-1.5544
2020-03-19,1.0526
2020-03-20,0.0
2020-03-23,0.5208
2020-03-24,0.6218
2020-03-25,2.6776999999999997
2020-03-26,-1.4042
2020-03-30,0.5086
2020-03-31,5.2632
2020-04-01,-1.6346
2020-04-02,-1.3685
2020-04-03,-0.7691
2020-04-06,0.2757
2020-04-08,-0.3984
2020-04-09,-1.5
2020-04-16,0.3046
2020-04-17,0.2024
2020-04-20,0.202
2020-04-22,0.8065
2020-04-23,-0.3
2020-04-24,0.7021
2020-04-27,-0.6972
2020-04-28,-0.2006
2020-04-29,0.0
2020-05-01,0.9045
2020-05-04,-0.7968
2020-05-05,-0.3012
2020-05-06,0.2014
2020-05-07,0.0
2020-05-08,0.0
2020-05-11,0.402
2020-05-12,0.3003
2020-05-13,-0.2994
2020-05-26,-0.7007
2020-05-27,0.1925
2020-05-29,-0.0916
2020-06-02,0.5035
2020-06-04,0.3497
2020-06-05,-0.3485
2020-06-10,1.4028
2020-06-12,-0.2964
2020-06-16,-0.0991
2020-06-17,0.2976
2020-06-18,-0.2967
2020-06-19,-0.6944
2020-06-22,1.2987
2020-06-23,0.1065
2020-06-24,-0.5005
2020-06-26,-0.297
2020-06-29,1.291
2020-06-30,0.9804
2020-07-01,1.3592
2020-07-02,0.0958
2020-07-06,-0.9569
2020-07-07,0.0966
2020-07-08,0.1931
2020-07-09,0.1927
2020-07-10,0.0
2020-07-13,0.0
2020-07-14,0.1923
2020-07-15,0.2879
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.3349
2020-07-22,0.0095
2020-07-23,-1.2016
2020-07-24,0.7722
2020-07-27,-0.3831
2020-07-28,0.8654
2020-07-29,-1.0486
2020-07-30,-0.0482
2020-07-31,-1.3012000000000001
