ticker,UMH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.7576
2000-01-04,-1.5038
2000-01-05,0.0
2000-01-06,2.2901
2000-01-07,-0.7463
2000-01-10,1.5038
2000-01-11,5.1852
2000-01-12,0.0
2000-01-13,0.0
2000-01-14,-2.1127
2000-01-18,-1.4388
2000-01-19,2.1898
2000-01-20,1.4285999999999999
2000-01-21,-1.4085
2000-01-24,0.0
2000-01-25,-1.4285999999999999
2000-01-26,2.1739
2000-01-27,-2.8369
2000-01-28,-0.7299
2000-01-31,-1.4706000000000001
2000-02-01,0.0
2000-02-02,-1.4925
2000-02-03,3.0303
2000-02-04,0.7353
2000-02-07,-0.7299
2000-02-08,0.7353
2000-02-09,0.7299
2000-02-10,0.7246
2000-02-11,-1.4388
2000-02-14,1.4925
2000-02-15,-1.4706000000000001
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,0.7463
2000-02-22,-0.7407
2000-02-23,-0.7463
2000-02-24,0.0
2000-02-25,-3.7594
2000-02-28,0.0
2000-02-29,0.0
2000-03-01,0.7812
2000-03-02,0.0
2000-03-03,5.4264
2000-03-06,-5.8824
2000-03-07,0.7812
2000-03-08,0.0
2000-03-09,-0.7752
2000-03-10,-1.5625
2000-03-13,1.5873
2000-03-15,-2.3438
2000-03-16,0.8
2000-03-17,1.5873
2000-03-20,0.7812
2000-03-21,0.7752
2000-03-22,-1.5385
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-1.5625
2000-03-28,-4.7619
2000-03-29,-0.8333
2000-03-30,0.8403
2000-03-31,-6.6667
2000-04-03,5.3571
2000-04-04,-1.6949
2000-04-05,3.4483
2000-04-06,-1.6667
2000-04-07,3.3898
2000-04-10,1.6393
2000-04-11,0.8065
2000-04-12,-2.4
2000-04-13,0.8197
2000-04-14,0.813
2000-04-17,-0.8065
2000-04-18,0.813
2000-04-19,-1.6129
2000-04-20,0.8197
2000-04-24,0.813
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,3.2258
2000-05-02,1.5625
2000-05-03,0.0
2000-05-04,3.8462
2000-05-05,0.7407
2000-05-08,-2.2059
2000-05-09,0.7519
2000-05-10,1.4925
2000-05-11,0.3676
2000-05-12,-1.1236
2000-05-15,-2.2727
2000-05-16,1.5504
2000-05-17,2.2901
2000-05-18,-2.9851
2000-05-19,-3.0769
2000-05-22,-1.5873
2000-05-23,-1.6129
2000-05-24,0.0
2000-05-25,3.2787
2000-05-30,0.7937
2000-05-31,0.7874
