ticker,LTNC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-02,0.0
2012-07-06,33.3333
2012-08-02,125.0
2012-08-07,-11.1111
2012-08-10,12.5
2012-08-20,-33.3333
2012-08-27,0.0
2012-09-10,33.3333
2012-09-11,0.0
2012-09-12,12.5
2012-09-21,11.1111
2012-10-01,0.0
2012-10-03,8.0
2012-10-04,3.7037
2012-10-08,-7.1429
2012-10-09,9.6154
2012-10-11,-7.0175
2012-10-15,-7.5472
2012-10-22,2.2449
2012-10-23,11.7764
2012-10-26,-3.5714
2012-11-01,0.0
2012-11-02,3.7037
2012-11-05,0.0
2012-11-06,-3.5714
2012-11-07,5.5556
2012-11-09,-3.5088
2012-11-12,0.0
2012-11-13,1.8182
2012-11-16,-1.7856999999999998
2012-11-20,5.4545
2012-11-21,-3.4483
2012-11-26,0.0
2012-11-27,4.4643
2012-11-28,-4.2735
2012-11-29,3.5714
2012-12-04,1.7241
2012-12-06,-16.9492
2012-12-07,12.2449
2012-12-13,10.9091
2012-12-14,0.0
2012-12-17,-8.1967
2012-12-20,0.0
2012-12-28,-14.2857
2012-12-31,16.6667
2013-01-02,-17.8571
2013-01-07,0.0
2013-01-08,0.0
2013-01-09,6.5217
2013-01-10,0.0
2013-01-11,-4.0816
2013-01-14,-6.383
2013-01-15,0.0
2013-01-16,2.2727
2013-01-23,-53.1111
2013-01-24,9.0047
2013-01-25,8.6957
2013-01-28,-4.0
2013-01-29,2.9167
2013-01-30,-2.834
2013-01-31,-6.1719
2013-02-01,19.9001
2013-02-05,0.0
2013-02-06,11.1111
2013-02-08,-10.0
2013-02-11,30.0
2013-02-12,-0.2849
2013-02-13,14.2857
2013-02-14,-7.4688
2013-02-15,5.3698
2013-02-19,58.9744
2013-02-20,17.7419
2013-02-21,-23.2877
2013-02-22,30.3571
2013-02-25,-14.3836
2013-02-26,15.2
2013-02-27,-5.5556
2013-02-28,2.9412000000000003
2013-03-01,0.0
2013-03-04,2.8393
2013-03-05,-4.15
2013-03-06,0.0
2013-03-07,-2.1739
2013-03-08,6.6481
2013-03-11,2.1011
2013-03-12,-3.4013999999999998
2013-03-13,-11.4085
2013-03-14,-1.4308
2013-03-15,-14.5161
2013-03-18,-5.6604
2013-03-19,4.0
2013-03-20,-13.461500000000001
2013-03-21,0.2222
2013-03-22,15.2716
2013-03-25,0.0
2013-03-26,-1.8995
2013-03-27,3.9215999999999998
2013-03-28,0.0
2013-04-01,-7.5472
2013-04-02,-8.1633
2013-04-03,15.5278
