ticker,NMTR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-07-08,-18.2222
2016-07-11,-13.8587
2016-07-12,5.9937000000000005
2016-07-13,3.8689999999999998
2016-07-14,1.7191999999999998
2016-07-15,-1.4085
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,-0.8571
2016-07-21,-2.3055
2016-07-22,0.7375
2016-07-25,-0.7321
2016-07-26,-1.1799
2016-07-27,2.0896
2016-07-28,-0.5848
2016-07-29,-2.9412000000000003
2016-08-01,0.0
2016-08-02,-4.5455
2016-08-03,-4.7619
2016-08-04,0.0
2016-08-05,4.0
2016-08-08,-0.3205
2016-08-09,-0.3215
2016-08-10,6.4516
2016-08-11,-5.4545
2016-08-12,-1.2821
2016-08-15,0.6494
2016-08-16,-4.8387
2016-08-17,-8.4746
2016-08-18,-5.5556
2016-08-19,8.6275
2016-08-22,-4.3321
2016-08-23,5.6604
2016-08-24,-0.3571
2016-08-25,-0.7168
2016-08-26,-3.2446
2016-08-29,-2.6165000000000003
2016-08-30,-3.8314
2016-08-31,3.5857
2016-09-01,-0.3846
2016-09-02,-0.3861
2016-09-06,1.5504
2016-09-07,-0.3817
2016-09-08,-4.2146
2016-09-09,-4.0
2016-09-12,0.0
2016-09-13,-2.0833
2016-09-14,-2.1277
2016-09-15,0.4348
2016-09-16,-13.4199
2016-09-19,-0.5
2016-09-20,-10.0503
2016-09-21,1.1173
2016-09-22,7.1823
2016-09-23,-5.6701
2016-09-26,-2.7321999999999997
2016-09-27,-9.5506
2016-09-28,0.6211
2016-09-29,1.2346
2016-09-30,1.8293
2016-10-03,1.1976
2016-10-04,-3.5503
2016-10-05,-1.8405
2016-10-06,-0.625
2016-10-07,-1.2579
2016-10-10,-4.4586
2016-10-11,-0.6667
2016-10-12,0.0
2016-10-13,-2.6846
2016-10-14,0.0
2016-10-17,-3.4483
2016-10-18,2.1429
2016-10-19,-2.7972
2016-10-20,0.7194
2016-10-21,-5.7143
2016-10-24,-3.7879
2016-10-25,4.813
2016-10-26,3.8877
2016-10-27,-2.3773
2016-10-28,-1.4907
2016-10-31,0.752
2016-11-01,-2.7148
2016-11-02,-0.2685
2016-11-03,3.8462
2016-11-04,-14.8148
2016-11-07,0.0
2016-11-08,-2.6087
2016-11-09,-1.7856999999999998
2016-11-10,-3.6364
2016-11-11,-1.8868
2016-11-14,1.0577
2016-11-15,42.2455
2016-11-16,-5.6856
2016-11-17,13.4752
2016-11-18,-6.4141
2016-11-21,-16.1867
2016-11-22,5.9861
