ticker,ULNV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-05,25.0
2017-01-06,0.0
2017-01-09,100.0
2017-01-10,1.0
2017-01-11,-0.9901
2017-01-12,1.5
2017-01-13,-1.4778
2017-01-17,2.5
2017-01-18,2.439
2017-01-19,0.0
2017-01-20,2.3810000000000002
2017-01-23,2.3256
2017-01-24,2.2727
2017-01-25,-0.8889
2017-01-30,0.8969
2017-01-31,-11.1111
2017-02-02,10.0
2017-02-03,2.2727
2017-02-07,0.0
2017-02-08,2.2222
2017-02-09,2.1739
2017-02-10,0.0
2017-02-13,1.2766
2017-02-14,0.8403
2017-02-15,0.8333
2017-02-16,0.4132
2017-02-17,0.0
2017-02-21,0.4115
2017-02-22,-1.6393
2017-02-23,0.0
2017-02-24,0.8333
2017-02-27,1.2397
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.4082
2017-03-03,-0.4065
2017-03-06,2.0408
2017-03-07,0.8
2017-03-08,1.1905000000000001
2017-03-09,-1.9607999999999999
2017-03-10,2.0
2017-03-13,1.1764999999999999
2017-03-14,-1.1628
2017-03-15,-9.8039
2017-03-16,-4.3478
2017-03-28,11.3636
2017-03-29,3.6734999999999998
2017-03-30,-3.1496
2017-03-31,7.3171
2017-04-03,-5.303
2017-04-04,2.0
2017-04-05,-1.9607999999999999
2017-04-06,0.8
2017-04-07,-0.7937
2017-04-10,-1.2
2017-04-11,2.834
2017-04-12,-1.5748
2017-04-13,4.8
2017-04-17,-0.7634
2017-04-18,3.8462
2017-04-19,1.1111
2017-04-20,-3.2967
2017-04-21,1.8939
2017-04-24,3.3457
2017-04-25,3.9568
2017-04-26,6.2284
2017-04-27,-2.2801
2017-04-28,-3.6667
2017-05-01,-1.3841
2017-05-02,0.0
2017-05-03,-2.4561
2017-05-04,0.7194
2017-05-05,-7.1429
2017-05-08,3.8462
2017-05-09,5.5556
2017-05-10,3.5088
2017-05-11,3.0508
2017-05-12,0.3289
2017-05-15,-1.6393
2017-05-16,6.6667
2017-05-17,3.125
2017-05-18,0.0
2017-05-19,-1.5152
2017-05-22,-0.5846
2017-05-23,-7.1495
2017-05-24,10.0
2017-05-25,3.0303
2017-05-26,1.4706000000000001
2017-05-30,1.4493
2017-05-31,-2.8571
2017-06-01,5.8824
2017-06-02,3.2083
2017-06-05,2.2743
2017-06-06,2.6316
2017-06-07,-0.5128
2017-06-08,-2.0619
2017-06-09,-3.9474
2017-06-12,0.0
2017-06-13,1.3699
2017-06-14,1.0811
