ticker,ULNV US Equity
2017-06-15,-1.0695000000000001
2017-06-16,-2.7027
2017-06-19,-6.1944
2017-06-20,0.6811
2017-06-21,0.0
2017-06-22,8.8235
2017-06-23,0.0
2017-06-26,10.8108
2017-06-27,-4.878
2017-06-28,-2.5641
2017-06-29,-2.6316
2017-06-30,-9.4595
2017-07-03,0.0
2017-07-05,-1.4925
2017-07-06,-6.0606
2017-07-07,0.0
2017-07-10,-1.8065
2017-07-11,4.1393
2017-07-12,3.7855
2017-07-13,0.0
2017-07-14,-0.304
2017-07-17,-8.5366
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-24,3.3333
2017-07-25,-2.5806
2017-07-26,4.3046
2017-07-27,1.2698
2017-07-28,-3.7618
2017-07-31,4.2345
2017-08-01,-0.3125
2017-08-02,0.3135
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,5.0
2017-08-08,-4.7619
2017-08-09,0.0
2017-08-10,0.0
2017-08-11,3.5188
2017-08-14,0.8271
2017-08-15,0.2994
2017-08-16,-0.2985
2017-08-17,-0.7335
2017-08-18,1.0406
2017-08-21,-0.597
2017-08-22,0.0
2017-08-23,1.2012
2017-08-24,0.0
2017-08-25,48.368
2017-08-28,-20.0
2017-08-29,-6.25
2017-08-30,-6.6667
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,1.7143000000000002
2017-09-06,-1.2275
2017-09-07,1.2428
2017-09-08,-5.3371
2017-09-11,5.3412
2017-09-12,1.4085
2017-09-13,0.0
2017-09-14,2.7778
2017-09-15,0.8108
2017-09-18,0.5362
2017-09-19,-4.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,4.1667
2017-09-25,-4.0
2017-09-26,0.0
2017-09-27,-0.2778
2017-09-28,0.0
2017-09-29,-2.507
2017-10-02,2.8571
2017-10-03,2.7778
2017-10-04,2.7027
2017-10-05,-5.2632
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,5.5556
2017-10-12,-1.3158
2017-10-13,1.3333
2017-10-16,-1.3158
2017-10-17,0.0
2017-10-18,-1.3333
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,-2.7027
2017-10-24,0.0
2017-10-25,5.5556
2017-10-26,-2.8947000000000003
2017-10-27,5.6911000000000005
2017-10-30,0.0
2017-10-31,3.0769
2017-11-01,0.7463
2017-11-02,1.2346
2017-11-03,2.439
2017-11-06,1.1905000000000001
2017-11-07,1.1764999999999999
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,-5.814
2017-11-13,0.7407
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-20,1.7157
2017-11-21,-0.7229
2017-11-22,0.7282
2017-11-24,0.0
2017-11-27,-1.2048
2017-11-28,0.0
2017-11-29,1.2195
2017-11-30,0.241
2017-12-01,0.0
2017-12-04,0.0
2017-12-05,0.7212
2017-12-06,-3.3413
2017-12-07,0.0
2017-12-08,0.9531
2017-12-11,1.0126
2017-12-12,0.0
2017-12-13,0.4843
2017-12-14,0.241
2017-12-15,-3.8462
2017-12-18,3.75
2017-12-19,-4.8193
2017-12-20,2.5316
2017-12-21,1.5037
2017-12-22,0.9511
2017-12-26,0.4819
2017-12-27,0.4796
2017-12-28,6.9212
2017-12-29,-6.25
2018-01-02,-0.4762
2018-01-03,0.4785
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,1.1905000000000001
2018-01-09,0.0
2018-01-10,1.1764999999999999
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,1.3953
2018-01-17,0.6881
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,-6.6059
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,-0.7317
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,3.1941
2018-02-01,0.0
2018-02-05,3.3333
2018-02-06,0.0
2018-02-07,3.6866
2018-02-08,3.3333
2018-02-09,1.0753
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,4.2553
2018-02-15,6.1224
2018-02-16,-2.8846
2018-02-20,0.0
2018-02-21,3.3663
2018-02-22,5.364
2018-02-23,2.7273
2018-02-26,-5.4867
2018-02-27,-0.7491
2018-02-28,-1.8868
2018-03-01,0.0
2018-03-02,1.9231
2018-03-05,0.0
2018-03-06,-3.7736
2018-03-07,0.3922
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,-0.3906
2018-03-13,-0.5882
2018-03-14,-0.1972
2018-03-15,1.7787
2018-03-16,0.0
2018-03-19,1.9417
2018-03-20,0.0
2018-03-21,4.7619
2018-03-22,-4.3636
2018-03-23,0.0
2018-03-26,-2.4715
2018-03-27,-0.7797
2018-03-28,0.0
2018-03-29,2.1611
2018-04-02,0.0
2018-04-03,4.8077
2018-04-04,0.9174
2018-04-05,-8.1818
2018-04-06,0.396
2018-04-09,0.0
2018-04-10,10.4536
2018-04-11,0.0
2018-04-12,-8.0357
2018-04-13,0.0
2018-04-16,0.9709
2018-04-17,0.0
2018-04-18,1.9231
2018-04-19,0.0
2018-04-20,1.8868
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,1.8519
2018-04-26,-9.0909
2018-04-27,0.6
2018-04-30,-20.4771
2018-05-01,-15.0
2018-05-02,-9.4118
2018-05-03,-2.5974
2018-05-07,0.0
2018-05-08,-8.3333
2018-05-09,5.4545
2018-05-10,6.5517
2018-05-11,0.3236
2018-05-14,4.8387
2018-05-15,0.0
2018-05-16,-4.3077
2018-05-17,-67.8457
2018-05-18,70.0
2018-05-21,17.0588
2018-05-22,1.5074999999999998
2018-05-23,77.9703
2018-05-24,11.2656
2018-05-25,11.25
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,12.1348
2018-06-01,-4.8096
2018-06-04,-4.2105
2018-06-05,2.1978
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,-2.1505
2018-06-11,2.1978
2018-06-12,-7.5269
2018-06-13,-18.6047
2018-06-14,8.5714
2018-06-15,5.2632
2018-06-18,5.0
2018-06-19,2.3810000000000002
2018-06-20,-1.6279
2018-06-21,7.5649999999999995
2018-06-22,-2.8571
2018-06-25,0.0
2018-06-26,-0.2262
2018-06-27,0.0
2018-06-28,0.907
2018-06-29,-0.2247
2018-07-02,0.2252
2018-07-03,-0.4494
2018-07-05,0.0
2018-07-06,0.2257
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,-3.1532
2018-07-12,0.0
2018-07-13,-4.6512
2018-07-16,4.878
2018-07-17,3.2558
2018-07-18,-9.9099
2018-07-19,2.5
2018-07-20,2.439
2018-07-23,5.9524
2018-07-24,-5.618
2018-07-25,0.0
2018-07-26,2.1429
2018-07-27,0.2331
2018-07-30,-4.4186
2018-07-31,2.1898
2018-08-01,5.7143
2018-08-02,0.0
2018-08-03,-3.1532
2018-08-06,0.0
2018-08-07,2.3256
2018-08-08,-6.5908999999999995
2018-08-09,2.1898
2018-08-10,-2.1429
2018-08-13,3.4063
2018-08-14,0.0
2018-08-15,1.1764999999999999
2018-08-16,-2.3256
2018-08-17,0.0
2018-08-20,0.0
2018-08-21,25.4762
2018-08-22,-14.611
2018-08-23,0.0
2018-08-24,0.0
2018-08-27,-0.2222
2018-08-28,0.0
2018-08-29,-6.2361
2018-08-30,3.0879
2018-08-31,0.2304
2018-09-04,-1.1494
2018-09-05,-2.3256
2018-09-06,-2.3810000000000002
2018-09-07,-2.439
2018-09-10,7.0
2018-09-11,0.2336
2018-09-12,0.2331
2018-09-13,-1.1628
2018-09-14,-4.7059
2018-09-17,6.1728
2018-09-18,0.0
2018-09-19,-5.814
2018-09-20,1.2346
2018-09-21,-0.9756
2018-09-24,0.9852
2018-09-25,-0.9756
2018-09-26,0.0
2018-09-27,-0.2463
2018-09-28,0.0
2018-10-01,3.7037
2018-10-02,0.4762
2018-10-03,0.4739
2018-10-04,2.5943
2018-10-05,0.0
2018-10-08,2.2989
2018-10-09,-1.1236
2018-10-10,-0.4545
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,0.4566
2018-10-16,1.1364
2018-10-17,-2.2472
2018-10-18,0.0
2018-10-19,1.1494
2018-10-22,1.1364
2018-10-23,1.1236
2018-10-24,-4.4444
2018-10-25,-4.6512
2018-10-26,4.878
2018-10-29,-0.2326
2018-10-30,3.7296
2018-10-31,1.1236
2018-11-01,-1.1111
2018-11-02,1.1236
2018-11-05,-6.6667
2018-11-06,8.3333
2018-11-07,1.0989
2018-11-08,0.0
2018-11-09,-3.2609
2018-11-12,-3.3708
2018-11-13,13.9535
2018-11-14,0.0
2018-11-15,-8.1633
2018-11-16,-4.4444
2018-11-19,4.6512
2018-11-20,11.1111
2018-11-21,-11.0
2018-11-23,-5.8427
2018-11-26,1.432
2018-11-27,1.1764999999999999
2018-11-28,-3.4884
2018-11-29,-1.2048
2018-11-30,-1.2195
2018-12-03,1.2346
2018-12-04,1.2195
2018-12-06,1.2048
2018-12-07,-2.3810000000000002
2018-12-10,1.9512
2018-12-11,2.8708
2018-12-12,1.1628
2018-12-13,-3.908
2018-12-14,-3.8278
2018-12-17,19.5896
2018-12-18,-2.6521
2018-12-19,-1.7094
2018-12-20,-2.0978
2018-12-24,-4.9628
2018-12-26,1.8925
2018-12-27,-0.2522
2018-12-28,-1.1494
2018-12-31,-6.9767
2019-01-02,4.0
2019-01-03,0.4808
2019-01-04,-0.7177
2019-01-07,-2.4096
2019-01-08,6.9136
2019-01-09,1.1547
2019-01-10,0.9132
2019-01-11,1.81
2019-01-14,2.2222
2019-01-15,2.1739
2019-01-16,1.0638
2019-01-17,-0.4211
2019-01-18,1.0571
2019-01-22,-3.7657
2019-01-23,2.1739
2019-01-24,0.0
2019-01-25,0.4255
2019-01-28,-0.4237
2019-01-29,3.1915
2019-01-30,-0.6186
2019-01-31,-0.4149
2019-02-01,1.0417
2019-02-04,0.6186
2019-02-05,1.4344000000000001
2019-02-06,-1.0101
2019-02-07,-2.449
2019-02-08,-11.9247
2019-02-11,16.3895
2019-02-12,-14.2857
2019-02-13,0.4762
2019-02-14,6.3981
2019-02-15,0.0
2019-02-19,0.2227
2019-02-20,2.2222
2019-02-21,2.1739
2019-02-22,2.5532
2019-02-25,-1.2448
2019-02-26,0.2101
2019-02-27,-0.8386
2019-02-28,1.2685
2019-03-01,0.8351
2019-03-04,0.4141
2019-03-05,-11.3402
2019-03-06,9.3023
2019-03-07,-5.9574
2019-03-08,-0.2262
2019-03-11,8.39
2019-03-12,-2.0921
2019-03-13,-1.2821
2019-03-14,0.6494
2019-03-15,-2.1505
2019-03-18,2.4176
2019-03-19,0.0
2019-03-20,0.8584
2019-03-21,1.7021
2019-03-22,-2.3013
2019-03-25,-0.8565
2019-03-26,0.0
2019-03-27,4.1037
2019-03-28,-0.6224
2019-04-01,3.3403
2019-04-02,-12.0404
2019-04-03,2.6642
2019-04-04,-26.1745
2019-04-05,21.5152
2019-04-08,4.2394
2019-04-09,-4.3062000000000005
2019-04-10,5.0
2019-04-11,-2.3810000000000002
2019-04-12,0.9756
2019-04-15,0.7246
2019-04-16,-0.2398
2019-04-17,1.6827
2019-04-22,4.4917
2019-04-23,1.3575
2019-04-24,-0.6696
2019-04-25,-2.0225
2019-04-26,1.6055000000000001
2019-04-29,-3.6117
2019-04-30,4.6838
2019-05-01,1.5659999999999998
2019-05-02,0.8811
2019-05-03,-1.9651
2019-05-06,0.8909
2019-05-07,2.8698
2019-05-08,-3.8627000000000002
2019-05-09,-9.5982
2019-05-14,-0.7407
2019-05-24,24.3781
2019-05-28,-6.2
2019-05-29,1.7058
2019-05-30,-0.2096
2019-06-04,-5.4622
2019-06-06,-11.1111
2019-06-10,7.75
2019-06-14,-1.8561
2019-06-17,-5.6738
2019-06-21,0.2506
2019-06-24,4.75
2019-06-26,-4.5346
2019-07-01,5.5
2019-07-11,-0.237
2019-07-22,-7.3634
2019-07-23,6.6667
2019-08-06,-1.6827
2019-08-09,0.2445
2019-08-23,-0.2439
2019-08-27,-14.4254
2019-08-28,8.2857
2019-09-05,4.2216
2019-09-10,0.5063
2019-09-11,-1.0076
2019-09-12,0.5089
2019-09-13,0.2532
2019-09-16,0.2525
2019-09-17,-0.5038
2019-09-20,0.7595
2019-09-24,-0.7538
2019-10-24,-3.7975
2019-10-29,0.0
2019-11-19,0.0
2019-11-20,5.5263
2019-11-22,0.9975
2019-11-27,-1.2346
2019-12-02,-16.0
2019-12-03,3.8689999999999998
2019-12-04,0.0
2019-12-06,0.0
2019-12-09,0.2865
2019-12-12,-0.8571
2019-12-17,0.0
2019-12-18,0.2882
2019-12-23,0.0
2019-12-24,-0.5747
2020-01-07,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-30,0.0
2020-02-04,-0.578
2020-02-05,1.7442
2020-02-11,-8.2857
2020-02-12,7.1651
2020-03-10,-0.2907
2020-03-13,0.2915
2020-03-17,-0.5814
2020-06-12,-41.2281
2020-06-16,0.0
2020-06-17,2.4876
2020-07-13,-2.4272
2020-07-28,0.0
