ticker,GDVE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-01-24,860.0
2002-01-29,-37.5
2002-02-11,33.3333
2002-02-12,-25.0
2002-02-13,16.6667
2002-02-14,14.2857
2002-02-15,0.0
2002-02-19,0.0
2002-02-20,0.0
2002-02-22,0.0
2002-02-27,0.0
2002-03-01,0.0
2002-03-04,0.0
2002-03-08,-5.0
2002-03-11,-21.0526
2002-03-12,20.0
2002-03-13,-5.5556
2002-03-18,0.0
2002-03-19,-11.7647
2002-03-20,13.3333
2002-03-21,-8.8235
2002-03-22,12.9032
2002-03-25,-11.4286
2002-03-26,6.4516
2002-03-27,-6.0606
2002-03-28,0.0
2002-04-01,5.1613
2002-04-02,-7.9755
2002-04-03,0.0
2002-04-04,3.3333
2002-04-05,-29.0323
2002-04-08,4.5455
2002-04-09,7.8261
2002-04-10,-7.2581
2002-04-11,-8.6957
2002-04-15,0.0
2002-04-16,4.7619
2002-04-17,-18.1818
2002-04-18,-22.2222
2002-04-19,-42.8571
2002-04-22,5.0
2002-04-23,21.4286
2002-04-25,-70.5882
2002-04-26,23.3333
2002-04-29,-52.7027
2002-04-30,105.7143
2002-05-01,0.0
2002-05-02,-11.1111
2002-05-06,100.0
2002-05-07,0.0
2002-05-10,-68.75
2002-05-23,10.0
2002-05-31,354.5455
2002-06-03,0.0
2002-06-05,-66.0
2002-06-17,76.4706
2002-06-19,0.0
2002-06-26,-60.0
2002-06-27,-33.3333
2002-06-28,37.5
2002-07-09,-54.5455
2002-07-15,-40.0
2002-07-22,-33.3333
2002-07-23,0.0
2002-07-24,-70.0
2002-07-26,0.0
2002-07-30,-66.6667
2002-07-31,150.0
2002-08-02,100.0
2002-08-05,0.0
2002-08-06,0.0
2002-08-09,0.0
2002-08-15,0.0
2002-08-30,-30.0
2002-09-27,28.5714
2002-10-14,-88.8889
2002-11-27,100.0
2002-11-29,0.0
2003-04-22,0.0
2003-11-17,0.0
2003-12-04,400.0
2004-01-06,-50.0
2004-01-27,0.0
2004-04-07,0.0
2004-06-16,-40.0
2004-09-14,0.0
2004-09-15,-33.3333
2004-12-28,-50.0
2005-02-14,200.0
2005-02-24,16.6667
2005-04-20,42.8571
2005-04-22,-40.0
2005-07-28,-40.0
2005-07-29,-0.4444
2005-08-01,67.4107
2005-08-02,6.6667
2005-08-03,7.5
2005-08-04,9.0116
2005-08-05,2.6667
2005-08-08,5.974
2005-08-09,6.6176
2005-08-10,1.1494
2005-08-11,-1.1364
2005-08-12,4.5977
