ticker,HCKG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-23,-0.4651
2007-08-09,-8.411200000000001
2007-08-10,11.2245
2007-08-24,0.0
2009-02-10,-14.6789
2009-03-06,21.5054
2009-03-17,0.0
2009-03-24,0.0
2009-04-27,0.0
2009-05-11,-10.6195
2009-05-12,10.8911
2009-05-28,0.8929
2009-06-02,0.0
2009-06-19,0.0
2009-07-10,0.0
2010-02-17,2.6549
2010-03-23,0.0
2010-09-21,-0.1724
2011-01-03,0.0
2011-07-20,0.1727
2011-09-13,0.0259
2011-11-15,-0.0259
2011-11-16,0.0
2012-01-27,0.0
2012-07-02,0.0
2012-09-21,0.0
2012-10-04,0.0
2012-10-26,-0.8621
2012-11-05,-4.3478
2012-11-06,5.4545
2012-11-13,0.0
2012-12-21,-5.08
2013-02-07,3.7037
2013-02-26,1.7856999999999998
2013-05-02,-6.9686
2013-05-03,3.7736
2013-05-28,5.4545
2013-06-03,-8.6207
2013-06-11,9.3072
2013-06-13,-0.6908
2013-06-18,0.0
2013-06-26,0.0
2013-07-02,-0.8696
2013-07-05,0.0
2013-07-12,0.0
2013-08-27,0.0878
2013-11-19,0.0527
2013-11-27,0.0
2013-12-20,3.7753
2014-02-07,-10.1724
2014-03-17,9.468
2014-04-14,0.0
2014-05-14,0.0
2014-05-15,0.0
2014-05-16,0.0
2014-05-19,-3.5088
2014-05-30,-5.4545
2014-06-10,9.6787
2014-06-12,-9.6491
2014-06-24,0.0
2014-07-01,10.6796
2014-07-08,-9.6491
2014-08-22,0.0
2014-09-02,0.0
2014-10-02,10.7441
2014-11-19,-15.7895
2015-04-09,28.2325
2015-04-24,0.0
2015-05-18,1.6667
2015-08-19,-5.6913
2015-08-31,6.087
2016-01-07,-1.2883
2016-03-02,1.3559
2016-03-03,3.51
2016-03-04,0.2116
2016-03-15,0.0
2016-03-29,0.0
2016-04-21,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-06-24,0.0484
2016-07-26,-0.0484
2016-08-09,0.0
2016-08-11,-1.5653000000000001
2016-08-15,1.6393
2016-09-21,-3.179
2016-10-31,3.3333
2016-12-20,3.6866
2017-01-12,0.7952
2017-01-27,0.0016
2017-02-15,6.2959
2017-02-21,0.0
2017-02-27,0.0
2017-03-27,11.1605
2017-03-29,3.3333
2017-04-27,-0.6452
2017-06-01,-9.0909
2017-06-28,0.0429
2017-07-06,-1.7143000000000002
2017-07-26,0.1453
2017-07-27,0.0
2017-07-31,0.0
2017-08-08,0.0
2017-08-21,0.0
2017-08-23,0.0
2017-08-29,0.0
2017-09-08,0.0436
2017-09-20,0.0
2018-01-10,-0.2365
2018-01-16,-3.7037
2018-02-02,6.1538
2018-02-26,0.2899
2018-05-25,1.9228
2018-06-05,-1.8439999999999999
2018-06-07,1.1994
2018-08-13,-0.7143
2018-08-31,2.8777
2018-09-17,0.0
2018-10-04,0.0
2018-10-25,0.0
2018-11-26,3.5399000000000003
2018-12-24,-0.1927
2019-03-04,-1.3779
2019-03-20,0.0756
2019-03-25,-0.0419
2019-05-06,0.0084
2019-06-24,3.5385
2020-01-13,4.1595
2020-03-17,0.0663
2020-03-20,-0.0662
2020-04-17,-0.6228
2020-04-23,0.0
2020-04-24,4.0
2020-04-29,-3.8462
2020-04-30,0.0
2020-05-01,4.0
2020-05-29,0.0
