ticker,BYRG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-05-02,-36.3636
2008-05-05,-71.4286
2008-05-06,50.0
2008-05-07,0.0
2008-05-08,-13.3333
2008-05-09,15.3846
2008-05-12,-13.3333
2008-05-13,-23.0769
2008-05-14,0.0
2008-05-15,0.0
2008-05-16,-50.0
2008-05-19,20.0
2008-05-20,-16.6667
2008-05-21,0.0
2008-05-22,0.0
2008-05-23,20.0
2008-05-27,-50.0
2008-05-28,0.0
2008-05-29,100.0
2008-05-30,16.6667
2008-06-02,-14.2857
2008-06-03,0.0
2008-06-04,-25.0
2008-06-06,11.1111
2008-06-09,-20.0
2008-06-10,-25.0
2008-06-12,0.0
2008-06-13,0.0
2008-06-16,33.3333
2008-06-17,0.0
2008-06-18,-25.0
2008-06-19,16.6667
2008-06-20,42.8571
2008-06-23,-30.0
2008-06-24,0.0
2008-06-25,-42.8571
2008-06-26,25.0
2008-06-27,20.0
2008-06-30,0.0
2008-07-01,50.0
2008-07-02,-22.2222
2008-07-07,-14.2857
2008-07-08,33.3333
2008-07-09,25.0
2008-07-10,40.0
2008-07-11,-14.2857
2008-07-14,-33.3333
2008-07-15,0.0
2008-07-16,0.0
2008-07-17,25.0
2008-07-18,0.0
2008-07-21,0.0
2008-07-22,0.0
2008-07-23,0.0
2008-07-24,0.0
2008-07-25,0.0
2008-07-28,-20.0
2008-07-29,-25.0
2008-07-30,0.0
2008-07-31,33.3333
2008-08-01,0.0
2008-08-07,12.5
2008-08-08,11.1111
2008-08-11,20.0
2008-08-13,-66.6667
2008-08-14,50.0
2008-08-22,-33.3333
2008-08-25,-25.0
2008-08-26,0.0
2008-08-27,-33.3333
2008-08-28,50.0
2008-09-02,100.0
2008-09-18,-33.3333
2008-09-19,50.0
2008-09-22,0.0
2008-09-23,0.0
2008-09-24,0.0
2008-09-26,0.0
2008-09-29,0.0
2008-10-03,-93.3333
2008-10-06,1150.0
2008-10-07,-20.0
2008-10-08,0.0
2008-10-10,-50.0
2008-10-14,50.0
2008-10-16,-33.3333
2008-10-17,50.0
2008-10-20,0.0
2008-10-21,166.6667
2008-10-22,0.0
2008-10-24,0.0
2008-10-28,-12.5
2008-10-30,-42.8571
2008-10-31,50.0
2008-11-05,0.0
2008-11-06,0.0
2008-11-10,-33.3333
2008-11-11,0.0
2008-11-13,-75.0
2008-11-14,200.0
2008-11-20,0.0
2008-11-26,-33.3333
2008-12-05,0.0
2008-12-11,0.0
2008-12-16,0.0
2008-12-19,0.0
