ticker,AAIIQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-12.0253
2000-01-04,-3.5971
2000-01-05,4.4776
2000-01-06,0.0
2000-01-07,-2.1429
2000-01-10,2.1898
2000-01-11,-2.8571
2000-01-12,5.8824
2000-01-13,-5.5556
2000-01-14,7.3529
2000-01-18,6.8493
2000-01-19,12.8205
2000-01-20,-5.6818
2000-01-21,-3.6145
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,10.0
2000-01-27,-9.0909
2000-01-28,-3.4375
2000-01-31,3.5599
2000-02-01,5.0
2000-02-02,-4.7619
2000-02-03,0.0
2000-02-04,5.0
2000-02-07,-5.3571
2000-02-08,-0.6289
2000-02-09,-2.5316
2000-02-10,2.5974
2000-02-11,1.2658
2000-02-14,-0.625
2000-02-15,0.6289
2000-02-16,0.0
2000-02-17,-1.25
2000-02-18,-1.2658
2000-02-22,-5.1282
2000-02-24,0.0
2000-02-25,-1.3514
2000-02-28,-1.3699
2000-02-29,8.3333
2000-03-01,-4.1667
2000-03-02,-2.3411
2000-03-03,0.0
2000-03-06,-1.3699
2000-03-07,0.0
2000-03-09,0.0
2000-03-10,0.0
2000-03-14,0.0
2000-03-15,5.5556
2000-03-16,-2.6316
2000-03-17,2.7027
2000-03-20,0.0
2000-03-21,5.2632
2000-03-22,-2.5
2000-03-23,1.2821
2000-03-24,-8.8608
2000-03-28,0.0
2000-03-29,-2.7778
2000-03-30,8.5714
2000-03-31,-5.2632
2000-04-03,5.5556
2000-04-04,-5.2632
2000-04-05,0.0
2000-04-06,11.1111
2000-04-07,-7.5
2000-04-11,22.973
2000-04-12,-7.6923
2000-04-13,-9.5238
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,9.2105
2000-04-19,4.8193
2000-04-20,10.3448
2000-04-24,25.0
2000-04-25,-12.5
2000-04-26,-0.4762
2000-04-27,6.2201
2000-04-28,1.3514
2000-05-01,3.1111
2000-05-02,-6.0345
2000-05-03,2.7523
2000-05-04,-0.8929
2000-05-05,-1.8018
2000-05-08,7.3394
2000-05-09,8.9744
2000-05-10,-5.8824
2000-05-11,-0.4167
2000-05-12,7.113
2000-05-15,-3.9063
2000-05-16,-4.4715
2000-05-17,2.9787
2000-05-18,-4.1322
2000-05-19,10.3448
2000-05-22,-6.25
2000-05-23,-2.5
2000-05-24,2.5641
2000-05-25,-2.5
2000-05-26,-3.4188
2000-05-30,3.5398
2000-05-31,2.5641
2000-06-01,5.0
2000-06-02,1.5873
2000-06-05,0.0
