ticker,LWAY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-12.069
2000-01-04,1.9607999999999999
2000-01-06,3.8462
2000-01-07,-1.8519
2000-01-10,5.6604
2000-01-12,0.0
2000-01-13,-0.8929
2000-01-14,0.9009
2000-01-18,-3.5714
2000-01-19,3.7037
2000-01-20,0.0
2000-01-21,-6.25
2000-01-24,0.9524
2000-01-25,1.8868
2000-01-26,2.7778
2000-01-27,-2.7027
2000-01-28,2.7778
2000-01-31,8.1081
2000-02-01,0.0
2000-02-02,-2.0833
2000-02-03,0.4255
2000-02-04,-5.0847
2000-02-07,4.4643
2000-02-08,4.2735
2000-02-09,-2.459
2000-02-10,-1.6806999999999999
2000-02-11,1.7094
2000-02-14,-5.042
2000-02-15,-0.885
2000-02-16,-0.8929
2000-02-17,9.009
2000-02-18,-2.4793
2000-02-22,1.6949
2000-02-23,0.0
2000-02-24,-5.8333
2000-02-25,-2.6549
2000-02-28,-3.6364
2000-03-01,-1.8868
2000-03-02,0.0
2000-03-03,2.1635
2000-03-06,0.7059
2000-03-07,-3.271
2000-03-08,-7.2464
2000-03-09,2.0833
2000-03-10,0.0
2000-03-13,-5.102
2000-03-14,3.2258
2000-03-15,-2.0833
2000-03-16,2.1277
2000-03-17,2.0833
2000-03-20,6.1224
2000-03-21,0.0
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,0.0
2000-03-27,-7.6923
2000-03-28,8.3333
2000-03-29,-3.8462
2000-03-30,0.0
2000-03-31,4.0
2000-04-03,-3.6058
2000-04-04,3.7406
2000-04-05,0.0
2000-04-07,0.0
2000-04-10,-1.9231
2000-04-11,1.9607999999999999
2000-04-12,-3.8462
2000-04-13,4.0
2000-04-14,-3.8462
2000-04-17,0.0
2000-04-18,0.0
2000-04-19,-4.0
2000-04-24,0.0
2000-04-25,-2.0833
2000-04-26,4.2553
2000-05-01,-2.0408
2000-05-02,-2.0833
2000-05-03,-6.383
2000-05-04,19.3182
2000-05-05,3.8095
2000-05-08,-1.8349
2000-05-09,-1.8692
2000-05-10,0.0
2000-05-11,0.9524
2000-05-12,1.8868
2000-05-15,-1.8519
2000-05-16,1.8868
2000-05-17,-2.7778
2000-05-18,2.8571
2000-05-19,0.0
2000-05-22,1.8519
2000-05-23,1.8182
2000-05-24,13.392900000000001
2000-05-25,-3.9370000000000003
2000-05-26,-1.6393
2000-05-30,-1.6667
2000-05-31,-3.3898
2000-06-02,-5.2632
2000-06-05,-1.8519
2000-06-07,-3.7736
