ticker,AUTL US Equity
2018-11-09,23.4508
2018-11-12,-26.0571
2018-11-13,11.2394
2018-11-14,-6.3054
2018-11-15,-3.4865
2018-11-16,-2.0162
2018-11-19,5.1729
2018-11-20,11.9565
2018-11-21,10.9466
2018-11-23,-1.5533000000000001
2018-11-26,-9.1556
2018-11-27,-9.4912
2018-11-28,7.9189
2018-11-29,-2.88
2018-11-30,0.6189
2018-12-03,5.5356
2018-12-04,3.6668
2018-12-06,-3.9588
2018-12-07,-9.7561
2018-12-10,-2.6757
2018-12-11,-4.6654
2018-12-12,-4.6898
2018-12-13,-2.2311
2018-12-14,2.6258
2018-12-17,-4.5385
2018-12-18,-3.3504
2018-12-19,-1.2876
2018-12-20,-0.1338
2018-12-21,-2.4447
2018-12-24,-1.1329
2018-12-26,8.5069
2018-12-27,-11.168
2018-12-28,10.7709
2018-12-31,6.7966999999999995
2019-01-02,1.5834000000000001
2019-01-03,2.9375999999999998
2019-01-04,1.0775
2019-01-07,-0.9795
2019-01-08,0.9019
2019-01-09,-1.4129
2019-01-10,-0.468
2019-01-11,-0.3232
2019-01-14,-5.513
2019-01-15,-0.156
2019-01-16,-3.5313
2019-01-17,1.7168999999999999
2019-01-18,-1.1783
2019-01-22,-7.67
2019-01-23,-7.9581
2019-01-24,-3.4888
2019-01-25,2.1611
2019-01-28,5.1923
2019-01-29,0.5484
2019-01-30,-3.7818
2019-01-31,-0.189
2019-02-01,-3.4078
2019-02-04,5.8408
2019-02-05,-3.1481
2019-02-06,7.0746
2019-02-07,-0.4464
2019-02-08,3.2108
2019-02-11,7.5426
2019-02-12,-6.5934
2019-02-13,1.2457
2019-02-14,0.6494
2019-02-15,-0.8489
2019-02-19,-4.1781
2019-02-20,-0.7148
2019-02-21,-2.3398
2019-02-22,6.4873
2019-02-25,-3.1845
2019-02-26,-3.4322
2019-02-27,5.4795
2019-02-28,-4.0014
2019-03-01,1.0969
2019-03-04,-1.1573
2019-03-05,2.4881
2019-03-06,-1.6423
2019-03-07,3.7387
2019-03-08,-5.3184000000000005
2019-03-11,-4.2498
2019-03-12,-4.3998
2019-03-13,3.0682
2019-03-14,-2.4285
2019-03-15,-0.843
2019-03-18,0.2024
2019-03-19,0.8081
2019-03-20,-2.2044
2019-03-21,3.2377
2019-03-22,-3.2156000000000002
2019-03-25,0.3281
2019-03-26,7.8904
2019-03-27,5.1156
2019-03-28,9.0123
2019-03-29,4.0675
2019-04-01,-3.7178
2019-04-02,-1.5842
2019-04-03,3.2864
2019-04-04,0.5195
2019-04-05,0.1938
2019-04-08,0.7415
2019-04-09,-14.4
2019-04-10,-9.1589
2019-04-11,5.5556
2019-04-12,1.8324
2019-04-15,7.1975
2019-04-16,-3.9286
2019-04-17,-4.3494
2019-04-18,2.4874
2019-04-22,-0.1138
2019-04-23,-1.4047
2019-04-24,2.7339
2019-04-25,-1.4993
2019-04-26,2.3212
2019-04-29,-1.1528
2019-04-30,-1.5049000000000001
2019-05-01,5.2712
2019-05-02,-5.3338
2019-05-03,-5.3277
2019-05-06,0.6883
2019-05-07,1.6888
2019-05-08,-8.0664
2019-05-09,-5.2473
2019-05-10,5.2655
2019-05-13,-3.4497999999999998
2019-05-14,6.4761
2019-05-15,0.2517
2019-05-16,-3.5983
2019-05-17,-1.9531
2019-05-20,-2.5675
2019-05-21,-0.1363
2019-05-22,-1.0009
2019-05-23,-4.5956
2019-05-24,1.5413999999999999
2019-05-28,3.7002
2019-05-29,-5.9927
2019-05-30,2.9196999999999997
2019-05-31,-2.4586
2019-06-03,-6.9801
2019-06-04,-12.4544
2019-06-05,-0.6548
2019-06-06,-0.7789
2019-06-07,-3.8043
2019-06-10,-2.511
2019-06-11,2.3825
2019-06-12,0.6289
2019-06-13,0.375
2019-06-14,-4.0473
2019-06-17,2.9202
2019-06-18,8.4489
2019-06-19,-3.2558
2019-06-20,0.3606
2019-06-21,-2.2754
2019-06-24,-2.3897
2019-06-25,-0.1883
2019-06-26,-5.0314
2019-06-27,2.8477
2019-06-28,3.6703
2019-07-01,2.6087
2019-07-02,-2.724
2019-07-03,1.6179000000000001
2019-07-05,1.286
2019-07-08,-2.7811
2019-07-09,3.9801
2019-07-10,-3.7679
2019-07-11,-0.6837
2019-07-12,0.1877
2019-07-15,0.5621
2019-07-16,-0.9317
2019-07-17,-0.2508
2019-07-18,-1.2570999999999999
2019-07-19,-2.9917
2019-07-22,-4.9869
2019-07-23,-6.4227
2019-07-24,-3.0996
2019-07-25,2.818
2019-07-26,1.8519
2019-07-29,11.8545
2019-07-30,2.6658
2019-07-31,-2.3433
2019-08-01,-2.8534
2019-08-02,-0.2003
2019-08-05,-5.5518
2019-08-06,4.1076
2019-08-07,0.8844
2019-08-08,-12.1376
2019-08-09,-13.0468
2019-08-12,-13.5922
2019-08-13,2.4515000000000002
2019-08-14,5.0847
2019-08-15,-4.9336
2019-08-16,-1.0977999999999999
2019-08-19,9.4854
2019-08-20,-0.7373
2019-08-21,1.5785
2019-08-22,-3.0165
2019-08-23,-1.0368
2019-08-26,0.1905
2019-08-27,4.4677
2019-08-28,-5.2775
2019-08-29,-1.537
2019-08-30,0.9756
2019-09-03,-3.7681
2019-09-04,-1.6064
2019-09-05,21.7347
2019-09-06,18.1056
2019-09-09,1.6324
2019-09-10,-7.8212
2019-09-11,-6.8939
2019-09-12,0.895
2019-09-13,8.871
2019-09-16,0.8148
2019-09-17,-7.421
2019-09-18,-0.7937
2019-09-19,0.64
2019-09-20,4.0541
2019-09-23,-0.1528
2019-09-24,0.6121
2019-09-25,-3.0418
2019-09-26,-6.3529
2019-09-27,0.5025
2019-09-30,3.5
2019-10-01,-5.153
2019-10-02,0.9338
2019-10-03,3.0278
2019-10-04,-1.5510000000000002
2019-10-07,2.4046
2019-10-08,-4.0486
2019-10-09,4.4726
2019-10-10,2.4233000000000002
2019-10-11,-1.8927
2019-10-14,-2.2508
2019-10-15,-0.2467
2019-10-16,-2.9678
2019-10-17,9.7706
2019-10-18,-4.7214
2019-10-21,3.4931
2019-10-22,1.0989
2019-10-23,-2.9503
2019-10-24,8.16
2019-10-25,-0.8136
2019-10-28,-5.742
2019-10-29,-1.4241
2019-10-30,-3.6116
2019-10-31,-0.3331
2019-11-01,5.7644
2019-11-04,1.9747
2019-11-05,10.6894
2019-11-06,-8.7474
2019-11-07,-4.9847
2019-11-08,-2.7441
2019-11-11,1.5768
2019-11-12,-6.0458
2019-11-13,-3.2174
2019-11-14,0.3594
2019-11-15,5.5506
2019-11-18,1.1026
2019-11-19,6.4597
2019-11-20,8.747
2019-11-21,-2.6812
2019-11-22,-3.8719
2019-11-25,4.8799
2019-11-26,2.7326
2019-11-27,2.7318
2019-11-29,4.9685
2019-12-02,8.5333
2019-12-03,-0.5528
2019-12-04,-1.6677
2019-12-05,-7.1608
2019-12-06,-0.2706
2019-12-09,6.445
2019-12-10,-4.3977
2019-12-11,-8.6
2019-12-12,-5.1787
2019-12-13,-2.6923
2019-12-16,-4.4269
2019-12-17,11.6625
2019-12-18,0.7407
2019-12-19,-3.5294
2019-12-20,-2.5152
2019-12-23,6.0203
2019-12-24,5.236
2019-12-26,-0.5606
2019-12-27,-4.0874
2019-12-30,3.5268
2019-12-31,-6.3165
2020-01-02,-1.8182
2020-01-03,-0.3858
2020-01-06,0.2324
2020-01-07,0.3864
2020-01-08,0.077
2020-01-09,-1.1538
2020-01-10,-2.2568
2020-01-13,0.2389
2020-01-14,0.8737
2020-01-15,0.1575
2020-01-16,1.022
2020-01-17,-2.3346
2020-01-21,2.3108
2020-01-22,-2.8816
2020-01-23,-19.8877
2020-01-24,-2.3023
2020-01-27,4.3033
2020-01-28,-1.0806
2020-01-29,1.7875
2020-01-30,-2.9268
2020-01-31,-1.3065
2020-02-03,-1.0183
2020-02-04,-0.6173
2020-02-05,1.4493
2020-02-06,0.5102
2020-02-07,-0.5076
2020-02-10,1.6327
2020-02-11,2.4096
2020-02-12,-1.9607999999999999
2020-02-13,4.9
2020-02-14,6.5777
2020-02-18,-8.6762
2020-02-19,1.1753
2020-02-20,2.0329
2020-02-21,-0.6641
2020-02-24,-5.2531
2020-02-25,-8.0645
2020-02-26,1.8639999999999999
2020-02-27,-7.4273
2020-02-28,-4.8837
2020-03-02,2.6895
2020-03-03,6.0714
2020-03-04,4.2649
2020-03-05,-5.1668
2020-03-06,-6.3564
2020-03-09,-11.0303
2020-03-10,-1.3624
2020-03-11,-6.4917
2020-03-12,-20.8272
2020-03-13,3.5448
2020-03-16,-7.9279
2020-03-17,2.9354
2020-03-18,-20.1521
2020-03-19,16.9048
2020-03-20,-8.554
2020-03-23,-1.3363
2020-03-24,1.1287
2020-03-25,18.75
2020-03-26,5.6391
2020-03-27,-3.2028
2020-03-30,3.4926
2020-03-31,6.3943
2020-04-01,-9.5159
2020-04-02,0.1845
2020-04-03,-0.9208
2020-04-06,18.0297
2020-04-07,3.1496
2020-04-08,7.9389
2020-04-09,13.0127
2020-04-13,-3.1289
2020-04-14,5.6848
2020-04-15,1.7115
2020-04-16,4.3269
2020-04-17,6.9124
2020-04-20,-0.8621
2020-04-21,2.8261
2020-04-22,4.6512
2020-04-23,0.5051
2020-04-24,2.9146
2020-04-27,-2.4414
2020-04-28,1.5015
2020-04-29,-2.3669000000000002
2020-04-30,-4.8485
2020-05-01,-4.4586
2020-05-04,9.4444
2020-05-05,0.203
2020-05-06,4.154
2020-05-07,4.2802
2020-05-08,-5.8769
2020-05-11,4.2616
2020-05-12,-0.7605
2020-05-13,-3.8314
2020-05-14,2.1912
2020-05-15,4.7758
2020-05-18,0.3721
2020-05-19,1.7609
2020-05-20,4.4627
2020-05-21,-0.5231
2020-05-22,1.227
2020-05-26,3.9827
2020-05-27,0.8326
2020-05-28,-6.441
2020-05-29,10.5031
2020-06-01,-4.3131
2020-06-02,6.7613
2020-06-03,0.9382
2020-06-04,1.0844
2020-06-05,0.6897
2020-06-08,-0.3044
2020-06-09,5.4198
2020-06-10,2.3896
2020-06-11,-8.133
2020-06-12,-0.5389
2020-06-15,0.6192
2020-06-16,0.3077
2020-06-17,0.9969
2020-06-18,0.6074
2020-06-19,2.3396
2020-06-22,13.4218
2020-06-23,2.6658
2020-06-24,-0.76
2020-06-25,2.9994
2020-06-26,-0.3098
2020-06-29,-0.1865
2020-06-30,-0.1868
2020-07-01,-0.1871
2020-07-02,-6.875
2020-07-06,-3.7584
2020-07-07,5.0907
2020-07-08,6.1712
2020-07-09,-0.4375
2020-07-10,-4.5198
2020-07-13,-6.3116
2020-07-14,5.8246
2020-07-15,0.1326
2020-07-16,2.1854
2020-07-17,4.407
2020-07-20,1.1794
2020-07-21,-8.2822
2020-07-22,7.291
2020-07-23,-10.3491
2020-07-24,-3.1293
2020-07-27,1.9383
2020-07-28,-3.7324
2020-07-29,-3.4382
2020-07-30,0.1515
2020-07-31,-0.1513
