ticker,KIDS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-10-12,47.8462
2017-10-13,-2.4454000000000002
2017-10-16,-3.04
2017-10-17,-2.3652
2017-10-18,-1.4085
2017-10-19,2.8571
2017-10-20,2.3333
2017-10-23,-3.1488
2017-10-24,0.8969
2017-10-25,-0.7778
2017-10-26,0.5039
2017-10-27,0.6685
2017-10-30,-0.2767
2017-10-31,1.3319
2017-11-01,3.8335
2017-11-02,2.7954
2017-11-03,6.7214
2017-11-06,4.9038
2017-11-07,-6.0037
2017-11-08,-7.8986
2017-11-09,-3.6527
2017-11-10,8.5165
2017-11-13,1.7722
2017-11-14,-4.5771
2017-11-15,1.877
2017-11-16,-3.6847
2017-11-17,3.5069
2017-11-20,2.7721
2017-11-21,0.8991
2017-11-22,0.8416
2017-11-24,0.0982
2017-11-27,-0.3923
2017-11-28,3.8405
2017-11-29,-1.8965999999999998
2017-11-30,-3.8666
2017-12-01,-1.0558
2017-12-04,-6.3516
2017-12-05,6.5654
2017-12-06,-2.2403
2017-12-07,-0.6771
2017-12-08,-1.5732
2017-12-11,1.7048
2017-12-12,0.2619
2017-12-13,-1.0449
2017-12-14,-1.7423
2017-12-15,0.0
2017-12-18,1.9882
2017-12-19,-2.0021
2017-12-20,-0.5376
2017-12-21,1.7297
2017-12-22,0.797
2017-12-26,3.7955
2017-12-27,-4.063
2017-12-28,-0.2647
2017-12-29,1.8577
2018-01-02,13.2361
2018-01-03,-5.3843
2018-01-04,-4.9611
2018-01-05,2.61
2018-01-08,-2.5935
2018-01-09,-0.7168
2018-01-10,-1.5472000000000001
2018-01-11,0.3667
2018-01-12,-0.3132
2018-01-16,0.6806
2018-01-17,-2.1321
2018-01-18,-1.0627
2018-01-19,0.4834
2018-01-22,1.0689
2018-01-23,-0.5817
2018-01-24,0.3723
2018-01-25,-0.8479
2018-01-26,0.9086
2018-01-29,-6.1441
2018-01-30,-2.3702
2018-01-31,-1.7341
2018-02-01,4.1176
2018-02-02,-3.7853
2018-02-05,-3.1122
2018-02-06,2.0606
2018-02-07,1.7814999999999999
2018-02-08,-3.8506
2018-02-09,0.9102
2018-02-12,1.1425
2018-02-13,2.6754
2018-02-14,-3.59
2018-02-15,4.5646
2018-02-16,-0.6318
2018-02-20,0.7514
2018-02-21,1.4343
2018-02-22,1.9231
2018-02-23,1.6093
2018-02-26,-3.2769
2018-02-27,2.0892
2018-02-28,-2.3783
2018-03-01,-4.2493
2018-03-02,0.5917
2018-03-05,1.5293999999999999
