ticker,IPLY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-26,16.6667
2011-04-27,-8.5714
2011-04-28,0.0
2011-04-29,0.0
2011-05-02,-6.25
2011-05-03,33.3333
2011-05-04,10.0
2011-05-05,0.0
2011-05-06,34.0909
2011-05-09,-6.7797
2011-05-10,0.0
2011-05-11,9.0909
2011-05-12,0.0
2011-05-16,-1.6667
2011-05-17,-6.7797
2011-05-18,0.0
2011-05-19,0.0
2011-05-20,-18.1818
2011-05-23,0.0
2011-05-24,-11.1111
2011-05-25,12.5
2011-05-26,11.1111
2011-05-27,0.0
2011-05-31,18.0
2011-06-01,0.0
2011-06-02,-6.7797
2011-06-07,-1.8182
2011-06-08,-7.4074
2011-06-10,-16.0
2011-06-13,-2.3810000000000002
2011-06-14,9.7561
2011-06-16,0.0
2011-06-17,0.0
2011-06-20,15.5556
2011-06-23,-23.0769
2011-06-24,0.0
2011-06-27,0.0
2011-06-29,-12.5
2011-06-30,-14.2857
2011-07-01,16.6667
2011-07-05,-14.2857
2011-07-06,0.0
2011-07-07,16.6667
2011-07-08,14.2857
2011-07-11,-30.0
2011-07-14,3.5714
2011-07-18,0.0
2011-07-19,3.4483
2011-07-21,0.0
2011-07-28,0.0
2011-08-01,0.0
2011-08-02,32.2917
2011-08-05,10.8661
2011-08-08,0.0
2011-08-09,13.6364
2011-08-10,-16.0
2011-08-16,-8.3333
2011-08-17,-9.0909
2011-08-18,14.2857
2011-08-19,25.0
2011-08-22,0.0
2011-08-23,-20.0
2011-08-25,0.0
2011-08-26,0.0
2011-08-30,0.0
2011-08-31,-20.0
2011-09-02,25.0
2011-09-09,0.0
2011-09-19,25.0
2011-09-20,0.0
2011-09-22,-36.0
2011-09-23,25.0
2011-09-26,0.0
2011-09-27,-15.0
2011-09-30,17.647100000000002
2011-10-03,12.5
2011-10-04,0.0
2011-10-06,0.0
2011-10-07,11.1111
2011-10-11,-20.0
2011-10-12,0.0
2011-10-14,0.0
2011-10-18,-7.5
2011-10-19,0.0
2011-10-20,6.7568
2011-10-24,0.0
2011-10-25,24.0506
2011-10-27,-4.0816
2011-10-28,-14.8936
2011-10-31,0.0
2011-11-01,12.5
2011-11-02,-33.3333
2011-11-03,40.0
2011-11-04,-2.3810000000000002
2011-11-07,1.2195
2011-11-08,8.4337
2011-11-09,-2.2222
2011-11-14,2.2727
2011-11-15,-10.8333
2011-11-16,12.1495
2011-11-17,0.0
2011-11-18,-2.2222
2011-11-22,6.8182
2011-11-23,-6.383
