ticker,GUESF US Equity
2008-08-15,10.487
2008-08-21,-1.8723999999999998
2008-08-25,3.8456
2008-08-27,4.1767
2008-08-28,0.0204
2008-08-29,-2.3332
2008-09-03,19.5556
2008-09-04,-3.4096
2008-09-11,-3.6382
2008-09-16,-13.1303
2008-09-19,21.3793
2008-09-22,-13.8258
2008-09-26,-0.6044
2008-10-08,-50.9121
2008-10-10,38.8232
2008-10-14,0.2332
2008-10-16,0.3541
2008-10-20,0.0
2008-10-30,19.7077
2008-11-03,-28.5895
2008-12-01,-21.5094
2008-12-10,-4.0865
2008-12-12,-0.5013
2009-01-16,-8.7689
2009-01-26,11.5099
2009-01-28,1.0214
2009-01-29,-1.6697
2009-02-04,-8.2723
2009-02-13,9.8166
2009-02-17,-16.7801
2009-02-23,12.9902
2009-02-27,2.1053
2009-03-25,-36.163
2009-03-31,4.0121
2009-04-02,-1.0189
2009-04-06,-6.9118
2009-04-09,25.961
2009-04-13,21.9064
2009-04-14,9.465
2009-04-17,4.5113
2009-04-20,7.9137
2009-04-21,0.8889
2009-04-23,57.9295
2009-04-24,13.2932
2009-04-28,-13.7032
2009-05-04,9.219
2009-05-06,3.3796
2009-05-07,-1.2003
2009-05-11,-1.3027
2009-05-14,2.1783
2009-05-26,7.2991
2009-05-27,-0.6943
2009-05-28,-0.0595
2009-06-02,-0.3795
2009-06-05,-5.9913
2009-06-09,-0.2066
2009-06-10,-5.7175
2009-06-15,6.7568
2009-06-16,-9.2247
2009-06-25,3.9393000000000002
2009-06-29,14.3552
2009-06-30,-1.4518
2009-07-08,-4.7619
2009-07-09,-3.8125
2009-07-13,6.5626999999999995
2009-07-14,0.3659
2009-07-15,-7.4119
2009-07-29,-0.6808
2009-08-07,1.8086
2009-08-13,3.05
2009-08-18,-9.7135
2009-08-21,5.0131
2009-08-24,0.7057
2009-08-25,0.6678
2009-08-26,0.7862
2009-08-27,-0.1056
2009-08-28,-0.0325
2009-09-10,0.5045
2009-09-18,9.4802
2009-09-22,3.2759
2009-09-25,0.0143
2009-09-28,-5.2119
2009-09-29,5.2568
2009-10-06,3.4657999999999998
2009-10-07,3.1278
2009-10-08,8.2784
2009-10-09,10.2727
2009-10-13,8.2005
2009-10-14,7.9954
2009-10-15,-13.5586
2009-10-27,0.6357
2009-11-02,-10.5663
2009-11-10,7.8372
2009-11-16,0.1953
2009-11-17,-2.1846
2009-11-18,-10.1589
2009-11-19,-3.3081
2009-11-23,0.7018
2009-11-25,3.6789
2009-12-04,-6.6572
2009-12-14,-1.5857
2009-12-21,-8.5907
2009-12-24,9.8984
2009-12-29,0.4272
2009-12-30,1.0949
2010-01-05,-0.7933
2010-01-06,0.1321
2010-01-27,23.8681
2010-02-01,-2.164
2010-02-04,4.2347
2010-02-08,0.2749
2010-02-10,6.5625
2010-02-11,2.6393
2010-02-12,-1.6642000000000001
2010-02-16,10.159
2010-02-17,4.1969
2010-02-23,-6.4215
2010-02-24,7.8208
2010-02-25,-1.0563
2010-03-01,6.4769
2010-03-02,-0.6768
2010-03-04,17.7757
2010-03-05,5.0857
2010-03-08,-5.73
2010-03-09,-1.0167
2010-03-10,-6.3301
2010-03-12,-0.4588
2010-03-16,0.9375
2010-03-17,3.63
2010-03-19,-3.4356999999999998
2010-03-22,0.6729
2010-03-24,-0.0423
2010-03-30,1.8984999999999999
2010-03-31,0.2074
2010-04-05,5.5401
2010-04-08,-2.6710000000000003
2010-04-12,2.3742
2010-04-13,3.4752
2010-04-14,-2.8708
2010-04-15,-5.5338
2010-04-16,-7.2075
2010-04-19,-0.39
2010-04-26,10.1468
2010-04-27,-2.9621
2010-04-30,-8.6806
2010-05-04,-0.4429
2010-05-05,0.6589
2010-05-07,-6.6294
2010-05-10,7.502
2010-05-11,-1.3375
2010-05-12,-0.5305
2010-05-14,-0.11
2010-05-20,-12.8729
2010-05-21,2.028
2010-05-25,-7.1452
2010-05-26,10.4158
2010-05-28,-0.0232
2010-06-11,1.1905000000000001
2010-06-16,-5.1471
2010-06-21,1.4729
2010-07-21,-8.518
2010-07-27,3.0898
2010-07-28,-2.7946999999999997
2010-07-29,-0.3333
2010-08-06,6.1455
2010-08-09,-2.6782
2010-08-11,-4.1127
2010-08-18,-1.7462
2010-08-23,2.7491
2010-08-25,-12.0715
2010-08-30,9.6398
2010-09-22,2.8729
2010-10-04,-3.3829000000000002
2010-10-07,-1.7452
2010-10-08,5.3563
2010-10-19,-8.8088
2010-10-21,3.8997
2010-10-22,0.5338
2010-10-27,-9.0708
2010-10-29,-3.455
2010-11-01,1.5499
2010-11-08,13.7114
2010-11-09,-4.7305
2010-11-11,-1.2199
2010-11-18,-9.5547
2010-11-19,0.0
2010-12-01,-5.5385
2010-12-06,-6.7181999999999995
2010-12-07,3.3609999999999998
2010-12-08,-0.1689
2010-12-09,3.4969
2010-12-10,-1.0899
2010-12-13,-0.9366
2010-12-14,-0.8343
2010-12-15,-0.9534
2010-12-16,-1.359
2010-12-17,-0.6889
2010-12-20,2.9046
2010-12-23,6.3755
2010-12-30,-4.3168
2011-01-05,2.6145
2011-01-06,0.9681
2011-01-13,-2.7365
2011-01-18,4.7645
2011-01-20,4.8484
2011-01-27,15.4556
2011-02-04,-0.4912
2011-02-23,-10.9954
2011-03-01,3.3642
2011-03-02,-2.9717000000000002
2011-03-10,-6.6602
2011-03-11,-4.1667
2011-03-18,-5.6114
2011-04-11,15.6758
2011-04-15,-7.1802
2011-04-19,-1.8635000000000002
2011-04-20,-3.1148
2011-04-27,-8.573
2011-04-29,-1.4189
2011-05-24,-4.6543
2011-06-03,-5.7511
2011-06-08,1.7409
2011-06-15,2.601
2011-06-16,-0.2668
2011-06-20,0.4682
2011-06-21,-3.4621
2011-06-22,-1.3793
2011-06-28,-1.1189
2011-07-13,-1.9095
2011-07-21,-7.5703
2011-08-09,-6.5328
2011-08-11,0.2504
2011-10-03,-22.4454
2011-10-04,-1.7845
2011-10-11,26.4481
2011-10-14,-0.0864
2011-10-19,-13.6678
2011-11-01,-12.3622
2011-11-02,2.5582000000000003
2011-11-10,-4.5708
2011-11-11,0.4673
2011-11-21,-9.3023
2011-12-01,2.5641
2011-12-13,1.0
2011-12-14,-8.1683
2011-12-23,-11.5398
2011-12-28,6.075
2012-01-05,17.5763
2012-01-18,0.6566
2012-01-20,-1.8659
2012-02-16,0.7884
2012-02-24,-0.3681
2012-02-27,-6.4039
2012-03-02,0.3947
2012-03-07,6.8152
2012-03-16,-3.0675
2012-03-27,4.5253
2012-04-09,8.9918
2012-04-13,0.4444
2012-04-19,4.0929
2012-04-23,5.5925
2012-05-03,9.0955
2012-05-14,-5.1661
2012-05-24,3.3074
2012-05-25,14.6893
2012-05-31,-5.2545
2012-08-09,-27.5563
2012-08-13,-7.8947
2012-08-16,17.7922
2012-09-05,-0.7718
2012-09-24,17.7778
2012-11-06,28.7736
2012-11-30,14.4322
2012-12-05,9.219
2012-12-13,9.027
2012-12-14,1.2164
2012-12-19,7.6157
2012-12-28,-2.0854
2013-01-04,2.2306
2013-01-09,2.4963
2013-01-11,-2.0506
2013-01-22,5.6974
2013-01-28,-0.5576
2013-01-30,-3.4229
2013-02-08,-5.5643
2013-02-14,-6.5646
2013-02-15,2.9406
2013-02-25,-2.8366
2013-03-12,23.3758
2013-04-03,2.6162
2013-04-05,-7.3292
2013-04-10,-3.785
2013-04-11,-0.5525
2013-04-15,-2.3625
2013-04-18,-0.4502
2013-04-26,3.8186
2013-05-23,-17.3684
2013-06-25,-11.2087
2013-06-26,0.437
2013-06-27,-1.371
2013-06-28,-2.7801
2013-07-08,16.25
2013-07-10,-8.8157
2013-07-11,-0.0888
2013-07-12,1.4875
2013-07-17,9.6065
2013-07-23,-1.1628
2013-08-15,0.7647
2013-08-23,4.9620999999999995
2013-08-27,2.3359
2013-08-29,-5.4348
2013-09-09,-0.8046
2013-09-10,2.4334
2013-09-18,5.3309
2013-10-18,16.4519
2013-10-22,13.067
2013-11-04,-0.4894
2013-11-14,-13.9344
2013-12-04,-4.2857
2013-12-23,0.2985
2013-12-24,-0.7937
2013-12-27,0.7
2014-01-13,14.2006
2014-01-16,4.5815
2014-01-21,4.4328
2014-01-22,-2.493
2014-01-27,-7.7316
2014-01-28,3.3186
2014-01-29,6.4668
2014-01-30,-1.1263
2014-02-10,-6.2653
2014-02-26,12.1528
2014-03-13,0.5418
2014-03-14,1.1547
2014-03-18,7.7483
2014-03-19,-1.0462
2014-03-25,-15.0607
2014-04-04,-1.8487
2014-04-28,11.9007
2014-05-01,-2.9839
2014-06-02,-11.3022
2014-06-05,-0.4168
2014-06-09,1.1607
2014-06-17,-3.707
2014-06-20,8.6159
2014-06-23,0.9124
2014-06-24,0.0732
2014-07-08,-1.7444
2014-07-22,-0.1541
2014-07-30,-2.6512000000000002
2014-08-05,-6.639
2014-08-11,-1.9973999999999998
2014-08-14,10.1488
2014-09-10,-8.1448
2014-09-15,-1.1519
2014-09-19,-4.5897
2014-09-22,-3.752
2014-09-25,-2.9546
2014-10-02,-6.022
2014-10-14,-13.2296
2014-10-23,18.552599999999998
2014-11-10,-8.1229
2014-11-12,0.0604
2014-11-21,0.2867
2014-11-25,12.0006
2014-11-26,1.1286
2014-12-11,-19.171
2014-12-15,0.1151
2014-12-16,-2.5446999999999997
2014-12-19,-1.752
2014-12-22,-2.5377
2014-12-23,-3.4483
2015-01-28,-17.3469
2015-01-29,-4.0564
2015-02-06,24.8162
2015-02-23,-0.8837
2015-02-24,2.2288
2015-03-18,0.2907
2015-03-19,0.6703
2015-03-20,-3.689
2015-04-16,0.7474
2015-04-24,-4.1543
2015-04-27,-3.2508
2015-04-30,10.99
2015-05-14,1.2974
2015-05-20,0.4002
2015-05-26,-5.5989
2015-05-29,-5.152
2015-06-05,4.957
2015-06-09,0.7541
2015-06-22,11.5269
2015-06-30,-8.0537
2015-07-06,1.1679
2015-07-20,-9.2352
2015-08-25,-15.7095
2015-08-26,3.9255
2015-09-21,2.2346
2015-10-14,-35.471
2015-10-15,-4.2125
2015-10-22,4.6311
2015-10-26,-3.4826
2015-11-03,2.9506
2015-11-10,-12.0511
2015-11-12,3.2195
2015-11-18,-48.1172
2015-11-23,11.437
2015-12-02,15.7895
2015-12-08,-19.2614
2015-12-14,-6.5447
2015-12-15,-8.9608
2015-12-16,-43.3002
2015-12-29,-11.3056
2016-01-05,-3.5362
2016-01-06,5.0298
2016-01-12,-9.0909
2016-04-14,-99.9857
2016-12-09,9900.0
2016-12-20,-87.5
2016-12-21,0.0
2017-03-01,700.0
2017-03-08,-87.5
2017-03-10,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-20,700.0
2017-03-23,0.0
2017-03-28,0.0
2017-03-29,-81.25
2017-04-05,-33.3333
2017-04-07,0.0
2017-04-11,0.0
2017-04-18,0.0
2017-04-20,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-06-07,-20.0
2017-06-08,0.0
2017-06-09,0.0
2017-06-15,0.0
2017-06-28,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-17,0.0
2017-07-24,0.0
2017-07-27,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-28,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-17,-90.0
2017-10-18,0.0
2017-10-26,0.0
2017-10-31,0.0
2017-11-02,0.0
2017-11-06,900.0
2017-11-09,0.0
2017-11-14,0.0
2017-11-21,0.0
2017-11-24,0.0
2017-11-28,0.0
2017-12-19,-90.0
2017-12-21,900.0
2017-12-22,0.0
2017-12-28,-99.0
2018-01-23,9900.0
2018-01-24,0.0
2018-01-29,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-06,0.0
2018-02-14,0.0
2018-02-16,0.0
2018-02-22,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-03-02,0.0
2018-03-20,0.0
2018-03-26,0.0
2018-03-29,0.0
2018-04-04,0.0
2018-04-06,0.0
2018-04-09,0.0
2018-04-12,0.0
2018-04-27,0.0
2018-05-02,0.0
2018-05-15,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-22,0.0
2018-07-11,0.0
2018-07-13,0.0
2018-07-17,0.0
2018-07-23,0.0
2018-08-13,0.0
2018-08-16,0.0
2018-08-22,0.0
2018-08-30,0.0
2018-09-07,0.0
2018-09-13,0.0
2018-09-21,0.0
2018-09-27,0.0
2018-10-03,0.0
2018-10-11,0.0
2018-10-16,0.0
2018-10-18,0.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-26,0.0
2018-10-31,0.0
2018-11-09,0.0
2018-11-19,0.0
2018-11-30,-99.0
2018-12-04,9900.0
2018-12-06,0.0
2018-12-10,0.0
2018-12-12,-90.0
2018-12-21,-90.0
2019-02-13,9900.0
2019-02-14,0.0
2019-02-21,0.0
2019-03-07,-90.0
2019-03-26,900.0
2019-04-09,0.0
2019-04-12,0.0
2019-05-21,0.0
2019-05-31,0.0
2019-06-03,0.0
2019-06-20,0.0
2019-07-02,0.0
2019-07-05,0.0
2019-07-12,0.0
2019-07-30,0.0
2019-08-01,0.0
2019-08-08,0.0
2019-08-22,0.0
2019-08-30,0.0
2019-09-13,0.0
2019-10-08,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-17,0.0
2019-10-25,0.0
2019-11-06,0.0
2019-11-08,0.0
2019-11-20,0.0
2019-12-09,0.0
2019-12-16,0.0
2019-12-23,0.0
2019-12-24,0.0
2020-01-03,0.0
2020-01-15,0.0
2020-01-27,0.0
2020-02-12,0.0
2020-03-18,0.0
2020-03-20,0.0
2020-04-13,0.0
2020-05-19,0.0
2020-06-24,400.0
2020-06-25,0.0
2020-06-29,100.0
2020-06-30,-80.0
2020-07-07,50.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-27,0.0
2020-07-28,0.0
