ticker,PCPZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-08,4.4386
2009-12-15,0.0
2010-03-01,0.0
2010-03-03,0.0
2010-08-02,-83.75
2010-08-03,-7.6923
2010-08-04,-8.3333
2010-08-05,9.0909
2010-08-06,-8.3333
2010-08-09,-18.1818
2010-08-10,11.1111
2010-08-11,-10.0
2010-08-12,-22.2222
2010-08-13,0.0
2010-08-19,42.8571
2010-08-20,-1.5
2010-08-23,-34.0102
2010-08-24,38.4615
2010-08-25,-11.1111
2010-08-26,-24.8438
2010-08-27,16.4241
2010-08-31,-7.1429
2010-09-01,19.2308
2010-09-02,0.0
2010-09-03,-16.129
2010-09-07,7.6923
2010-09-08,-1.4285999999999999
2010-09-09,-34.7826
2010-09-10,20.0
2010-09-16,-7.4074
2010-09-20,0.0
2010-09-21,59.625
2010-09-22,-2.2709
2010-09-23,-5.1282
2010-09-24,-5.4054
2010-09-27,-28.5714
2010-09-28,0.0
2010-09-29,-10.0
2010-09-30,55.5556
2010-10-01,-14.2857
2010-10-04,-58.3333
2010-10-05,4.0
2010-10-06,7.6923
2010-10-11,0.0
2010-10-13,78.5714
2010-10-14,-28.0
2010-10-18,0.0
2010-10-21,11.1111
2010-10-22,0.0
2010-10-26,-25.0
2010-10-29,63.3333
2010-11-03,-38.7755
2010-11-16,-33.3333
2010-11-23,-45.0
2010-12-09,-63.6364
2010-12-20,4.6875
2010-12-21,-25.3731
2010-12-27,348.0
2010-12-29,-76.3393
2010-12-30,0.0
2011-01-06,50.9434
2011-01-11,0.0
2011-01-14,0.0
2011-01-25,0.0
2011-01-31,-17.5
2011-02-03,0.0
2011-02-08,18.1818
2011-02-14,2.5641
2011-02-16,0.0
2011-02-28,10.0
2011-03-08,-5.6818
2011-03-17,-3.6145
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-04-06,0.0
2011-04-29,-10.0
2011-05-02,-26.3889
2011-05-03,141.5094
2011-05-27,-58.5938
2011-06-01,20.7547
2011-06-02,112.5
2011-06-06,-47.0588
2011-06-08,0.0
2011-06-28,0.0
2011-07-13,-22.2222
2011-07-19,-42.8571
2011-07-20,25.0
2011-08-02,-20.0
2011-08-03,0.0
2011-08-08,406.25
2011-08-09,38.2716
2011-08-11,-7.1429
2011-08-12,-69.2308
2011-08-15,-42.1875
2011-08-22,29.7297
2011-09-21,0.0
2011-09-28,-33.3333
2011-09-29,0.0
2011-10-03,-25.0
2011-12-01,0.0
2011-12-29,0.0
