ticker,OWCP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-23,15.7895
2009-03-24,1.3068
2009-03-25,12.1705
2009-03-26,-28.0
2009-03-27,0.0
2009-04-02,22.2222
2009-04-07,-18.1818
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,5.5556
2009-05-21,0.0
2009-05-26,-15.7895
2009-05-27,25.0
2009-05-28,10.0
2009-06-01,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,-18.1818
2009-06-08,0.0
2009-06-09,-16.6667
2009-06-10,0.0
2009-06-11,-10.0
2009-06-12,-25.9259
2009-06-15,10.0
2009-06-16,-18.1818
2009-06-17,-44.4444
2009-06-18,20.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,16.6667
2009-06-25,-14.2857
2009-06-26,0.0
2009-06-29,33.3333
2009-06-30,-37.5
2009-07-01,40.0
2009-07-02,0.0
2009-07-06,-14.2857
2009-07-07,33.3333
2009-07-08,-37.5
2009-07-09,60.0
2009-07-10,0.0
2009-07-14,0.0
2009-07-15,-25.0
2009-07-17,33.3333
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,0.0
2009-07-24,37.5
2009-07-27,0.0
2009-07-28,0.0
2009-07-30,-36.3636
2009-07-31,-28.5714
2009-08-03,20.0
2009-08-04,-16.6667
2009-08-05,10.0
2009-08-06,-9.0909
2009-08-07,0.0
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,0.0
2009-08-17,0.0
2009-08-18,0.0
2009-08-19,0.0
2009-08-21,100.0
2009-08-24,-50.0
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,0.0
2009-08-31,80.0
2009-09-01,-22.2222
2009-09-02,0.0
2009-09-08,42.8571
2009-09-11,0.0
2009-09-14,10.0
2009-09-16,-27.2727
2009-09-18,0.0
2009-09-21,0.0
2009-09-22,37.5
2009-09-23,-27.2727
2009-09-24,0.0
2009-09-25,37.5
2009-09-28,-27.2727
2009-09-29,0.0
2009-10-01,-50.0
2009-10-02,30.0
2009-10-07,53.8462
2009-10-08,0.0
2009-10-12,0.0
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,0.0
2009-10-19,0.0
2009-10-20,0.0
2009-10-22,0.0
2009-10-26,0.0
2009-10-27,0.0
2009-10-28,0.0
2009-11-02,0.0
2009-11-04,7.5
2009-11-09,-6.9767
2009-11-19,-12.5
2009-11-23,-28.5714
2009-11-24,-20.0
2009-11-30,-25.0
2009-12-01,0.0
