ticker,SUTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-12-26,-44.0
2008-01-23,7.1429
2008-01-25,-26.6667
2008-03-07,-9.0909
2008-03-11,10.0
2008-04-24,-45.4545
2008-08-15,-66.6667
2008-09-10,100.0
2008-09-18,-75.0
2008-12-12,0.0
2009-02-20,0.0
2009-05-18,-98.75
2009-07-06,8700.0
2009-11-11,0.0
2009-12-22,-81.8182
2010-02-11,50.0
2010-02-22,400.0
2010-06-17,33.3333
2010-06-30,-15.0
2010-08-27,-70.5882
2010-08-30,0.0
2010-08-31,-40.0
2010-09-01,20.8333
2010-09-02,65.5172
2010-09-03,122.9167
2010-09-07,71.9626
2010-09-08,-21.7391
2010-09-09,-48.9583
2010-09-10,-2.0408
2010-09-13,-44.4444
2010-09-14,-26.25
2010-09-15,116.9492
2010-09-16,-12.5
2010-09-17,0.0
2010-09-20,11.607099999999999
2010-09-21,-29.6
2010-09-22,15.9091
2010-09-23,20.5882
2010-09-24,30.0813
2010-09-27,-25.0
2010-09-28,6.6667
2010-09-29,6.25
2010-09-30,49.2647
2010-10-01,-36.9458
2010-10-04,0.0
2010-10-05,-6.25
2010-10-06,6.6667
2010-10-07,-1.5625
2010-10-08,-6.3492
2010-10-11,1.6949
2010-10-12,-13.3333
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,4.8077
2010-10-18,-1.8349
2010-10-19,4.6729
2010-10-20,4.4643
2010-10-21,-4.2735
2010-10-22,-30.3571
2010-10-25,20.5128
2010-10-26,17.0213
2010-10-27,-12.7273
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,-8.3333
2010-11-02,9.0909
2010-11-03,-18.75
2010-11-04,-1.2821
2010-11-05,3.8961
2010-11-08,-2.5
2010-11-09,-17.9487
2010-11-11,-37.5
2010-11-12,25.0
2010-11-15,-20.0
2010-11-16,5.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0
2010-11-22,0.0
2010-11-23,-19.0476
2010-11-24,11.7647
2010-11-26,0.0
2010-11-29,26.3158
2010-11-30,-20.8333
2010-12-02,-15.7895
2010-12-03,0.0
2010-12-06,-18.75
2010-12-07,-26.9231
2010-12-08,0.0
2010-12-09,26.3158
2010-12-10,-20.8333
2010-12-13,-5.2632
2010-12-14,0.0
2010-12-15,5.5556
2010-12-16,10.526299999999999
2010-12-17,0.0
2010-12-20,0.0
2010-12-21,114.2857
2010-12-22,24.4444
2010-12-23,-25.0
2010-12-27,2.3810000000000002
2010-12-28,16.2791
