ticker,LMPX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-12-05,7.2
2019-12-06,7.2761
2019-12-09,37.913
2019-12-10,75.5359
2019-12-11,10.4885
2019-12-12,44.6684
2019-12-13,28.9438
2019-12-16,-11.5023
2019-12-17,-24.7341
2019-12-18,12.3496
2019-12-19,-4.844
2019-12-20,1.3216
2019-12-23,-8.4541
2019-12-24,-1.1609
2019-12-26,4.5916
2019-12-27,-0.7657
2019-12-30,-7.8704
2019-12-31,-0.3987
2020-01-02,2.6986
2020-01-03,5.1856
2020-01-06,31.2922
2020-01-07,8.2609
2020-01-08,-1.2048
2020-01-09,0.7021
2020-01-10,-0.9174
2020-01-13,5.5184999999999995
2020-01-14,5.0895
2020-01-15,29.1249
2020-01-16,16.477
2020-01-17,-9.3715
2020-01-21,5.7094000000000005
2020-01-22,0.1159
2020-01-23,1.8754
2020-01-24,-0.5227
2020-01-27,-0.2742
2020-01-28,2.0619
2020-01-29,5.1627
2020-01-30,-0.683
2020-01-31,-9.8861
2020-02-03,-8.6573
2020-02-04,-3.3681
2020-02-05,-27.5871
2020-02-06,-8.9552
2020-02-07,-2.8279
2020-02-10,-8.3087
2020-02-11,-28.2429
2020-02-12,0.8974
2020-02-13,-0.0635
2020-02-14,-20.0254
2020-02-18,-9.062
2020-02-19,28.4091
2020-02-20,-0.0681
2020-02-21,0.8856
2020-02-24,-16.6779
2020-02-25,0.2431
2020-02-26,-2.1827
2020-02-27,11.3223
2020-02-28,-3.8604000000000003
2020-03-02,-4.3243
2020-03-03,-1.2107
2020-03-04,-1.8791
2020-03-05,-15.7369
2020-03-06,-4.0514
2020-03-09,-18.6406
2020-03-10,-2.9114
2020-03-11,-20.5997
2020-03-12,-17.8982
2020-03-13,44.2
2020-03-16,-10.957
2020-03-17,-0.9346
2020-03-18,-21.3836
2020-03-19,-7.0
2020-03-20,-28.3871
2020-03-23,42.042
2020-03-24,19.6617
2020-03-25,7.7739
2020-03-26,7.377
2020-03-27,-3.8167999999999997
2020-03-30,-3.9683
2020-03-31,-8.2645
2020-04-01,-11.8919
2020-04-02,3.681
2020-04-03,-3.1558
2020-04-06,5.0916
2020-04-07,4.2636
2020-04-08,0.5576
2020-04-09,4.0665
2020-04-13,-6.0391
2020-04-14,2.6465
2020-04-15,-2.7624
2020-04-16,-7.5758
2020-04-17,2.0492
2020-04-20,-0.6024
2020-04-21,-9.1919
2020-04-22,-2.1135
2020-04-23,0.2273
2020-04-24,-8.8435
2020-04-27,0.4975
2020-04-28,4.703
2020-04-29,11.1111
2020-04-30,30.8511
2020-05-01,-9.7561
2020-05-04,-5.4054
2020-05-05,0.7619
2020-05-06,6.4272
2020-05-07,4.7957
2020-05-08,-3.0237
2020-05-11,-6.8442
2020-05-12,-4.6904
2020-05-13,-4.1339
2020-05-14,0.4107
2020-05-15,8.589
2020-05-18,-4.1431000000000004
2020-05-19,4.1257
2020-05-20,34.1491
2020-05-21,34.1791
2020-05-22,-4.0881
2020-05-26,-8.306
2020-05-27,4.2908
2020-05-28,-1.9428999999999998
2020-05-29,-3.38
2020-06-01,-2.8951000000000002
2020-06-02,8.5714
2020-06-03,2.8604000000000003
2020-06-04,9.3437
2020-06-05,2.4415
2020-06-08,27.8054
2020-06-09,-11.8881
2020-06-10,3.6155
2020-06-11,-23.3191
2020-06-12,9.212
2020-06-15,19.4106
2020-06-16,1.1064
2020-06-17,-8.0808
2020-06-18,3.022
2020-06-19,-12.1778
2020-06-22,2.6316
2020-06-23,-4.3393
2020-06-24,-7.1134
2020-06-25,7.1032
2020-06-26,-5.5959
2020-06-29,3.9516999999999998
2020-06-30,3.4847
2020-07-01,-0.2041
2020-07-02,-4.6012
2020-07-06,-6.8596
2020-07-07,-3.9125
2020-07-08,2.1557
2020-07-09,-4.9238
2020-07-10,6.2885
2020-07-13,-5.9165
2020-07-14,-1.9729
2020-07-15,5.6604
2020-07-16,-0.5952
2020-07-17,19.6407
2020-07-20,-8.7087
2020-07-21,-1.7544
2020-07-22,1.5625
2020-07-23,-3.4066
2020-07-24,-6.5984
2020-07-27,-2.5579
2020-07-28,-2.75
2020-07-29,-2.0566
2020-07-30,-5.3806
2020-07-31,6.2413
