ticker,TPPM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-16,104.0
2018-07-17,17.647100000000002
2018-07-19,50.0
2018-07-23,66.6667
2018-07-24,0.0
2018-07-25,0.0
2018-07-27,13.3333
2018-07-30,0.0
2018-08-02,8.8235
2018-08-03,2.7027
2018-08-08,5.2632
2018-08-14,5.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-21,0.0
2018-08-31,19.0476
2018-09-04,8.0
2018-09-11,3.7037
2018-09-18,7.1429
2018-09-19,0.0
2018-09-21,-33.3333
2018-09-24,0.0
2018-09-25,0.0
2018-09-27,0.0
2018-10-01,0.0
2018-10-03,0.0
2018-10-05,-35.0
2018-10-08,-11.538499999999999
2018-10-15,-36.5217
2018-10-16,42.4658
2018-10-25,-47.1154
2018-10-26,18.1818
2018-11-06,-21.5385
2018-11-19,-50.9804
2018-11-20,20.0
2018-11-21,0.0
2018-11-29,-45.0
2018-11-30,0.0
2018-12-03,51.5152
2018-12-11,-34.0
2018-12-13,-9.0909
2018-12-19,-33.3333
2019-01-09,0.0
2019-01-10,150.0
2019-01-11,40.0
2019-01-14,30.0
2019-02-26,-68.011
2019-02-27,140.4672
2019-02-28,-31.8571
2019-03-01,0.2096
2019-03-04,46.4435
2019-03-05,-30.0
2019-03-06,-17.9592
2019-03-08,-25.3731
2019-03-11,53.3333
2019-03-14,-28.3913
2019-03-21,-21.0686
2019-03-22,-24.6154
2019-04-01,19.5408
2019-04-03,2.4328
2019-04-09,0.0
2019-04-26,16.6667
2019-04-30,21.4286
2019-05-02,-28.8235
2019-05-16,65.2893
2019-05-21,-25.0
2019-06-04,-33.3333
2019-06-06,0.0
2019-06-12,17.0
2019-06-14,1.7094
2019-06-25,-15.9664
2019-07-09,110.0
2019-07-10,-47.619
2019-07-15,-9.0909
2019-07-17,-5.0
2019-07-26,31.5789
2019-07-31,-35.6
2019-08-21,-0.6211
2019-08-23,-25.0
2019-09-06,66.3333
2019-09-19,0.0
2019-10-30,-4.9098
2019-11-07,0.1054
2019-11-20,-47.3684
2019-12-03,0.0
2019-12-31,-6.0
2020-03-09,-57.4468
2020-03-11,25.0
2020-03-18,-48.0
2020-03-23,-7.6923
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,-2.5
2020-04-01,70.9402
2020-04-02,0.0
2020-04-20,-5.625
2020-05-04,3.3113
2020-05-12,-23.0769
2020-05-15,0.0
2020-07-20,100.0
