ticker,SSTI US Equity
2017-10-25,-2.0725
2017-10-26,0.3307
2017-10-27,0.0659
2017-10-30,3.4914
2017-10-31,9.2934
2017-11-01,-1.0483
2017-11-02,-0.412
2017-11-03,0.4137
2017-11-06,0.9417
2017-11-07,-2.7988
2017-11-08,13.5573
2017-11-09,3.8035
2017-11-10,-0.458
2017-11-13,-6.1861
2017-11-14,-4.7411
2017-11-15,-2.9748
2017-11-16,0.3538
2017-11-17,-1.9388999999999998
2017-11-20,-7.9688
2017-11-21,-1.8229
2017-11-22,-4.9735
2017-11-24,0.3489
2017-11-27,-7.9972
2017-11-28,5.5933
2017-11-29,-6.8719
2017-11-30,0.0
2017-12-01,1.4604
2017-12-04,2.5758
2017-12-05,-0.2954
2017-12-06,-0.0741
2017-12-07,10.7487
2017-12-08,-7.0281
2017-12-11,-2.3758
2017-12-12,1.9912
2017-12-13,2.3861
2017-12-14,-2.8955
2017-12-15,1.1636
2017-12-18,3.5945
2017-12-19,-1.5267
2017-12-20,-1.5504
2017-12-21,-1.0021
2017-12-22,-0.8677
2017-12-26,1.8963999999999999
2017-12-27,0.2863
2017-12-28,1.142
2017-12-29,-0.8469
2018-01-02,1.7793999999999999
2018-01-03,2.7273
2018-01-04,-0.2042
2018-01-05,5.9345
2018-01-08,2.0605
2018-01-09,-0.8202
2018-01-10,2.2265
2018-01-11,5.9739
2018-01-12,0.2349
2018-01-16,-6.034
2018-01-17,0.3741
2018-01-18,0.7453
2018-01-19,0.4932
2018-01-22,-0.6135
2018-01-23,-1.6049
2018-01-24,1.192
2018-01-25,5.5177
2018-01-26,-1.7626
2018-01-29,5.6818
2018-01-30,-5.0368
2018-01-31,0.8939
2018-02-01,-0.7679
2018-02-02,-1.1905000000000001
2018-02-05,-1.1446
2018-02-06,0.3047
2018-02-07,1.7010999999999998
2018-02-08,-1.4934
2018-02-09,1.3341
2018-02-12,0.2394
2018-02-13,1.6118999999999999
2018-02-14,1.5276
2018-02-15,-0.1736
2018-02-16,15.7681
2018-02-20,0.1502
2018-02-21,-4.0
2018-02-22,-0.3125
2018-02-23,-2.1421
2018-02-26,-1.7085
2018-02-27,-0.163
2018-02-28,0.2176
2018-03-01,1.3029
2018-03-02,2.4116
2018-03-05,-0.8896
2018-03-06,-0.4224
2018-03-07,4.719
2018-03-08,6.3291
2018-03-09,4.0476
2018-03-12,0.8238
2018-03-13,0.2724
2018-03-14,1.0865
2018-03-15,6.2248
2018-03-16,-0.5481
2018-03-19,-0.212
2018-03-20,3.0586
2018-03-21,-1.69
2018-03-22,-0.5451
2018-03-23,0.8432
2018-03-26,9.2809
2018-03-27,7.9572
2018-03-28,-1.5592000000000001
2018-03-29,-4.6076
2018-04-02,6.4528
2018-04-03,3.5803000000000003
2018-04-04,10.848700000000001
2018-04-05,-7.6567
2018-04-06,6.5864
2018-04-09,-1.9762
2018-04-10,0.8
2018-04-11,-3.6189999999999998
2018-04-12,5.4018
2018-04-13,-0.4688
2018-04-16,0.0942
2018-04-17,1.0979
2018-04-18,-1.3652
2018-04-19,-0.0315
2018-04-20,0.6293
2018-04-23,-1.2195
2018-04-24,-3.9886
2018-04-25,-8.4735
2018-04-26,3.3141
2018-04-27,-1.1855
2018-04-30,-2.1171
2018-05-01,-0.1802
2018-05-02,-0.939
2018-05-03,7.2913
2018-05-04,0.7815
2018-05-07,1.8542999999999998
2018-05-08,0.7613
2018-05-09,-4.9934
2018-05-10,9.0595
2018-05-11,-5.1997
2018-05-14,-5.1839
2018-05-15,3.0335
2018-05-16,-0.9243
2018-05-17,-1.935
2018-05-18,-1.1276
2018-05-21,0.0356
2018-05-22,-1.1044
2018-05-23,0.5403
2018-05-24,-0.43
2018-05-25,-1.0795
2018-05-29,3.4922
2018-05-30,0.4921
2018-05-31,1.504
2018-06-01,0.379
2018-06-04,5.115
2018-06-05,5.7479
2018-06-06,0.4632
2018-06-07,11.8045
2018-06-08,-0.5774
2018-06-11,-1.2168
2018-06-12,0.7559
2018-06-13,6.3629
2018-06-14,4.441
2018-06-15,0.4002
2018-06-18,2.9397
2018-06-19,-0.2904
2018-06-20,-0.3398
2018-06-21,-1.9971
2018-06-22,-1.5408
2018-06-25,-4.0131
2018-06-26,1.5514000000000001
2018-06-27,0.3625
2018-06-28,-2.9928
2018-06-29,0.8777
2018-07-02,-0.5273
2018-07-03,-4.5852
2018-07-05,3.6389
2018-07-06,6.2182
2018-07-09,1.5897000000000001
2018-07-10,-4.8435
2018-07-11,3.7588
2018-07-12,7.0692
2018-07-13,-2.8665000000000003
2018-07-16,-1.1127
2018-07-17,2.7397
2018-07-18,0.0476
2018-07-19,2.118
2018-07-20,0.7224
2018-07-23,-0.9255
2018-07-24,-1.2844
2018-07-25,6.1982
2018-07-26,-2.4504
2018-07-27,-2.5577
2018-07-30,-4.734
2018-07-31,4.9692
2018-08-01,2.9529
2018-08-02,1.9804
2018-08-03,-4.0848
2018-08-06,2.6065
2018-08-07,7.4847
2018-08-08,2.7854
2018-08-09,-5.3582
2018-08-10,-1.8004
2018-08-13,-4.7272
2018-08-14,-5.3791
2018-08-15,-2.1318
2018-08-16,-2.003
2018-08-17,3.7046
2018-08-20,2.7347
2018-08-21,3.2374
2018-08-22,3.3449
2018-08-23,0.9216
2018-08-24,4.0089
2018-08-27,3.3833
2018-08-28,-1.4292
2018-08-29,5.5474
2018-08-30,9.6556
2018-08-31,3.5585
2018-09-04,2.9453
2018-09-05,-1.0729
2018-09-06,-0.0516
2018-09-07,0.0344
2018-09-10,4.2355
2018-09-11,-1.2223
2018-09-12,-0.3177
2018-09-13,3.07
2018-09-14,2.2298
2018-09-17,-5.1266
2018-09-18,0.386
2018-09-19,-1.8556
2018-09-20,3.2873
2018-09-21,1.9624000000000001
2018-09-24,1.1320999999999999
2018-09-25,-0.9116
2018-09-26,1.0329
2018-09-27,0.8307
2018-09-28,-2.8992
2018-10-01,-9.1532
2018-10-02,-4.6157
2018-10-03,-1.2615
2018-10-04,1.6972
2018-10-05,-14.6259
2018-10-08,-6.3914
2018-10-09,-1.5955
2018-10-10,-4.6257
2018-10-11,-0.075
2018-10-12,2.5519
2018-10-15,-1.7565
2018-10-16,6.5309
2018-10-17,-0.8625
2018-10-18,-3.0802
2018-10-19,-2.9596999999999998
2018-10-22,1.575
2018-10-23,-4.0857
2018-10-24,-6.8514
2018-10-25,5.0964
2018-10-26,-4.9803
2018-10-29,-0.7448
2018-10-30,2.8071
2018-10-31,4.5687999999999995
2018-11-01,8.8676
2018-11-02,-3.4434
2018-11-05,-3.6399
2018-11-06,0.6636
2018-11-07,5.2231
2018-11-08,0.241
2018-11-09,-2.3317
2018-11-12,-11.2478
2018-11-13,3.1059
2018-11-14,-15.3577
2018-11-15,-4.7347
2018-11-16,8.9059
2018-11-19,-0.3675
2018-11-20,0.4304
2018-11-21,-0.4285
2018-11-23,1.3526
2018-11-26,6.885
2018-11-27,-4.7957
2018-11-28,7.2131
2018-11-29,4.2813
2018-11-30,1.5463
2018-12-03,-1.2602
2018-12-04,-6.1686
2018-12-06,2.5786
2018-12-07,-3.2044
2018-12-10,1.9405999999999999
2018-12-11,0.4479
2018-12-12,0.6132
2018-12-13,-1.5234999999999999
2018-12-14,-2.8411
2018-12-17,-15.084
2018-12-18,-0.4262
2018-12-19,0.3595
2018-12-20,0.3071
2018-12-21,-6.0884
2018-12-24,1.8109
2018-12-26,3.3796
2018-12-27,-2.1335
2018-12-28,3.3755
2018-12-31,6.0544
2019-01-02,-6.3823
2019-01-03,3.8026999999999997
2019-01-04,9.901
2019-01-07,4.7447
2019-01-08,3.6411
2019-01-09,4.6196
2019-01-10,0.6346
2019-01-11,0.1839
2019-01-14,0.8917
2019-01-15,4.731
2019-01-16,0.0993
2019-01-17,1.5869
2019-01-18,3.1486
2019-01-22,-0.5442
2019-01-23,2.5458
2019-01-24,2.1114
2019-01-25,5.8623
2019-01-28,-0.279
2019-01-29,0.3874
2019-01-30,0.2358
2019-01-31,3.016
2019-02-01,-5.0042
2019-02-04,3.235
2019-02-05,0.4446
2019-02-06,-1.9604
2019-02-07,-6.5792
2019-02-08,7.0196
2019-02-11,0.0215
2019-02-12,4.0206
2019-02-13,-2.067
2019-02-14,1.0342
2019-02-15,-3.8855
2019-02-19,4.7381
2019-02-20,1.7223000000000002
2019-02-21,-7.9763
2019-02-22,6.5617
2019-02-25,-0.2496
2019-02-26,-0.9176
2019-02-27,2.1048
2019-02-28,2.9478
2019-03-01,-1.2215
2019-03-04,-4.0949
2019-03-05,0.2114
2019-03-06,-3.9654
2019-03-07,-1.2739
2019-03-08,-0.356
2019-03-11,1.3173
2019-03-12,-7.4262
2019-03-13,-1.2854
2019-03-14,-2.1702
2019-03-15,-3.9192
2019-03-18,1.5906
2019-03-19,4.9242
2019-03-20,-2.9844
2019-03-21,3.0762
2019-03-22,-6.4741
2019-03-25,-3.8085
2019-03-26,0.0
2019-03-27,0.0268
2019-03-28,5.3758
2019-03-29,-2.0305
2019-04-01,-0.1554
2019-04-02,5.9938
2019-04-03,5.5569
2019-04-04,1.4842
2019-04-05,4.5931999999999995
2019-04-08,-0.3496
2019-04-09,-1.2936
2019-04-10,2.9542
2019-04-11,-1.0787
2019-04-12,1.8538999999999999
2019-04-15,1.9272
2019-04-16,2.2899
2019-04-17,0.8421
2019-04-18,-1.5886
2019-04-22,1.9661
2019-04-23,5.277
2019-04-24,2.4677
2019-04-25,-2.7469
2019-04-26,2.7858
2019-04-29,0.9599
2019-04-30,-1.7524
2019-05-01,-2.0304
2019-05-02,2.1305
2019-05-03,4.1912
2019-05-06,5.7153
2019-05-07,-5.062
2019-05-08,-0.798
2019-05-09,0.2742
2019-05-10,-18.7603
2019-05-13,-2.1993
2019-05-14,1.7669000000000001
2019-05-15,2.3224
2019-05-16,7.7567
2019-05-17,-3.5787
2019-05-20,-2.842
2019-05-21,5.4573
2019-05-22,-1.2213
2019-05-23,-2.4518
2019-05-24,-1.826
2019-05-28,3.0635
2019-05-29,-0.552
2019-05-30,1.2169
2019-05-31,-2.9741
2019-06-03,-3.1739
2019-06-04,1.5941
2019-06-05,4.7293
2019-06-06,-3.7772
2019-06-07,-0.7675
2019-06-10,-2.5414
2019-06-11,-3.8776
2019-06-12,-1.8165
2019-06-13,0.4085
2019-06-14,-3.0869
2019-06-17,0.2716
2019-06-18,0.7141
2019-06-19,3.4963
2019-06-20,4.1342
2019-06-21,0.8621
2019-06-24,-0.2024
2019-06-25,-4.1695
2019-06-26,2.1167
2019-06-27,1.2206
2019-06-28,0.5688
2019-07-01,1.991
2019-07-02,-3.0834
2019-07-03,2.3575
2019-07-05,-2.2361
2019-07-08,-5.0091
2019-07-09,2.1671
2019-07-10,2.4747
2019-07-11,-2.4609
2019-07-12,1.792
2019-07-15,-9.451
2019-07-16,0.8954
2019-07-17,-0.786
2019-07-18,-0.7667
2019-07-19,-2.1375
2019-07-22,-2.2105
2019-07-23,0.2422
2019-07-24,4.9664
2019-07-25,-3.5294
2019-07-26,1.3521
2019-07-29,-1.6479
2019-07-30,2.5
2019-07-31,-2.465
2019-08-01,-1.4099
2019-08-02,0.1889
2019-08-05,-3.582
2019-08-06,-3.2961
2019-08-07,-9.792
2019-08-08,1.2808
2019-08-09,-1.1381999999999999
2019-08-12,-1.1832
2019-08-13,-1.5857999999999999
2019-08-14,1.1838
2019-08-15,-8.6448
2019-08-16,4.3045
2019-08-19,-2.6603
2019-08-20,0.3153
2019-08-21,3.1436
2019-08-22,-6.1294
2019-08-23,-0.3247
2019-08-26,-2.1716
2019-08-27,-3.3666
2019-08-28,0.804
2019-08-29,2.6206
2019-08-30,0.7772
2019-09-03,-1.2119
2019-09-04,-0.4461
2019-09-05,1.6057000000000001
2019-09-06,-0.4778
2019-09-09,1.1078000000000001
2019-09-10,2.3009
2019-09-11,4.9268
2019-09-12,-2.9602
2019-09-13,-2.209
2019-09-16,-2.6532999999999998
2019-09-17,0.4052
2019-09-18,-4.4021
2019-09-19,0.9593
2019-09-20,-2.1665
2019-09-23,-4.1958
2019-09-24,-3.8524000000000003
2019-09-25,-1.5605
2019-09-26,-0.2999
2019-09-27,-1.2462
2019-09-30,0.2176
2019-10-01,-4.7764
2019-10-02,-0.228
2019-10-03,-4.2962
2019-10-04,3.2235
2019-10-07,-5.9912
2019-10-08,0.0492
2019-10-09,-2.4102
2019-10-10,1.9657
2019-10-11,0.5932
2019-10-14,-4.226
2019-10-15,0.3079
2019-10-16,-4.5524000000000004
2019-10-17,5.3055
2019-10-18,-2.4936
2019-10-21,2.8706
2019-10-22,-0.2537
2019-10-23,-1.4242
2019-10-24,2.9412000000000003
2019-10-25,0.3008
2019-10-28,1.0495
2019-10-29,1.1869
2019-10-30,-0.7087
2019-10-31,-0.5661
2019-11-01,1.9802
2019-11-04,3.5922
2019-11-05,-5.3889
2019-11-06,-4.3091
2019-11-07,1.8115999999999999
2019-11-08,2.0336
2019-11-11,1.3453
2019-11-12,0.0
2019-11-13,6.3913
2019-11-14,1.0628
2019-11-15,2.2405
2019-11-18,0.0447
2019-11-19,4.1574
2019-11-20,-0.0858
2019-11-21,-1.7182
2019-11-22,1.6171
2019-11-25,3.6129
2019-11-26,1.2453
2019-11-27,0.738
2019-11-29,-0.2035
2019-12-02,-2.4062
2019-12-03,-1.5044
2019-12-04,-0.0424
2019-12-05,0.2547
2019-12-06,2.6249000000000002
2019-12-09,-1.7739
2019-12-10,1.134
2019-12-11,0.8306
2019-12-12,0.8649
2019-12-13,1.1433
2019-12-16,-1.6552
2019-12-17,0.1232
2019-12-18,6.6011
2019-12-19,2.7308
2019-12-20,0.6365
2019-12-23,-5.692
2019-12-24,0.789
2019-12-26,-2.6614
2019-12-27,1.5279
2019-12-30,-3.2871
2019-12-31,4.4226
2020-01-02,4.8235
2020-01-03,1.9454
2020-01-06,-0.6239
2020-01-07,1.2186
2020-01-08,-0.7297
2020-01-09,-1.9846
2020-01-10,-0.5249
2020-01-13,1.847
2020-01-14,0.5922
2020-01-15,4.6726
2020-01-16,1.3708
2020-01-17,-2.4272
2020-01-21,0.533
2020-01-22,2.2976
2020-01-23,-0.6911
2020-01-24,-1.357
2020-01-27,-2.1164
2020-01-28,2.991
2020-01-29,-0.4199
2020-01-30,-1.2298
2020-01-31,-2.3479
2020-02-03,3.8616
2020-02-04,3.1919
2020-02-05,-0.2379
2020-02-06,-0.0341
2020-02-07,-0.1704
2020-02-10,-1.0584
2020-02-11,-1.3458
2020-02-12,4.7569
2020-02-13,0.3005
2020-02-14,-1.5646
2020-02-18,-4.2273
2020-02-19,32.5565
2020-02-20,6.6862
2020-02-21,-7.8652
2020-02-24,0.813
2020-02-25,-1.4516
2020-02-26,-3.2188
2020-02-27,4.7069
2020-02-28,-4.1723
2020-03-02,1.0393
2020-03-03,0.7506
2020-03-04,-2.1523
2020-03-05,-2.9611
2020-03-06,-0.9881
2020-03-09,-3.9036999999999997
2020-03-10,10.3543
2020-03-11,-7.39
2020-03-12,-9.3545
2020-03-13,1.2199
2020-03-16,-6.873
2020-03-17,-13.2564
2020-03-18,-3.4677
2020-03-19,26.0234
2020-03-20,-7.1926
2020-03-23,-4.5714
2020-03-24,1.759
2020-03-25,-2.0596
2020-03-26,3.4548
2020-03-27,-2.1779
2020-03-30,0.1855
2020-03-31,1.7778
2020-04-01,-2.7656
2020-04-02,-0.262
2020-04-03,-0.7129
2020-04-06,6.3870000000000005
2020-04-07,2.3091
2020-04-08,2.6389
2020-04-09,8.761800000000001
2020-04-13,-1.4308
2020-04-14,0.8836
2020-04-15,1.0635
2020-04-16,-0.3714
2020-04-17,0.8077
2020-04-20,9.1525
2020-04-21,-4.1784
2020-04-22,-0.2357
2020-04-23,-2.4217
2020-04-24,1.7252
2020-04-27,1.4877
2020-04-28,1.0847
2020-04-29,3.6833
2020-04-30,-3.8601
2020-05-01,-9.8342
2020-05-04,-5.7115
2020-05-05,-2.7721
2020-05-06,2.6047000000000002
2020-05-07,-0.0686
2020-05-08,-19.3958
2020-05-11,-6.0903
2020-05-12,3.356
2020-05-13,-5.6604
2020-05-14,-3.7209
2020-05-15,12.3671
2020-05-18,-4.4712
2020-05-19,3.5554
2020-05-20,-1.4342
2020-05-21,-1.7196
2020-05-22,-2.7815
2020-05-26,4.6608
2020-05-27,-0.7496
2020-05-28,-3.5540000000000003
2020-05-29,7.0935
2020-06-01,9.2043
2020-06-02,-5.9078
2020-06-03,0.7535
2020-06-04,-0.8725
2020-06-05,6.0771
2020-06-08,10.4307
2020-06-09,-8.1932
2020-06-10,0.9158
2020-06-11,-13.651299999999999
2020-06-12,4.1145
2020-06-15,-1.4175
2020-06-16,7.8867
2020-06-17,-0.6866
2020-06-18,-2.8874
2020-06-19,0.5863
2020-06-22,4.7877
2020-06-23,-1.8276
2020-06-24,-3.1161
2020-06-25,0.2506
2020-06-26,0.875
2020-06-29,2.0653
2020-06-30,1.983
2020-07-01,-1.3094999999999999
2020-07-02,-1.2465
2020-07-06,-2.2394
2020-07-07,-4.1649
2020-07-08,4.4329
2020-07-09,-0.1248
2020-07-10,-1.25
2020-07-13,-6.2869
2020-07-14,0.1351
2020-07-15,4.7661999999999995
2020-07-16,-1.8883999999999999
2020-07-17,3.0184
2020-07-20,3.9066
2020-07-21,-1.9207
2020-07-22,-0.7917
2020-07-23,-1.3439999999999999
2020-07-24,-2.682
2020-07-27,-0.9186
2020-07-28,-1.4128
2020-07-29,6.4039
2020-07-30,-1.1364
2020-07-31,-1.9157
