ticker,BHTG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-10-29,1.2222
2015-10-30,0.9879
2015-11-02,0.0
2015-11-03,1.087
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,-3.2258
2015-11-17,-4.4444
2015-11-19,8.1395
2015-11-24,0.0
2015-12-02,5.3763
2015-12-03,-3.0612
2015-12-17,-1.0526
2015-12-30,1.0638
2016-01-12,0.0
2016-01-13,0.0
2016-01-22,0.0
2016-01-26,0.0
2016-01-27,-5.2632
2016-02-05,-4.4444
2016-02-08,2.3256
2016-02-11,-9.0909
2016-02-12,0.0
2016-02-16,2.5
2016-02-17,-0.2439
2016-02-24,0.2445
2016-03-09,0.0
2016-03-15,0.0
2016-03-21,0.0
2016-03-22,-2.439
2016-03-24,12.5
2016-03-28,5.5556
2016-04-04,-1.0526
2016-04-05,-13.8298
2016-04-06,0.0
2016-04-25,11.1111
2016-05-03,0.0
2016-05-04,-10.0
2016-05-18,-6.1728
2016-05-24,-17.1053
2016-05-27,1.5873
2016-06-02,3.125
2016-06-03,6.0606
2016-06-06,2.8571
2016-06-07,1.3889
2016-06-13,1.3699
2016-06-14,-4.0541
2016-06-20,14.0845
2016-06-22,-4.9383
2016-06-23,-7.7922
2016-06-30,-5.6338
2016-07-01,-4.4776
2016-07-08,12.5
2016-07-14,-1.3889
2016-07-20,0.0
2016-07-22,-4.2254
2016-07-29,-2.9412000000000003
2016-08-01,3.0303
2016-08-09,5.8824
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,-1.1111
2016-08-19,-5.8989
2016-08-22,-2.9851
2016-08-24,4.6154
2016-08-29,-0.2941
2016-09-01,-8.5546
2016-09-02,4.8387
2016-09-06,-3.0769
2016-09-07,1.5873
2016-09-08,0.0
2016-09-09,-6.25
2016-09-12,3.3333
2016-09-15,3.2258
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,-6.25
2016-09-23,6.3333
2016-09-26,0.3135
2016-10-03,0.0
2016-10-19,0.0
2016-10-26,-4.6875
2016-10-27,-1.6393
2016-10-28,2.3333
2016-11-01,-0.9772
2016-11-04,-1.3158
2016-11-08,2.0
2016-11-10,-1.3072
2016-11-11,1.3245
2016-11-14,0.0
2016-11-21,-12.7451
2016-11-22,14.6067
2016-11-23,-0.6536
2016-11-29,0.3289
2016-11-30,0.0
2016-12-02,-6.5574
2016-12-05,7.0175
