ticker,EHOS US Equity
2014-03-05,0.0
2014-03-06,-9.0909
2014-03-07,7.5
2014-03-10,0.0
2014-03-11,2.3256
2014-03-12,-9.0909
2014-03-13,7.5
2014-03-14,-10.4651
2014-03-17,6.4935
2014-03-18,-8.5366
2014-03-19,-6.6667
2014-03-20,2.8571
2014-03-21,22.2222
2014-03-24,0.0
2014-03-25,-15.9091
2014-03-26,-17.5676
2014-03-27,39.3443
2014-03-28,3.5294
2014-03-31,-5.6818
2014-04-01,3.6145
2014-04-02,-1.1628
2014-04-03,38.8235
2014-04-04,49.1525
2014-04-07,90.9091
2014-04-08,-38.9881
2014-04-09,47.3171
2014-04-10,-9.9338
2014-04-11,-24.2647
2014-04-14,-6.7961
2014-04-15,-16.6667
2014-04-16,-16.25
2014-04-17,-12.6866
2014-04-21,9.4017
2014-04-22,4.6875
2014-04-23,-10.4478
2014-04-24,-21.6667
2014-04-25,-18.0851
2014-04-28,14.2857
2014-04-29,-12.5
2014-04-30,14.2857
2014-05-01,-9.0909
2014-05-02,17.5
2014-05-05,4.2553
2014-05-06,-2.0408
2014-05-07,-16.6667
2014-05-08,-2.5
2014-05-09,12.8205
2014-05-12,-5.6818
2014-05-13,-6.0241
2014-05-14,-7.6923
2014-05-15,-11.1111
2014-05-16,0.0
2014-05-19,9.375
2014-05-20,-24.2857
2014-05-21,-24.5283
2014-05-22,55.0
2014-05-23,0.0
2014-05-27,-17.7419
2014-05-28,-9.8039
2014-05-29,-2.1739
2014-05-30,-4.4444
2014-06-02,-13.9535
2014-06-03,2.7027
2014-06-04,-2.6316
2014-06-05,0.0
2014-06-06,2.7027
2014-06-09,0.0
2014-06-10,42.1053
2014-06-11,0.0
2014-06-12,-14.8148
2014-06-13,4.3478
2014-06-16,4.1667
2014-06-17,6.0
2014-06-18,-5.6604
2014-06-19,18.0
2014-06-20,0.0
2014-06-23,-8.4746
2014-06-24,-11.1111
2014-06-25,-16.6667
2014-06-26,27.5
2014-06-27,-11.7647
2014-06-30,0.0
2014-07-01,-22.2222
2014-07-02,8.5714
2014-07-03,5.2632
2014-07-07,-7.5
2014-07-08,-8.1081
2014-07-09,11.7647
2014-07-10,-15.7895
2014-07-11,9.375
2014-07-14,-2.8571
2014-07-15,-5.8824
2014-07-16,0.0
2014-07-17,-9.375
2014-07-18,0.0
2014-07-21,3.4483
2014-07-22,0.0
2014-07-23,16.6667
2014-07-24,14.2857
2014-07-25,25.0
2014-07-28,-14.0
2014-07-29,4.6512
2014-07-30,-6.6667
2014-07-31,-11.9048
2014-08-01,0.0
2014-08-04,0.0
2014-08-05,-5.4054
2014-08-06,-2.8571
2014-08-07,-11.7647
2014-08-08,6.6667
2014-08-11,0.0
2014-08-12,-15.625
2014-08-13,18.5185
2014-08-14,-9.375
2014-08-15,10.3448
2014-08-18,15.625
2014-08-19,0.0
2014-08-20,2.7027
2014-08-21,-7.8947
2014-08-22,-22.8571
2014-08-25,-11.1111
2014-08-26,8.3333
2014-08-27,0.0
2014-08-28,-7.6923
2014-08-29,25.0
2014-09-02,-3.3333
2014-09-03,-10.3448
2014-09-04,-26.9231
2014-09-05,10.526299999999999
2014-09-08,-9.5238
2014-09-09,15.7895
2014-09-10,-27.2727
2014-09-11,12.5
2014-09-12,5.5556
2014-09-15,-5.2632
2014-09-16,0.0
2014-09-17,-22.2222
2014-09-18,-7.1429
2014-09-19,-23.0769
2014-09-22,10.0
2014-09-23,-9.0909
2014-09-24,0.0
2014-09-25,40.0
2014-09-26,-7.1429
2014-09-29,7.6923
2014-09-30,-21.4286
2014-10-01,0.0
2014-10-02,0.0
2014-10-03,-27.2727
2014-10-06,-25.0
2014-10-07,33.3333
2014-10-08,-25.0
2014-10-09,0.0
2014-10-10,0.0
2014-10-13,-16.6667
2014-10-14,0.0
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,60.0
2014-10-20,-25.0
2014-10-21,-16.6667
2014-10-22,20.0
2014-10-23,0.0
2014-10-24,-16.6667
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,20.0
2014-10-30,-16.6667
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,-40.0
2014-11-05,100.0
2014-11-06,-16.6667
2014-11-07,-40.0
2014-11-10,0.0
2014-11-11,-33.3333
2014-11-12,50.0
2014-11-13,-33.3333
2014-11-14,50.0
2014-11-17,0.0
2014-11-18,-33.3333
2014-11-19,50.0
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-11-25,0.0
2014-11-26,0.0
2014-11-28,-33.3333
2014-12-01,50.0
2014-12-02,-46.6667
2014-12-03,25.0
2014-12-04,0.0
2014-12-05,50.0
2014-12-08,-33.3333
2014-12-09,0.0
2014-12-10,0.0
2014-12-11,0.0
2014-12-12,50.0
2014-12-15,0.0
2014-12-16,-33.3333
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,0.0
2014-12-24,0.0
2014-12-26,0.0
2014-12-29,50.0
2014-12-30,-46.6667
2014-12-31,0.0
2015-01-02,100.0
2015-01-05,0.0
2015-01-06,-50.0
2015-01-07,-10.0
2015-01-08,0.0
2015-01-09,-31.25
2015-01-12,-1.0101
2015-01-13,-10.2041
2015-01-14,-9.0909
2015-01-15,-23.75
2015-01-16,-26.2295
2015-01-20,2.2222
2015-01-22,4.3478
2015-01-23,-33.3333
2015-01-26,-18.75
2015-01-27,84.6154
2015-01-28,-33.3333
2015-01-29,-15.625
2015-01-30,-11.1111
2015-02-02,0.0
2015-02-03,0.0
2015-02-04,12.5
2015-02-05,0.0
2015-02-06,-11.1111
2015-02-09,-25.0
2015-02-10,-11.1111
2015-02-11,12.5
2015-02-12,0.0
2015-02-13,-22.2222
2015-02-17,-7.1429
2015-02-18,0.0
2015-02-19,23.0769
2015-02-20,12.5
2015-02-23,0.0
2015-02-24,-22.2222
2015-02-25,0.0
2015-02-26,0.0
2015-03-02,28.5714
2015-03-03,-11.1111
2015-03-04,-31.25
2015-03-05,-9.0909
2015-03-06,10.0
2015-03-09,-9.0909
2015-03-10,0.0
2015-03-11,-40.0
2015-03-12,-16.6667
2015-03-13,20.0
2015-03-16,-49.3333
2015-03-17,-1.3158
2015-03-18,-33.3333
2015-03-19,0.0
2015-03-20,60.0
2015-03-23,-37.5
2015-03-24,50.0
2015-03-25,-33.3333
2015-03-27,50.0
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,-33.3333
2015-04-02,-20.0
2015-04-06,0.0
2015-04-07,25.0
2015-04-08,0.0
2015-04-09,-20.0
2015-04-10,25.0
2015-04-13,-20.0
2015-04-14,0.0
2015-04-15,100.0
2015-04-16,-6.25
2015-04-17,0.0
2015-04-20,-47.7333
2015-04-21,2.0408
2015-04-23,0.0
2015-04-24,-2.0
2015-04-27,27.551
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-11,0.0
2015-05-13,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,-92.0
2015-06-02,1150.0
2015-06-03,0.0
2015-06-04,-20.0
2015-06-05,25.0
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-22,0.0
2015-07-06,-20.0
2015-07-15,25.0
2015-07-22,0.0
2015-07-23,-20.0
2015-07-29,0.0
2015-08-05,25.0
2015-08-11,-99.2
2015-08-12,12400.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-18,0.0
2015-08-21,0.0
2015-08-25,0.0
2015-08-27,0.0
2015-09-01,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-10-08,0.0
2015-10-12,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-09,0.0
2015-12-14,0.0
2015-12-17,0.0
2016-06-27,0.0
2016-08-16,0.0
2016-10-04,0.0
2016-10-11,0.0
2016-10-14,0.0
2016-11-02,0.0
2016-12-07,0.0
2016-12-16,700.0
2016-12-19,-87.5
2017-01-03,0.0
2017-01-04,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-16,0.0
2017-02-21,50.0
2017-02-22,0.0
2017-02-23,166.6667
2017-02-24,75.0
2017-02-27,28.5714
2017-02-28,-38.8889
2017-03-01,-9.0909
2017-03-02,-20.0
2017-03-03,-25.0
2017-03-06,-16.6667
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,20.0
2017-03-10,-16.6667
2017-03-13,20.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,-50.0
2017-03-17,66.6667
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,-40.0
2017-03-23,0.0
2017-03-24,166.6667
2017-03-27,-25.0
2017-03-28,0.0
2017-03-29,-50.0
2017-03-30,66.6667
2017-03-31,20.0
2017-04-03,-16.6667
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,-40.0
2017-04-07,66.6667
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,20.0
2017-04-13,0.0
2017-04-17,-16.6667
2017-04-18,-40.0
2017-04-19,-33.3333
2017-04-20,50.0
2017-04-21,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,-33.3333
2017-04-28,60.0
2017-05-01,-6.25
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,-33.3333
2017-05-05,-20.0
2017-05-08,25.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,20.0
2017-05-15,-16.6667
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-22,50.0
2017-05-23,-33.3333
2017-05-24,-20.0
2017-05-25,25.0
2017-05-26,50.0
2017-05-30,6.6667
2017-05-31,-6.25
2017-06-01,-33.3333
2017-06-02,0.0
2017-06-05,50.0
2017-06-06,-46.6667
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,-2.0
2017-06-14,2.0408
2017-06-15,0.0
2017-06-16,0.0
2017-06-19,23.0
2017-06-20,-18.6992
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,0.0
2017-06-28,0.0
2017-06-29,0.0
2017-07-03,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-03,0.0
2017-08-08,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-21,-2.0
2017-08-22,2.0408
2017-08-23,100.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-28,50.0
2017-08-29,-33.3333
2017-08-30,50.0
2017-08-31,-36.6667
2017-09-01,5.2632
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-11,-50.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,100.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-19,-50.0
2017-09-20,50.0
2017-09-21,-33.3333
2017-09-22,100.0
2017-09-25,-50.0
2017-09-26,0.0
2017-09-27,100.0
2017-09-28,0.0
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,-50.0
2017-10-04,0.0
2017-10-05,100.0
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-16,-50.0
2017-10-17,200.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,-16.6667
2017-10-24,20.0
2017-10-25,0.0
2017-10-26,0.0
2017-10-27,-33.3333
2017-10-30,50.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,-33.3333
2017-11-03,50.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,-33.3333
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,50.0
2017-11-16,-33.3333
2017-11-17,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,50.0
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,0.0
2017-12-05,-33.3333
2017-12-06,-50.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,0.0
2017-12-27,-99.0
2017-12-28,9900.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,100.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,-50.0
2018-02-06,100.0
2018-02-07,-50.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-16,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-04-02,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-23,0.0
2018-05-01,0.0
2018-05-04,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-17,0.0
2018-05-23,0.0
2018-06-01,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-08,0.0
2018-06-15,0.0
2018-06-19,0.0
2018-06-26,0.0
2018-07-02,0.0
2018-07-12,0.0
2018-07-20,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,0.0
2018-08-09,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-23,0.0
2018-08-27,0.0
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-05,0.0
2018-09-10,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,0.0
2018-09-14,0.0
2018-09-21,0.0
2018-09-27,0.0
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-16,0.0
2018-10-19,0.0
2018-10-24,0.0
2018-10-29,0.0
2018-11-01,0.0
2018-11-07,0.0
2018-11-16,0.0
2018-12-03,-99.0
2018-12-07,9900.0
2018-12-10,0.0
2018-12-11,-99.0
2018-12-12,9900.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-24,0.0
2018-12-31,0.0
2019-01-02,0.0
2019-01-25,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-12,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-03-05,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-12,0.0
2019-04-24,0.0
2019-04-29,0.0
2019-05-01,0.0
2019-05-14,-99.0
2019-05-15,9900.0
2019-05-16,0.0
2019-05-22,0.0
2019-06-05,0.0
2019-06-17,0.0
2019-06-26,0.0
2019-07-12,0.0
2019-08-01,-99.0
2019-08-02,9900.0
2019-08-15,-99.0
2019-08-16,9900.0
2019-08-21,0.0
2019-08-22,0.0
2019-09-04,-99.0
2019-09-05,9900.0
2019-09-17,-99.0
2019-09-20,9900.0
2019-09-24,0.0
2019-10-03,-99.0
2019-10-09,0.0
2019-10-11,0.0
2019-10-17,0.0
2019-10-18,9900.0
2019-10-21,0.0
2019-10-28,-99.0
2019-11-07,4899.9999
2019-11-18,100.0
2019-11-22,0.0
2019-12-03,-99.0
2019-12-04,9900.0
2019-12-18,0.0
2019-12-27,-99.0
2019-12-30,0.0
2019-12-31,9900.0
2020-01-02,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-09,0.0
2020-01-10,-99.0
2020-01-13,9900.0
2020-01-14,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-24,-99.0
2020-01-27,9900.0
2020-01-28,0.0
2020-01-31,0.0
2020-02-03,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-12,0.0
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-24,-99.0
2020-02-25,9900.0
2020-02-26,0.0
2020-03-10,-99.0
2020-03-11,9900.0
2020-03-16,0.0
2020-03-17,0.0
2020-03-25,0.0
2020-03-27,0.0
2020-04-13,-99.0
2020-04-20,9900.0
2020-04-28,-99.0
2020-04-30,0.0
2020-05-01,9900.0
2020-05-14,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-29,0.0
2020-06-03,0.0
2020-06-09,0.0
2020-06-15,0.0
2020-06-17,0.0
2020-06-19,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-23,-99.0
2020-07-24,9900.0
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.0
