ticker,MNMB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-03-05,25.0
2009-03-09,-7.3333
2012-07-10,12.5378
2012-07-11,2.6846
2013-11-26,-7.2306
2013-12-02,5.8824
2015-01-21,-17.8886
2015-10-12,-26.4706
2015-10-14,25.0
2016-05-05,3.3058
2016-05-06,34.0
2017-03-21,8.8647
2017-04-06,0.0
2017-04-10,-1.4285999999999999
2017-05-23,10.1449
2017-06-08,4.7745
2018-01-12,3.4929
2018-02-09,5.0
2018-02-15,2.3810000000000002
2018-02-22,-6.3953
2018-02-26,1.8634
2018-02-28,2.439
2018-03-02,-4.119
2018-03-08,0.6953
2018-03-12,3.1056
2018-03-16,-0.1205
2018-04-09,-1.6888
2018-04-11,1.8405
2018-04-13,-1.2048
2018-04-19,0.8537
2018-04-20,-0.0242
2018-04-23,-0.2177
2018-04-25,-0.2424
2018-04-26,-0.729
2018-04-27,0.1224
2018-05-01,-0.3667
2018-05-02,0.0
2018-05-03,-0.2454
2018-05-07,-0.123
2018-05-08,0.0
2018-05-09,-0.8621
2018-05-14,0.0
2018-05-16,0.0
2018-05-21,-0.1242
2018-05-22,0.0
2018-05-29,0.1244
2018-06-04,0.0248
2018-06-18,1.3514
2018-06-20,0.0
2018-06-25,-0.8642
2018-07-09,0.8717
2018-07-23,-0.4938
2018-07-26,0.0
2018-07-27,-1.0918
2018-07-30,0.3512
2018-07-31,-1.75
2018-08-06,2.7735
2018-08-30,-0.9903
2018-09-07,-0.4751
2018-09-13,0.0
2018-09-18,0.7595
2018-09-19,0.0
2018-09-20,-0.1256
2018-09-21,-0.3774
2018-09-27,0.5051
2018-09-28,-0.1256
2018-10-01,0.1258
2018-10-22,-1.3819
2018-10-24,0.0
2018-11-02,-0.6369
2018-11-07,0.0
2018-11-08,0.0
2018-11-15,0.0
2018-11-26,-2.1795
2018-12-11,-0.3932
2018-12-21,1.4686
2018-12-24,2.6316
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-03,0.0
2019-01-14,-4.7436
2019-02-15,4.9798
2019-02-27,-2.5641
2019-03-01,-1.3158
2019-03-08,0.8333
2019-03-22,-0.8264
2019-03-28,0.0
2019-04-15,0.0269
2019-04-18,-0.0269
2019-05-01,0.0
2019-05-03,6.1828
2019-05-09,-1.2658
2019-05-17,-2.5641
2019-05-20,-2.1053
2019-05-21,0.1613
2019-05-23,-0.161
2019-06-04,2.0699
2019-06-07,-0.0527
2019-06-12,2.7668
2019-06-27,2.0672
2019-07-01,0.6329
2019-07-02,-1.2579
2019-07-08,1.2739
2019-07-09,-1.2327
2019-07-10,-0.6623
2019-07-24,1.4102999999999999
2019-08-06,0.5057
2019-08-08,0.0
2019-08-12,0.0252
2019-08-13,0.4779
2019-08-15,-0.4506
2019-08-23,0.0
2019-08-28,0.0754
2019-08-29,0.5025
2019-08-30,0.625
2019-09-05,-1.1925
2019-09-06,1.2069
2019-09-09,0.0
2019-09-11,-0.6957
2019-09-20,0.2773
2019-09-23,0.0251
2019-09-25,0.1508
2019-09-27,0.0
2019-10-02,0.3764
2019-10-03,-0.5
2019-10-09,0.1005
2019-10-11,0.0251
2019-10-14,1.1292
2019-10-17,-1.1166
2019-10-22,0.0251
2019-10-23,0.0
2019-10-25,0.0
2019-11-05,0.0
2019-11-08,0.0
2019-11-11,0.0251
2019-11-19,0.0
2019-11-21,-0.0502
2019-11-26,0.0
2019-12-03,-0.2509
2019-12-04,-0.5031
2019-12-26,2.5641
2020-01-02,-0.5
2020-01-03,0.5025
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-14,-0.5
2020-01-21,0.0
2020-01-22,0.2513
2020-01-28,3.3835
2020-01-30,-2.7636
2020-01-31,1.5956000000000001
2020-02-07,0.0
2020-02-18,-1.5951
2020-02-19,0.0
2020-02-21,-0.1247
2020-02-24,-0.1248
2020-02-26,0.0
2020-02-28,0.025
2020-03-04,-0.025
2020-03-05,0.75
2020-03-06,-2.125
2020-03-11,-2.8097
2020-03-12,-8.0158
2020-03-16,0.0
2020-03-17,-2.7143
2020-03-20,8.5169
2020-04-03,-9.3369
2020-04-06,-4.4776
2020-04-15,3.0938
2020-04-20,-9.0634
2020-04-21,-4.1667
2020-04-23,4.3478
2020-04-27,6.6667
2020-04-29,15.4688
2020-05-12,-17.429
2020-05-19,8.1613
2020-05-22,1.5152
2020-06-02,-2.2388
2020-06-03,0.0
2020-06-05,3.0534
2020-06-11,-0.5926
2020-06-12,0.0
2020-06-23,3.0075
2020-06-24,-8.0
2020-06-25,5.5221
2020-06-26,-0.7519
2020-06-29,-3.6061
2020-07-02,3.7095000000000002
2020-07-06,-2.8493
2020-07-08,0.468
2020-07-13,4.6584
2020-07-17,-2.0772
2020-07-27,-1.303
2020-07-28,0.5834
2020-07-29,0.7326
2020-07-31,-0.4545
