ticker,BNKL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-03-06,2.2727
2015-03-11,11.1111
2015-03-17,-20.0
2015-03-20,12.5
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,-2.2222
2015-03-26,1.3636
2015-03-27,0.4484
2015-03-30,-0.4464
2015-03-31,0.0
2015-04-01,0.4484
2015-04-06,0.0
2015-04-07,-0.4464
2015-04-08,-0.4484
2015-04-09,-3.1532
2015-04-10,0.4651
2015-04-13,1.8519
2015-04-16,-0.9091
2015-04-21,-0.9174
2015-04-23,0.0
2015-04-24,0.463
2015-04-27,0.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-05,0.0
2015-05-06,-3.6866
2015-05-07,14.8325
2015-05-14,-20.8333
2015-05-29,-2.6316
2015-06-11,2.7027
2015-07-16,-7.8947
2015-07-17,-2.8571
2015-08-19,-11.7647
2015-09-02,16.6667
2015-09-30,-17.1429
2015-10-01,-1.3793
2015-10-02,1.3986
2015-10-06,-3.4483
2015-10-07,3.5714
2015-10-09,0.6897
2015-10-13,-4.1096
2015-10-14,0.0
2015-10-15,-0.7143
2015-10-16,11.5108
2015-10-19,-10.9677
2015-10-20,0.7246
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,-0.7194
2015-10-26,-0.7246
2015-10-27,-0.7299
2015-10-28,-0.7353
2015-10-29,-0.7407
2015-10-30,-2.9851
2015-11-02,-3.8462
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.8
2015-11-09,-0.7937
2015-11-10,-1.6
2015-11-16,-1.626
2015-11-17,-0.8264
2015-11-18,-1.6667
2015-11-19,0.0
2015-11-20,5.0847
2015-11-23,-1.6129
2015-11-24,0.0
2015-11-27,-0.8197
2015-11-30,0.0
2015-12-07,-0.8264
2015-12-10,-0.8333
2015-12-11,-1.6806999999999999
2015-12-14,-48.7179
2015-12-15,91.6667
2015-12-16,0.0
2015-12-17,0.0
2015-12-18,-0.8696
2015-12-21,0.0
2015-12-22,0.8772
2015-12-23,0.0
2015-12-24,2.6087
2015-12-29,-0.8475
2015-12-30,0.0
2015-12-31,0.8547
2016-01-05,0.0
2016-01-06,1.6949
2016-01-07,-4.1667
2016-01-08,2.6087
2016-01-11,-2.5423999999999998
2016-01-12,2.6087
2016-01-13,-2.5423999999999998
2016-01-14,2.6087
2016-01-15,-0.8475
2016-01-19,0.8547
2016-01-20,0.0
2016-01-21,-6.7797
2016-01-22,2.7273
2016-01-25,3.5398
