ticker,MCBK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-10-05,0.6708
2012-10-08,-0.266
2012-10-09,-0.3344
2012-10-10,-1.9463
2012-10-11,-0.4107
2012-10-12,0.0
2012-10-15,1.9931
2012-10-16,-1.2803
2012-10-17,1.0239
2012-10-18,-0.0676
2012-10-19,-1.6903000000000001
2012-10-22,0.4127
2012-10-23,0.5479
2012-10-24,-1.2262
2012-10-25,-1.3668
2012-10-26,-0.2924
2012-10-31,-0.1486
2012-11-01,-0.2726
2012-11-02,2.1761
2012-11-05,-1.0269
2012-11-06,1.3928
2012-11-07,0.9615
2012-11-08,0.0
2012-11-09,-1.3605
2012-11-12,-0.0009
2012-11-13,0.0009
2012-11-14,0.2069
2012-11-15,-0.2065
2012-11-16,0.0
2012-11-19,0.0
2012-11-20,0.4138
2012-11-21,-1.717
2012-11-26,1.3269
2012-11-27,0.0698
2012-11-28,0.5238
2012-11-29,-0.0411
2012-11-30,0.0686
2012-12-03,0.0685
2012-12-04,-0.3416
2012-12-06,0.3428
2012-12-07,0.0
2012-12-10,-0.3425
2012-12-11,0.2062
2012-12-12,0.6859
2012-12-13,0.2725
2012-12-14,1.6303999999999998
2012-12-17,0.2674
2012-12-18,-0.0675
2012-12-19,-1.2667
2012-12-20,-0.4054
2012-12-21,6.038
2012-12-24,0.3199
2012-12-26,1.7219
2012-12-27,1.8809
2012-12-28,0.8
2012-12-31,0.1221
2013-01-02,-0.6707
2013-01-03,-1.1663999999999999
2013-01-04,-0.8696
2013-01-07,1.1278
2013-01-08,0.0
2013-01-09,0.3717
2013-01-10,-0.6173
2013-01-11,0.9317
2013-01-14,-0.4308
2013-01-15,1.5459
2013-01-16,-1.2789
2013-01-17,1.6018
2013-01-18,-1.0297
2013-01-22,-0.3686
2013-01-23,1.2923
2013-01-24,0.0615
2013-01-25,0.1814
2013-01-28,-1.1515
2013-01-29,-0.0613
2013-01-30,0.5828
2013-01-31,-0.7624
2013-02-01,-0.1229
2013-02-04,-0.3077
2013-02-05,1.7307000000000001
2013-02-06,-0.0569
2013-02-07,-0.7346
2013-02-08,0.2446
2013-02-19,-0.2448
2013-02-20,-0.5497
2013-02-21,0.246
2013-02-22,-0.1227
2013-02-25,-0.1835
2013-02-26,-0.1854
2013-02-27,-0.7406
2013-02-28,-0.4961
2013-03-01,0.0
2013-03-04,1.7478
2013-03-05,-0.1227
2013-03-06,-0.1229
2013-03-07,-1.2915
2013-03-11,0.4361
2013-03-12,1.2407
