ticker,EVTP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-09-02,-2.2727
2008-09-03,-1.3953
2008-09-12,-25.4717
2008-09-15,-5.6962
2008-09-23,-12.7517
2008-09-24,0.0
2008-09-25,0.0
2008-10-06,-3.8462
2008-11-10,-18.4
2008-11-11,-0.9804
2008-11-12,-20.7921
2008-11-13,0.0
2008-11-14,-68.75
2008-11-19,0.0
2008-11-21,16.0
2008-11-25,-48.2759
2008-12-15,-86.6667
2009-01-07,0.0
2009-01-16,100.0
2009-01-23,-50.0
2009-03-05,100.0
2009-03-10,-25.0
2009-03-20,0.0
2009-04-02,0.0
2009-04-17,0.0
2009-04-24,0.0
2009-05-01,0.0
2009-05-04,0.0
2009-09-25,-96.6667
2010-04-13,50.0
2010-06-21,566.6667
2010-07-30,0.0
2010-12-31,-50.0
2011-02-23,500.0
2011-02-24,66.6667
2011-03-02,-60.0
2011-03-18,0.0
2011-05-06,0.0
2011-11-08,50.0
2012-03-20,-93.3333
2012-03-26,0.0
2012-05-22,0.0
2012-06-20,0.0
2012-12-21,0.0
2013-04-29,-43.75
2013-12-13,-72.2222
2014-01-09,0.0
2014-08-22,20.0
2014-11-04,250.0
2015-06-25,1042.8571
2015-07-13,-94.5833
2015-07-16,0.0
2015-11-04,23.0769
2016-03-18,300.0
2016-03-22,0.0
2016-03-23,-25.0
2016-03-28,156.25
2016-03-31,-49.5935
2016-04-04,116.129
2016-04-29,1.4925
2016-08-22,17.647100000000002
2016-09-23,23.125
2017-03-02,-18.7817
2017-04-20,100.0
2017-08-14,-50.0
2017-09-08,0.0
2017-09-11,154.0
2017-09-12,18.1102
2018-01-11,-63.3333
2018-03-01,172.7273
2018-03-27,-33.3333
2018-04-09,-97.0
2018-04-10,4851.6667
2018-09-20,-93.2683
2018-10-22,100.0
2018-10-23,100.0
2018-11-02,-6.25
2019-01-16,-33.3333
2019-03-08,18.0
2019-03-15,18.6441
2019-03-18,0.0
2019-03-22,185.7143
2019-05-14,-60.0
2019-05-28,-37.5
2019-06-11,8.0
2019-06-20,48.1481
2019-07-25,0.0
2019-08-02,25.0
2019-08-22,0.0
2019-08-27,50.0
2019-08-28,33.3333
2019-09-03,-50.0
2019-09-05,50.0
2019-09-11,-20.0
2019-09-12,25.0
2019-09-16,33.3333
2019-09-18,250.0
2019-09-19,-50.0
2019-09-20,-32.8571
2019-09-23,-2.1277
2019-09-24,-4.3478
2019-09-25,-0.4545
2019-09-26,0.0
2019-09-27,-4.1096
2019-10-01,-0.7857
2019-10-02,35.3492
2019-10-03,-28.7234
2019-10-08,0.0
2019-10-14,-0.4975
2019-10-16,0.0
2019-10-17,0.0
2019-10-21,-10.0
2019-10-23,0.0
2019-10-24,-10.0
2019-10-29,171.6049
2019-10-30,-13.6364
2019-10-31,45.3947
2019-11-01,-32.3077
2019-11-04,-28.0749
2019-11-05,126.7658
2019-11-06,-24.2623
2019-11-07,6.0606
2019-11-08,-38.7755
2019-11-11,6.0
2019-11-12,-11.9497
2019-11-13,0.0
2019-11-14,2.7143
2019-11-15,10.4312
2019-11-18,0.0
2019-11-19,-17.5063
2019-11-22,-16.0305
2019-11-25,-3.6364
2019-11-26,0.0
2019-11-27,41.5094
2019-12-02,0.0
2019-12-09,-29.3333
2019-12-10,0.0
2019-12-13,3.8208
2019-12-20,-5.0432
2020-01-03,0.0
2020-01-06,0.0
2020-01-08,-1.4354
2020-01-17,11.6505
2020-01-21,-10.6957
2020-01-24,36.3194
2020-01-30,-3.5714
2020-02-06,3.7037
2020-02-28,-28.2143
2020-03-02,1.99
2020-03-09,-2.439
2020-03-12,0.0
2020-07-15,40.0
2020-07-30,-99.9964
