ticker,FIEB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-08,9.0909
2008-03-26,58.3333
2008-03-31,-10.526299999999999
2008-04-01,-29.4118
2008-04-03,8.3333
2008-04-04,-7.6923
2008-10-16,-60.4167
2008-11-21,-47.3684
2008-12-10,-40.0
2009-02-18,133.3333
2009-03-02,14.2857
2009-04-27,-6.25
2009-05-20,0.0
2009-07-10,-44.0
2009-07-13,30.9524
2009-07-21,3.6364
2009-10-07,40.3509
2011-10-05,-50.0
2012-06-27,-37.5
2012-06-28,7.03
2012-07-02,-54.779
2013-04-22,23.9669
2013-05-09,166.6667
2013-05-21,-50.0
2013-06-03,100.0
2013-06-04,100.0
2013-06-06,12.5
2013-06-10,55.3333
2013-06-11,6.5808
2013-06-12,0.0
2013-06-13,-19.4631
2013-06-18,0.0
2013-06-25,-9.1667
2013-07-02,-22.0183
2013-12-13,5.8824
2014-01-13,0.0
2014-01-17,0.0
2014-03-25,33.3333
2014-05-28,-12.5
2014-07-23,0.0
2014-08-01,14.2857
2014-09-18,0.0
2015-01-20,15.8333
2015-03-30,4.3165
2015-04-08,0.0
2015-04-30,0.0
2015-05-28,0.0
2015-09-08,0.0
2015-09-22,-0.6897
2015-12-08,-1.3889
2016-07-29,25.0704
2016-09-30,1.25
2016-10-07,0.0
2016-11-04,0.1235
2016-11-08,0.4932
2016-11-11,-20.2331
2016-11-21,7.6757
2016-11-23,1.4285999999999999
2016-12-27,2.2535
2017-01-06,6.6116
2017-01-09,-5.6848
2017-01-17,0.0
2017-01-18,0.0
2017-01-23,4.1096
2017-01-24,-1.3158
2017-02-08,5.3333
2017-02-09,0.0
2017-02-10,-1.0127
2017-02-21,1.023
2017-03-06,0.0
2017-03-07,2.5316
2017-03-08,4.9383
2017-03-09,4.7059
2017-03-14,5.0562
2017-03-23,0.5348
2017-04-17,-3.1915
2017-05-25,2.4615
2017-05-26,-7.7381
2017-05-30,-2.9677
2017-06-05,0.3989
2017-06-07,9.2715
2017-06-08,0.0
2017-06-13,0.6061
2017-06-28,0.0
2017-07-13,-0.5904
2017-07-20,-0.0121
2017-07-26,0.6061
2017-08-18,1.2048
2017-08-30,0.5952
2017-09-07,1.7751000000000001
2017-09-11,1.1628
2017-09-13,1.1494
2017-09-19,1.1364
2017-09-20,0.5618
2017-09-21,0.0
2017-09-25,0.0
2017-09-27,1.6760000000000002
2017-09-29,1.0989
2017-10-02,1.087
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-06,0.0
