ticker,FIEB US Equity
2017-10-11,0.0
2017-10-19,0.0
2017-10-24,4.3011
2017-10-31,1.0309
2017-11-01,1.0204
2017-11-07,2.0202
2017-11-09,-0.9901
2017-12-01,-1.0
2017-12-11,0.5051
2017-12-12,-0.5025
2017-12-13,0.202
2017-12-14,0.0
2017-12-26,2.3185000000000002
2018-01-12,12.8079
2018-01-29,2.6201
2018-01-31,0.4255
2018-02-14,0.0
2018-02-16,-0.4237
2018-02-26,-1.2766
2018-02-27,-0.8621
2018-03-06,-2.1739
2018-03-07,0.0
2018-03-12,-0.8889
2018-03-15,-0.4484
2018-03-22,2.7027
2018-03-23,-3.5088
2018-03-28,0.0
2018-03-29,9.0
2018-04-04,-5.7798
2018-04-16,1.7527
2018-04-17,-2.3923
2018-04-20,0.0
2018-04-27,0.0
2018-04-30,-0.6863
2018-05-04,3.6525
2018-05-07,-2.8571
2018-05-08,0.0
2018-05-09,3.9215999999999998
2018-05-21,4.717
2018-05-23,0.0
2018-06-04,-0.8919
2018-06-15,-0.0091
2018-06-28,-2.0
2018-07-16,5.2876
2018-07-18,0.0
2018-07-20,0.0881
2018-07-26,0.7042
2018-08-02,0.0874
2018-08-09,-0.0873
2018-08-17,0.0
2018-08-23,-1.3986
2018-08-24,-1.5957
2018-08-27,1.3514
2018-08-28,-1.7778
2018-09-04,0.4525
2018-09-06,0.0
2018-09-10,0.0
2018-09-11,-0.8108
2018-09-13,3.0881
2018-09-18,-2.5551
2018-09-19,2.17
2018-09-20,0.0
2018-09-21,0.0
2018-09-25,0.4425
2018-09-26,0.0
2018-09-28,-0.1762
2018-10-01,-0.2648
2018-10-08,-0.4425
2018-10-09,0.0
2018-10-12,-1.3333
2018-10-15,1.8018
2018-10-24,-2.6549
2018-11-15,-1.8182
2018-11-28,-2.3148
2018-12-06,-1.7062
2018-12-11,-1.1572
2018-12-13,-6.8293
2018-12-14,-0.5236
2018-12-17,-5.2632
2018-12-21,-8.3333
2018-12-24,3.0303
2019-01-03,-2.1176
2019-01-04,-1.2019
2019-01-09,2.1898
2019-02-04,1.1905000000000001
2019-02-20,-1.1764999999999999
2019-02-27,1.1905000000000001
2019-03-07,0.0
2019-03-19,5.4706
2019-04-01,0.0
2019-04-02,-4.908
2019-04-03,0.0
2019-04-04,0.6452
2019-04-05,1.9231
2019-04-08,0.0
2019-04-24,3.7736
2019-04-29,-2.4242
2019-05-07,0.0
2019-05-10,-0.6211
2019-05-14,0.0
2019-05-15,0.0
2019-05-20,0.0
2019-05-23,0.0
2019-05-28,0.0
2019-05-30,0.0
2019-06-03,6.25
2019-06-05,0.0
2019-06-07,-0.5882
2019-06-10,0.5917
2019-06-17,-2.9412000000000003
2019-06-18,1.8182
2019-06-19,1.1905000000000001
2019-06-26,-0.5882
2019-07-01,0.5917
2019-07-15,0.0
2019-07-18,2.3529
2019-07-29,0.0
2019-08-12,0.0
2019-08-14,2.8736
2019-08-15,0.0
2019-08-22,-2.7933
2019-08-26,0.0
2019-08-27,2.6437
2019-08-28,0.7839
2019-08-29,-3.3333
2019-09-06,0.5747
2019-09-17,-0.5714
2019-09-19,0.0
2019-09-23,0.5747
2019-09-24,-0.5714
2019-10-08,0.2299
2019-10-09,0.0
2019-10-15,0.344
2019-10-21,-2.8571
2019-10-23,2.3529
2019-10-25,0.5747
2019-11-04,-0.5714
2019-11-08,0.0
2019-11-12,0.0
2019-11-21,0.0
2019-11-29,0.0
2019-12-02,0.5747
2019-12-03,0.0
2019-12-05,1.7143000000000002
2019-12-13,-1.1236
2019-12-16,0.0
2019-12-31,1.5909
2020-01-06,0.255
2020-01-08,-1.147
2020-01-14,0.4515
2020-02-03,0.2247
2020-02-04,-1.3453
2020-02-11,-0.5682
2020-02-13,-0.1143
2020-02-14,-2.746
2020-02-20,1.1764999999999999
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,2.3256
2020-02-28,-1.25
2020-03-02,-3.1646
2020-03-04,-21.4379
2020-03-05,1.6473
2020-03-06,6.4004
2020-03-09,-1.5385
2020-03-13,-2.3438
2020-03-16,-4.0
2020-03-23,-3.3333
2020-03-24,-22.4138
2020-03-25,11.1111
2020-03-31,5.0
2020-04-01,-4.7619
2020-04-03,-2.8
2020-04-07,2.8807
2020-04-09,-1.0
2020-04-13,-1.0101
2020-04-29,6.1224
2020-04-30,5.7673
2020-05-04,-1.8164
2020-05-06,-3.7037
2020-05-08,-0.9615
2020-05-13,-2.9126
2020-05-22,8.0
2020-06-16,1.4815
2020-06-17,-11.4964
2020-06-24,0.2062
2020-07-27,2.8807
