ticker,PBEP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-18,-10.2667
2009-11-23,85.7355
2009-11-24,0.0
2009-11-25,4.0
2009-12-14,7.6923
2009-12-15,10.7143
2009-12-16,12.9032
2009-12-17,17.1429
2010-01-27,1.4634
2010-01-28,8.1731
2010-01-29,40.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-23,-1.5873
2010-02-25,0.0
2010-03-10,-3.2258
2010-03-15,3.3333
2010-03-16,12.9032
2010-03-17,0.5714
2010-03-18,2.2727
2010-03-23,0.2778
2010-03-24,5.2632
2010-03-25,9.2105
2010-03-29,8.4337
2010-03-30,-2.2222
2010-04-01,0.0
2010-05-21,-26.5909
2010-07-06,-30.3406
2010-07-07,42.2222
2010-07-13,-1.5625
2010-07-23,0.0
2010-07-26,0.0
2010-08-03,-3.1746
2010-08-27,-18.0328
2010-09-09,0.0
2010-10-12,0.0
2010-10-15,-79.6
2010-11-01,96.0784
2010-12-03,50.0
2010-12-06,16.6667
2010-12-07,28.5714
2010-12-09,6.6667
2010-12-10,0.0
2010-12-13,-0.4167
2010-12-15,-16.318
2010-12-21,9.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,-31.1927
2010-12-30,33.3333
2011-01-03,2.5
2011-01-04,4.878
2011-01-10,0.0
2011-01-12,0.0
2011-01-20,-41.3953
2011-02-02,69.8413
2011-02-08,-1.8692
2011-02-11,0.0
2011-03-14,0.0
2011-03-18,-38.0952
2011-03-22,60.7692
2011-03-24,0.0
2011-03-28,-37.799
2011-03-29,-3.8462
2011-03-30,4.0
2011-03-31,58.4615
2011-04-01,-2.9126
2011-04-04,7.5
2011-04-11,-30.2326
2011-04-12,30.0
2011-04-13,3.0769
2011-04-14,-5.4726
2011-04-18,13.1579
2011-04-19,-2.3256
2011-04-20,0.0
2011-04-21,0.0
2011-04-25,4.2857
2011-04-26,-6.3927
2011-04-28,-7.3171
2011-04-29,7.8947
2011-05-02,4.878
2011-05-03,-6.9767
2011-05-05,-2.5
2011-05-09,-10.2564
2011-05-10,0.0
2011-05-11,-5.7143
2011-05-16,-9.0909
2011-06-01,0.0
2011-06-15,-32.6667
2011-11-21,-75.2475
2011-11-23,-20.0
2012-04-17,-45.0
2016-11-15,-99.8864
2017-12-12,-99.2
2018-01-10,69900.0
2018-02-16,14185.7143
2018-03-27,900.0
2018-03-28,-1.0
2018-04-02,-4.0404
2018-05-07,-88.4211
2018-05-22,0.0
2019-09-10,-99.9091
2020-01-07,0.0
2020-06-25,-56.0
