ticker,APHE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-28,-2.0
2017-08-11,42.8571
2017-08-14,0.0
2017-08-18,0.0
2017-08-22,42.8571
2017-08-24,60.0
2017-08-25,31.25
2017-08-29,19.0476
2017-08-30,24.0
2017-09-05,6.4516
2017-09-06,9.0909
2017-09-11,13.8889
2017-09-13,12.1463
2017-09-15,10.5698
2017-09-18,57.3564
2017-09-19,25.0
2017-09-25,-29.8
2017-09-26,-35.8974
2017-09-27,22.2222
2017-10-03,9.0909
2017-10-12,0.0
2017-10-16,33.3333
2017-10-26,-20.0
2017-10-27,21.875
2017-10-31,1.2821
2017-11-01,1.2658
2017-11-08,-12.5
2017-11-10,0.0
2017-11-16,0.0
2017-12-13,-27.1429
2017-12-15,29.4118
2017-12-18,19.3939
2018-01-23,1.5228000000000002
2018-02-07,4.5
2018-03-22,1.6745999999999999
2018-04-30,15.0588
2018-05-08,-19.2229
2018-05-29,1.0127
2018-06-20,0.0
2018-06-21,22.807
2018-07-02,-0.2041
2018-07-26,-13.0879
2018-07-31,0.0
2018-08-10,-11.7647
2018-08-16,13.3333
2018-09-17,15.2941
2018-09-18,12.2449
2018-09-19,45.4545
2018-09-21,0.0
2018-09-24,-12.5
2018-09-25,14.2857
2018-10-08,-12.5
2018-10-09,-7.1429
2018-10-10,-7.6923
2018-10-11,-16.8333
2018-10-12,20.2405
2018-10-15,-20.0
2018-10-16,0.0
2018-10-17,-16.6667
2018-10-18,-12.5
2018-10-19,37.1429
2018-10-22,25.0
2018-10-23,-26.6667
2018-10-24,-19.3182
2018-10-25,1.1268
2018-10-26,14.2061
2018-10-30,21.9512
2018-11-05,5.8
2018-11-06,-33.6484
2018-11-15,-26.7806
2018-11-16,54.8638
2018-11-20,33.1658
2018-11-21,35.8491
2018-11-26,-26.3889
2018-11-27,13.2075
2018-11-28,9.1667
2018-12-10,5.3435
2018-12-12,-28.2609
2018-12-13,31.3131
2018-12-28,-11.8462
2018-12-31,13.438
2019-01-04,-3.8462
2019-01-17,-19.2
2019-01-18,18.8119
2019-01-23,-15.6667
2019-01-30,8.6957
2019-01-31,0.0
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,25.4545
2019-02-07,7.2464
2019-02-08,-18.9189
2019-02-11,16.6667
2019-02-12,17.8571
2019-02-20,-15.1515
2019-02-21,0.0
2019-02-25,-10.7143
2019-02-27,-7.84
2019-02-28,21.5278
2019-03-01,-14.1429
2019-03-04,16.3062
2019-03-12,-7.01
2019-03-13,-7.6923
2019-03-14,4.0
2019-03-18,-0.3205
2019-03-19,-7.3955
2019-03-20,4.1667
2019-03-25,-16.6667
2019-03-28,9.8
2019-03-29,4.7359
2019-04-01,-13.0435
2019-04-02,0.0
2019-04-03,-0.4
2019-04-04,-9.6386
2019-04-08,0.0
2019-04-12,5.5556
2019-04-15,22.1053
2019-04-16,-9.4828
2019-04-18,14.2857
2019-04-23,-3.3333
2019-04-30,3.4483
2019-05-07,0.0
2019-06-14,0.0
2019-07-10,20.0
2019-08-30,-30.6944
2019-09-06,0.0
2019-09-13,-1.002
2019-09-18,0.2024
2019-09-19,0.8081
2019-09-25,0.2004
2019-11-21,-0.2
2019-11-22,-4.8096
2019-12-24,-5.2632
2019-12-30,-2.2222
2020-01-08,-9.0909
2020-01-10,0.0
2020-01-21,-0.0025
2020-01-22,-0.9975
2020-01-30,7.3232
2020-02-07,-11.5294
2020-02-20,26.3298
2020-02-25,0.0
2020-03-11,-1.0526
2020-04-24,1.0638
