ticker,CSSI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-05-04,-47.619
2007-05-07,-7.2727
2007-05-08,17.647100000000002
2007-05-09,-66.6667
2007-05-10,0.0
2007-05-16,50.0
2007-05-18,116.6667
2007-07-17,1.5385
2007-08-20,-22.7273
2007-08-23,0.0
2007-08-24,0.0
2007-08-30,-1.9607999999999999
2007-10-15,-74.0
2007-10-16,15.3846
2007-10-17,6.6667
2007-10-18,56.25
2007-10-19,-48.0
2007-10-24,15.3846
2007-10-26,-6.6667
2007-11-02,7.1429
2007-11-06,0.0
2007-11-14,6.6667
2007-11-16,0.0
2007-11-19,-6.25
2007-11-27,-6.6667
2007-11-28,7.1429
2007-11-29,0.0
2007-12-13,-13.3333
2007-12-14,30.7692
2007-12-17,0.0
2008-01-03,0.0
2008-02-26,-23.5294
2008-02-27,0.0
2008-03-06,-15.3846
2008-03-18,9.0909
2008-04-07,0.0
2008-04-17,8.3333
2008-04-18,-15.3846
2008-04-21,0.0
2008-04-22,0.0
2008-04-23,18.1818
2008-04-25,0.0
2008-05-02,-7.6923
2008-07-10,0.0
2008-12-08,-50.0
2008-12-09,-16.6667
2008-12-31,20.0
2009-01-20,-33.3333
2009-01-21,0.0
2009-03-12,400.0
2009-03-13,-95.0
2009-09-18,0.0
2010-04-27,200.0
2010-06-10,-66.6667
2010-07-01,1050.0
2010-08-18,65.2174
2010-09-02,63.1579
2010-10-04,-19.3548
2010-10-05,100.0
2010-10-26,-99.6
2010-10-27,24900.0
2010-11-17,10.0
2013-06-03,-81.8182
2013-09-11,50.0
2013-09-30,-53.3333
2013-12-13,0.0
2014-02-10,71.4286
2014-02-11,8.3333
2014-02-12,-7.6923
2014-02-13,4.1667
2014-02-28,-68.0
2014-03-19,25.0
2014-03-20,0.0
2014-03-28,0.0
2014-06-03,-40.0
2014-06-20,0.0
2014-09-30,3.3333
2014-10-08,0.0
2014-10-13,0.0
2014-10-20,222.5806
2014-10-21,-93.0
2014-10-22,114.2857
2014-10-23,0.0
2014-10-24,33.3333
2014-10-30,0.0
2014-10-31,100.0
2014-12-11,0.0
2015-01-16,-70.0
2015-03-09,216.6667
2015-03-11,-5.2632
2015-03-12,-22.2222
2015-03-13,14.2857
2015-03-16,-18.75
2015-03-18,30.7692
2015-03-24,-1.1764999999999999
2015-03-27,0.0
2015-04-08,0.0
2015-04-10,5.9524
2015-04-13,0.0
2015-04-15,-1.1236
2015-04-28,-54.5455
2015-04-29,87.4687
2015-06-11,33.3556
