ticker,SGNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-01-11,0.0
2008-04-08,0.0
2008-05-19,0.0
2011-02-03,550.0
2011-03-08,1130.7692
2011-03-14,900.0
2011-03-22,50.0
2011-03-25,0.0
2011-03-28,-33.3333
2011-04-11,50.0
2011-04-15,-16.6667
2011-04-20,-4.0
2011-04-28,0.0
2011-05-10,-12.5
2011-05-13,0.0
2011-05-20,0.0
2011-05-24,0.0
2011-05-25,0.0
2011-06-01,0.0
2011-06-06,0.0
2011-06-07,-33.3333
2011-06-15,0.0
2011-06-16,0.0
2011-06-21,0.0
2011-06-28,0.0
2011-07-01,0.0
2011-07-05,0.0
2011-07-19,0.0
2011-07-21,-28.5714
2011-07-27,60.0
2011-08-05,-37.5
2011-08-11,0.0
2011-08-22,0.0
2011-09-14,0.0
2011-11-07,0.0
2011-11-30,0.0
2011-12-14,0.0
2011-12-28,0.0
2011-12-29,-20.0
2012-01-06,0.0
2012-01-11,0.0
2012-01-23,-25.0
2012-01-30,0.0
2012-02-10,0.0
2012-02-15,0.0
2012-03-14,66.6667
2012-04-09,0.0
2012-04-10,-20.0
2012-04-16,0.0
2012-04-20,0.9375
2012-05-07,23.839
2012-05-08,0.0
2012-05-15,0.0
2012-05-23,0.0
2012-05-25,0.0
2012-06-05,0.0
2012-06-21,0.0
2012-07-19,0.0
2012-08-03,-30.0
2012-08-17,0.0
2012-08-21,0.0
2012-08-27,0.0
2012-09-05,0.0
2012-09-25,42.8571
2012-09-26,0.0
2012-11-13,-10.0
2012-11-14,-28.8889
2012-11-26,-37.5
2012-12-13,0.0
2012-12-14,-25.0
2012-12-17,0.8333
2012-12-19,-33.8843
2012-12-21,0.0
2012-12-31,100.0
2013-01-02,144.0625
2013-01-23,-59.0269
2013-01-24,0.0
2013-01-25,0.0
2013-01-30,50.0
2013-02-04,-16.6667
2013-02-22,0.0
2013-03-06,0.5
2013-03-11,198.5075
2013-03-12,0.0
2013-03-14,-16.6667
2013-03-15,20.0
2013-03-21,8.3333
2013-04-23,-23.0769
2013-04-24,10.0
2013-04-26,0.0
2013-05-15,9.0909
2013-05-17,-16.6667
2013-05-21,0.0
2013-05-22,20.0
2013-05-29,0.0
2013-06-18,0.0
2013-07-19,-16.6667
2013-07-31,0.0
2013-10-07,-10.0
2013-10-08,22.2222
2013-11-13,-9.0909
2014-01-15,10.0
2014-02-24,0.0
2014-02-27,0.0
2014-03-04,9.0909
2014-03-14,8.3333
2014-03-20,0.0
2014-03-21,7.6923
2014-04-04,28.5714
2014-04-11,0.0
2014-04-16,11.1111
2014-04-17,10.0
2014-04-28,-36.3636
2014-04-29,-7.1429
2014-04-30,-15.3846
2014-05-06,4.5455
2014-05-14,4.3478
2014-05-16,-4.1667
2014-05-19,0.0
2014-06-04,-4.3478
2014-06-05,-4.5455
2014-06-11,-4.7619
2014-06-25,-30.0
2014-06-26,-28.5714
2014-07-02,-20.0
2014-08-18,-5.0
2014-08-25,0.0
2014-10-03,-15.7895
2014-10-07,6.25
2014-10-22,-5.8824
2014-10-28,21.875
2014-11-18,-23.0769
2014-12-08,0.0
2014-12-31,-6.6667
2015-02-18,0.0
2015-03-19,28.5714
2015-03-31,0.0
2015-05-26,25.0
2015-08-03,-11.1111
2015-08-31,-10.0
2015-09-15,-16.6667
2015-09-21,-16.6667
2015-09-23,-4.0
2015-10-05,0.0
2015-10-08,-8.3333
2015-11-20,-9.0909
2015-11-23,0.0
2015-11-24,0.0
2015-11-27,-10.0
2015-12-11,-11.1111
2016-01-27,0.0
2016-02-03,0.0
2016-02-18,-12.5
2016-03-23,7.1429
2016-04-28,0.0
2016-08-17,-9.3333
2017-04-05,0.0
2017-07-13,47.0588
2017-10-20,100.0
2017-10-23,12.5
2017-10-25,-22.2222
2017-10-26,-14.2857
2018-02-05,33.3333
2018-04-10,-32.0
2018-04-20,4.7059
2018-05-03,-22.7528
2018-08-13,-9.0909
2018-09-07,-25.0
2019-03-29,166.6667
2019-04-30,-45.0
2019-05-02,-8.1818
2019-05-22,68.3168
2019-06-07,-38.2353
2019-07-03,19.0476
2019-07-15,-20.0
2019-07-31,5.0
2019-08-06,0.0
2019-10-02,-4.7619
2019-11-20,-49.0
2019-12-17,0.0
2019-12-24,0.0
2020-01-03,-33.3333
2020-02-20,76.4706
2020-02-28,33.3333
2020-07-23,-50.0
